,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_007,9:30,-119,-10,3.86,3.99,3.36,6.1,819177,2.27,2.45,6.44,882954,8411,21937,1332,2042
VIP_008,9:30,-61,-9,1.68,1.88,6.56,15.6,206195,4.83,3.4,2.72,558619,11259,15201,4494,1323
VIP_009,9:30,-89,-11,4.12,3.89,3.1,12.3,306905,4.53,2.11,11.04,300269,13102,29543,506,1996
VIP_010,9:30,-75,-6,4.11,4.75,1.61,10.6,356819,4.63,1.22,4.27,833982,46834,25275,2890,1762
VIP_011,9:30,-110,-6,4.54,5.4,2.11,16.4,687756,3.89,3.12,10.73,488507,42611,42202,3437,2709
VIP_012,9:30,-80,-10,0.47,5.02,8.52,9.4,570433,3.72,1.17,11.24,357763,23982,2341,4590,1265
VIP_013,9:30,-61,-8,1.26,1.23,11.69,15.4,420758,5.21,0.22,9.12,645186,38931,36073,1318,796
VIP_014,9:30,-62,-7,0.55,2.02,9.38,17.5,983003,3.27,2.52,3.85,849250,23544,1827,1412,2241
VIP_015,9:30,-66,-13,1.29,3.72,10.94,16.1,530782,1.44,4,3.57,196881,23381,32342,1191,807
VIP_016,9:30,-112,-6,1.18,1.52,10.96,10.9,820535,3.97,4.77,0.12,689746,25501,17537,2262,747
VIP_017,9:30,-118,-12,3.71,1.1,1.75,12.2,361513,0.37,0.05,7.09,331917,7514,10274,2799,2727
VIP_018,9:30,-73,-8,2.51,1.45,4,6.3,829519,5.33,3.32,7.37,706181,47036,17948,4336,1539
VIP_019,9:30,-113,-7,0.82,3.14,7.06,10.2,963977,2.16,3.01,1.85,774736,23044,37300,1703,2304
VIP_020,9:30,-88,-12,3.14,4.78,4.02,7.7,524194,2.29,4.91,2.2,531244,22078,48129,4759,2633
VIP_021,9:30,-101,-6,1.07,3.32,9.37,2.9,143188,2.57,4.99,9.23,275187,12652,43840,1971,697
VIP_022,9:30,-91,-11,5.38,3.39,2.15,18.5,920559,1.32,1.76,3.87,320099,5166,13890,1907,744
VIP_023,9:30,-75,-14,2.06,0.74,8.37,10.9,323861,4.74,0.35,3.16,949957,5630,36371,149,2024
VIP_024,9:30,-117,-15,1.07,0.77,0.57,2.8,177328,0.16,2.09,4.14,329397,10864,35850,1673,2980
VIP_025,9:30,-119,-11,2.23,1.57,0.09,10.2,404922,1.74,2.4,7.89,736862,3094,12642,2760,816
VIP_026,9:30,-71,-14,4.93,4.08,0.07,16.6,545691,3.04,2.46,4.86,767245,44715,26592,1769,216
VIP_027,9:30,-60,-13,2.35,2.05,4.66,18.6,369133,2.06,0.26,4.02,198234,38472,32289,335,1192
VIP_028,9:30,-119,-13,2.14,4.93,1.26,11.4,828209,0.84,1.92,3.93,342790,22348,2230,1115,1771
VIP_029,9:30,-104,-8,4.09,5.1,7.36,3.9,155945,1.33,1.27,11.62,331978,3120,8719,1677,113
VIP_030,9:30,-63,-10,3.02,1.99,10.68,11,963478,2.36,1.37,11.66,609452,38756,23382,4682,1521
VIP_031,9:30,-62,-7,1.82,4.62,9.25,1.4,615191,5.43,3.74,9.47,190528,25706,2248,3764,2992
VIP_032,9:30,-86,-8,2.27,1.96,1.27,2.4,492004,1.44,3.02,3.17,245377,31444,29532,1308,2883
VIP_033,9:30,-89,-7,4.9,4.27,10.36,15.1,259063,0.3,1.51,3.5,388366,45751,33409,3319,250
VIP_034,9:30,-88,-8,4.12,5.25,4.52,11.8,892639,4.92,2.36,6.72,637975,12274,7108,183,2893
VIP_035,9:30,-115,-6,2.65,2.44,6.01,14.1,504201,4.99,4.68,11.29,857987,9675,38388,4927,1075
VIP_036,9:30,-104,-7,0.21,1.37,7.42,9.7,290848,2.13,0.32,1.77,504631,29600,46149,3387,1300
VIP_037,9:30,-84,-15,2.68,4.5,5.34,10.2,564414,3.78,5.13,4.42,711868,42933,1543,82,1688
VIP_038,9:30,-114,-15,0.85,0.44,1.4,16,835725,1.92,0.08,4.53,928712,36757,26583,3137,2323
VIP_039,9:30,-89,-16,4.75,2.38,5.4,4.2,299276,4.63,0.92,7.53,673878,48666,35566,1696,2635
VIP_040,9:30,-106,-14,5.22,0.28,0.56,4.3,289273,5.5,1.58,2.9,171264,11364,14810,492,729
VIP_041,9:30,-115,-11,0.94,3.64,9.32,13.8,872518,4,5.27,7.95,627180,39454,20393,2338,977
VIP_042,9:30,-120,-8,2.3,1.3,6.38,8.1,273470,4.54,2.38,4.19,720878,6486,30122,265,516
VIP_043,9:30,-117,-13,1.37,1.73,5.06,2.3,883053,1,1.74,4.66,280085,8130,8921,2966,234
VIP_044,9:30,-79,-13,3.51,4.07,8.88,3.4,708654,1.07,2.42,10.7,693995,9539,37717,3159,2060
VIP_045,9:30,-91,-9,2.77,5.11,11.23,10.6,193014,1.33,0.49,4.51,898328,39628,33173,1562,1049
VIP_046,9:30,-114,-16,4.75,5.36,4.01,14.3,979965,0.12,2.73,10.88,368596,7213,38251,820,2583
VIP_047,9:30,-65,-6,4.2,0.78,8.31,16.6,813331,2.07,2.23,3.02,588327,17612,42079,4843,2954
VIP_048,9:30,-119,-12,4.34,0.25,1.57,9.8,433442,3.26,0.69,7.67,516149,43878,1779,2330,646
VIP_049,9:30,-80,-15,1.7,4.53,10.01,15.3,187399,3.51,0.62,9.01,885536,20676,28745,771,100
VIP_050,9:30,-100,-8,1.82,4.91,6.84,16.2,431544,5.39,1.21,8.75,434156,16199,7402,877,1115
VIP_051,9:30,-108,-12,3.14,1.67,4.47,6.5,279603,4.93,0.78,1.62,993736,7677,27796,3594,2828
VIP_052,9:30,-100,-12,2,4.16,11.62,16,930215,1.09,1.68,2.6,511154,31141,25659,1445,1611
VIP_053,9:30,-85,-13,1.63,1.28,7.21,8.6,360217,1.11,3.38,8.87,485640,27194,11423,1939,434
VIP_054,9:30,-60,-14,2.27,2.56,3.91,7.5,291147,1.64,3.25,9.68,911540,20196,40828,329,191
VIP_055,9:30,-83,-15,0.1,0.45,8.05,7.6,462197,4.97,0.42,7.8,630796,17041,38997,2477,2324
VIP_056,9:30,-68,-7,0.58,3.19,7.63,5.4,175041,3.58,4.49,4.81,177724,25491,35476,3572,1391
VIP_057,9:30,-118,-11,1.62,4.29,6.73,19.5,202703,3.43,0.78,5.36,572008,37853,31518,2355,2297
VIP_058,9:30,-79,-12,1.63,2,4.29,8.4,341092,3.06,4.47,7.07,804914,37157,25942,4773,2508
VIP_059,9:30,-83,-9,4.7,1.66,5.47,16.1,347189,2.21,3.87,10.56,429087,39188,16809,4704,334
VIP_060,9:30,-66,-8,4.2,3.16,3.53,19.5,375696,5.2,3.09,2.16,624704,19247,8754,4196,1188
VIP_061,9:30,-74,-6,2.27,2.62,3.23,18.1,314636,2.7,3.88,3.18,528888,45785,49828,3498,554
VIP_062,9:30,-96,-6,4.78,2.57,10.65,1.2,662321,0.44,1.72,0.19,240708,43593,34252,2100,2164
VIP_063,9:30,-120,-10,1.85,4.08,11.68,13.3,763332,4.37,1.5,1.3,818579,45237,17204,458,12
VIP_064,9:30,-62,-16,3.76,1.68,2.77,3.8,586305,3.41,2.64,4.42,250562,28924,39140,2374,1431
VIP_065,9:30,-89,-11,2.42,3.03,2.44,3.1,102273,4.35,2.21,10.03,170322,37938,25285,4084,998
VIP_066,9:30,-77,-7,3.55,1.53,6.85,6.9,905434,0.58,5.4,11.36,706475,30442,13809,4365,1265
VIP_067,9:30,-113,-12,3.27,1.02,11.31,4.4,425665,1.26,1.98,0.59,773037,25016,28219,1296,1298
VIP_068,9:30,-64,-10,3.38,2.19,7.72,3.3,673101,1.47,1.11,1.81,249763,49067,44679,27,1852
VIP_069,9:30,-65,-10,3.83,4.17,9.98,16.4,708662,1.66,4.94,6.28,757813,26492,19426,4843,1511
VIP_070,9:30,-81,-9,0.93,1.38,5.25,12.6,418253,4.65,1.81,0.08,101608,37356,45351,1183,1069
VIP_071,9:30,-114,-12,2.96,1.31,0.92,17.2,148800,3.8,0.4,4.74,422511,25808,1825,4799,2128
VIP_072,9:30,-113,-16,3.92,2.01,0.61,13.4,404251,0.21,1.54,2.33,991926,37308,14739,3221,1636
VIP_073,9:30,-104,-10,0.13,3.65,6.77,16.8,612726,1.79,3.3,11.72,348066,11713,45276,3486,33
VIP_074,9:30,-62,-9,0.68,5.2,4.7,13.5,308775,3.34,2.05,8.17,487705,39313,24889,1646,1426
VIP_075,9:30,-82,-12,2.14,2.76,6.83,17.9,609511,4.3,2.61,3.83,576900,12041,1683,3887,406
VIP_076,9:30,-102,-14,1.75,1.58,0.84,19.2,323014,3.62,4.26,10.47,315879,41234,18523,4876,2513
VIP_077,9:30,-60,-9,5.2,0.85,9.77,9.3,976384,3.41,5.41,5.39,583082,38392,15668,1226,1297
VIP_078,9:30,-107,-13,5.21,4.77,9.72,9.7,711152,2.29,3.3,6.64,642431,3749,11207,1082,1070
VIP_079,9:30,-95,-16,4.16,1.88,11.61,1,532266,2.93,3.94,3.27,788849,6374,13963,4517,2118
VIP_080,9:30,-89,-16,2.01,5.37,6.54,1.1,245086,2.16,0.88,3.47,328936,10461,2797,3679,1939
VIP_081,9:30,-82,-14,1.77,0.65,7.67,17.7,649110,3.8,4.59,8.38,331775,30721,38272,1363,2777
VIP_082,9:30,-79,-11,3.25,0.24,4.34,15.5,294767,2.37,3.03,3.22,683853,31195,39492,338,1511
VIP_083,9:30,-89,-15,5.12,0.74,6.03,3.4,622651,2.99,2.28,11.37,992449,10469,16273,206,1044
VIP_084,9:30,-98,-7,1.68,4.2,1.36,14.9,663814,0.94,0.13,8.78,966314,24580,42798,2325,1769
VIP_085,9:30,-98,-9,0.77,2.39,8.1,5.2,174131,1.71,5.19,9.74,317457,39431,40808,3724,618
VIP_086,9:30,-109,-10,4.34,3.55,2.61,4.2,630814,0.71,2.19,10.04,936936,2523,1588,4463,633
VIP_087,9:30,-82,-14,4.96,1.88,5.72,17.1,556557,4.19,3.98,1.86,232049,36314,20437,3437,846
VIP_088,9:30,-81,-9,2.33,3.01,9.21,5.9,546441,1.92,1.66,8.1,692337,16771,41563,262,2944
VIP_089,9:30,-97,-6,2.55,0.88,8.7,14.3,350497,3.29,3.97,4.55,666356,26488,4847,2157,2648
VIP_090,9:30,-65,-14,2.85,4.42,4.7,6.8,345557,2.67,5.11,1.86,974168,47250,35868,1571,2694
VIP_091,9:30,-65,-13,5.22,0.45,5.46,17.7,907296,5.39,0.68,0.52,974393,11473,34057,100,2084
VIP_092,9:30,-68,-10,3.88,2.63,6.13,6.8,315764,0.49,0.89,0.34,288309,30780,10064,2884,2116
VIP_093,9:30,-110,-8,4.75,1.04,7.56,12.8,942440,2.48,0.86,6.09,132784,36278,32854,2681,2010
VIP_094,9:30,-61,-10,3.39,0.16,11.95,18.4,857196,4.34,1.33,2.65,292248,7951,12472,134,1990
VIP_095,9:30,-61,-15,3.66,2.6,1.33,9.4,129178,2.21,1.93,11.95,846093,26601,36430,833,1156
VIP_096,9:30,-80,-7,0.58,4,10,20,214309,1.6,0.25,8.67,316187,46162,21486,4020,2210
VIP_097,9:30,-104,-15,1.88,5.31,1.13,17.4,186011,1.87,1.3,0.47,682853,5128,41356,2568,288
VIP_098,9:30,-76,-7,4.62,4.48,4.27,7.8,820667,3.3,3.33,2.36,445792,44307,44238,4812,1807
VIP_099,9:30,-102,-12,4.25,3.73,3.77,0.5,991499,1.51,4.03,9.21,730709,12726,17027,566,337
VIP_100,9:30,-81,-6,0.34,1.87,7.74,12.5,389138,2.31,4.5,0.3,841914,19949,48321,4914,364
VIP_101,9:30,-62,-11,1.44,5.42,5.83,10.5,899067,1.87,3.21,8.65,445544,17643,4394,23,2641
VIP_102,9:30,-61,-16,5.43,5.21,0.99,19.2,133134,5.46,0.26,1.79,711760,15628,6591,1307,266
VIP_103,9:30,-107,-11,0.83,2.57,11.21,6.8,662591,3.12,4.16,2.61,956026,40948,25185,1687,2613
VIP_104,9:30,-63,-14,4.26,4.01,2.4,2.1,658718,4.22,4.33,3.36,443966,42295,36819,3878,293
VIP_105,9:30,-107,-7,2.31,2.52,11.51,14.6,283838,2.72,2.75,5.86,332059,26108,33422,3934,2618
VIP_106,9:30,-67,-10,3.75,1.74,11.79,11.3,340693,0.56,4.81,4.71,734903,48196,4349,3766,1199
VIP_107,9:30,-112,-11,5.14,3.24,7.61,19.1,589218,2.41,3.45,8.81,905478,5163,41685,977,69
VIP_108,9:30,-79,-10,3.79,0.82,5.11,3.9,514697,3.83,1.99,0.31,393836,39984,46442,2381,813
VIP_109,9:30,-97,-10,2.21,0.12,8.92,12.1,123243,5.42,5.44,7.82,101809,13872,31743,4425,444
VIP_110,9:30,-116,-15,4.23,2.63,3.84,7.8,334779,2.8,0.21,4.88,190648,45497,49444,25,307
VIP_111,9:30,-68,-11,1.98,1.68,2.09,15.2,242287,4.82,3.84,10.36,497433,31982,16819,3015,1782
VIP_112,9:30,-97,-6,1.8,2.14,6,12.2,269517,3.81,2.7,1.99,563406,41407,46724,2570,2930
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:35,-98,-11,3.03,2.16,6.96,19.6,237712,2.09,3.57,4.7,381182,35401,39578,3801,2909
VIP_002,9:35,-85,-15,4.09,1.71,10.63,14.4,206947,3.79,3.56,10.1,472905,14778,38247,4166,2835
VIP_003,9:35,-90,-15,5.08,4.83,3.8,1.8,287323,4.28,3.4,10.84,394152,45951,23517,4089,618
VIP_004,9:35,-97,-7,3.17,2.1,9.15,13.4,427839,3.4,0.14,9.3,542649,35182,10183,4099,1677
VIP_005,9:35,-81,-16,4.54,2.82,7.16,14.2,730144,2.04,4.14,5.04,776073,20969,28668,3112,2809
VIP_006,9:35,-71,-14,1.48,2.66,5.2,4.8,323189,0.7,1.48,6.21,737897,19920,39179,2911,2641
VIP_007,9:35,-96,-9,5.43,2.94,7.51,1.4,266156,5.42,3.1,10.5,626739,38763,15446,4343,1596
VIP_008,9:35,-84,-11,3.53,4.09,4,0.9,753156,4.96,4.7,2.81,405407,43151,6839,3229,1429
VIP_009,9:35,-112,-7,3.09,1.79,7.26,3.8,827919,0.98,3.28,5.95,629438,43131,40294,4229,1912
VIP_010,9:35,-101,-16,2.28,2.34,0.96,11.4,676067,1.52,2.51,5.43,909311,31632,15395,960,124
VIP_011,9:35,-75,-9,4.92,1.06,0.47,19.3,543180,3.34,1.78,6.27,975362,8288,39002,2056,1544
VIP_012,9:35,-105,-11,1.62,2.96,9.09,17.1,973132,2.36,2.24,5.43,372788,24262,38909,368,1816
VIP_013,9:35,-103,-9,1.81,3.08,7.42,7.7,196421,1.42,3.12,8.16,984486,6889,14671,1325,754
VIP_014,9:35,-90,-10,1.75,2.39,4.58,3.9,503574,3.58,1.72,10.56,945571,35268,33496,1988,1669
VIP_015,9:35,-113,-12,0.65,0.48,11.05,8,101740,1.99,4.72,8.18,740270,17680,3146,1102,134
VIP_016,9:35,-86,-7,2.01,1.92,10.57,8.6,318047,4.92,2.68,8.61,630800,29359,49363,81,956
VIP_017,9:35,-101,-13,2.74,0.12,11.68,9.8,745062,3.25,4.93,3.93,969809,11051,42434,1550,2920
VIP_018,9:35,-87,-10,1.48,5.17,4.53,5.5,626253,1.11,0.79,11.49,787914,44110,21308,1776,238
VIP_019,9:35,-107,-13,4.43,3.08,1.62,13.1,856140,1.41,0.67,8.99,915045,25024,47244,4745,1612
VIP_020,9:35,-71,-14,5.12,2.17,6.32,18,544604,1.11,1.54,4.27,965218,1108,48673,3775,1839
VIP_021,9:35,-87,-16,2.44,1.13,1.82,17.8,173636,0.87,4.75,7.74,740607,4479,48812,1544,1156
VIP_022,9:35,-97,-15,1.24,1.01,6.39,8.5,969076,3.61,0.54,6.95,742195,48659,33710,1604,784
VIP_023,9:35,-109,-11,4.82,0.43,3.75,5.4,297885,5.1,2.01,4.86,583101,33906,4870,4890,1962
VIP_024,9:35,-90,-7,1.38,0.23,8.77,13.5,757458,4.48,4.07,0.27,637816,25839,37712,3118,2063
VIP_025,9:35,-102,-13,1.42,2.56,4.98,2.9,177037,1.65,2.5,8.61,853540,47495,15152,3116,1054
VIP_026,9:35,-69,-16,0.82,3.69,2.05,14.1,275755,0.32,4.25,1.35,646752,12494,47107,4793,2595
VIP_027,9:35,-112,-16,3.61,2.05,2.29,15.8,288704,3.26,0.87,0.77,824284,37738,24889,336,287
VIP_028,9:35,-71,-8,1.47,2.07,1.75,14.1,342463,4.1,0.95,4.04,632885,45031,12418,1343,1527
VIP_029,9:35,-107,-8,1.78,3.23,10.4,14.3,454161,1.59,3.5,9.46,993308,29369,4316,1515,1073
VIP_030,9:35,-68,-12,2.69,1.66,7.55,0.7,588729,4.63,4.5,6.08,323756,39709,1512,596,706
VIP_031,9:35,-84,-13,4.77,2.21,0.06,7.7,169100,3.38,3.83,1.86,771942,15461,19955,4910,1595
VIP_032,9:35,-101,-8,0.12,1.82,5.94,17.9,552607,4.59,4.88,3.04,712493,11928,32790,493,159
VIP_033,9:35,-79,-12,2.09,2.5,5.95,1.5,506725,5.35,4.35,10.45,560578,38176,4670,4842,2062
VIP_034,9:35,-88,-10,1.78,4.9,10.74,4.5,163671,0.86,2.62,8.22,264655,37765,2272,2264,2177
VIP_035,9:35,-75,-8,4.89,2.82,5.81,19.1,512614,1.64,0.46,0.75,795504,42469,23275,1840,2240
VIP_036,9:35,-108,-13,5.42,3.48,10.36,10.9,217537,0.39,3.18,5.05,619901,47689,29451,4444,617
VIP_037,9:35,-75,-9,2.92,2.29,4.02,7.6,645548,3.34,1.21,1.96,841228,38230,18890,2482,1836
VIP_038,9:35,-82,-10,2.45,0.2,3.43,10.3,753811,5.1,2.69,11.17,100214,34849,18503,2469,1123
VIP_039,9:35,-79,-11,1.78,2.54,10.3,4.5,845779,1.06,4.16,2.43,543413,36234,43822,908,2572
VIP_040,9:35,-93,-6,4.02,3.81,4.33,9.8,204386,2.72,0.64,10.92,579981,29522,18981,2757,852
VIP_041,9:35,-75,-7,2.58,0.43,0.57,12.5,466499,0.25,1.19,3.37,414121,36114,32610,3747,2681
VIP_042,9:35,-101,-8,4.69,3.84,4.52,15,800185,3.95,3.47,0.53,116458,38546,13749,1740,169
VIP_043,9:35,-92,-14,4.04,0.97,0.47,4.5,850219,2.36,1.72,8.89,710698,8438,9505,3397,2210
VIP_044,9:35,-69,-9,4.4,2.17,1.94,13.1,574329,3.31,2.35,5.19,466441,41888,42425,3324,1182
VIP_045,9:35,-103,-8,2.91,0.11,11.03,15.9,806201,1.99,5.01,11.98,656911,12724,18306,1777,4
VIP_046,9:35,-94,-16,2.89,4.19,10.98,9,758999,2.95,3.25,7.35,462958,16459,29632,3912,2599
VIP_047,9:35,-106,-16,3.12,2.21,9.57,6.3,922705,0.22,3.88,11.9,535750,33375,18157,3189,2614
VIP_048,9:35,-71,-12,4.98,1.66,0.15,8.1,420444,5.43,3.42,1.77,901693,10074,43271,888,1801
VIP_049,9:35,-66,-8,2.5,2.93,1.22,15.6,190596,3.37,4.39,0.87,370330,28700,34135,408,2643
VIP_050,9:35,-65,-10,3.42,2.52,2.59,5.3,712518,1.86,5.25,6.08,861224,18990,15111,4884,2013
VIP_051,9:35,-92,-6,4.64,1.83,5.11,18.1,663943,2.02,1.42,11.38,140800,44425,16630,14,1629
VIP_052,9:35,-78,-13,1.13,0.74,0.61,8.3,780162,2.45,4.83,4.01,837977,6785,6246,2704,2869
VIP_053,9:35,-67,-16,0.7,0.98,7.99,15.1,425552,4.95,2.9,5,244428,43497,47223,3636,1327
VIP_054,9:35,-74,-8,1.28,0.9,11.95,7.1,804042,4.21,1.17,7.24,695483,16709,45934,778,53
VIP_055,9:35,-99,-14,1.96,4.99,9.37,15.7,508291,3.63,0.89,11.84,944637,26269,31654,2019,1115
VIP_056,9:35,-116,-16,2.51,0.16,11.74,5.5,133000,4.51,0.83,8.27,145174,19028,41985,17,1151
VIP_057,9:35,-119,-14,0.83,2.38,9.67,9.9,898119,4.29,2.61,6.87,168782,5731,15774,4402,2753
VIP_058,9:35,-74,-8,5.04,5.29,4.68,19.3,341494,2.6,0.35,10.29,864035,3074,22414,1396,1463
VIP_059,9:35,-61,-11,0.69,4.08,6.55,10.3,369082,1.51,0.11,2.55,118943,2558,29310,2904,643
VIP_060,9:35,-79,-7,1.7,1.15,10.71,12.7,801442,3.14,3.28,8.88,349479,44771,47986,1058,1919
VIP_061,9:35,-96,-12,0.99,5.09,5.01,1.2,256176,0.64,5.5,5.09,295535,32387,21876,4229,2344
VIP_062,9:35,-69,-15,0.68,5.12,10.47,3.9,996808,1.57,5.16,1.23,377669,41577,15737,4370,1116
VIP_063,9:35,-111,-16,4.85,3.98,0.91,19.2,618850,0.06,1.11,8.6,234983,43035,3786,247,137
VIP_064,9:35,-61,-11,4.91,3.72,8.12,19.2,615881,0.33,3.88,7.66,514287,41891,7759,4341,1222
VIP_065,9:35,-81,-13,3.1,5.48,7.55,4.1,154294,3.39,1.37,1.96,344693,46782,34448,4499,1497
VIP_066,9:35,-70,-7,1.96,3.9,1.04,11.8,973341,3.57,1.34,6.24,801446,25183,34450,4395,400
VIP_067,9:35,-62,-13,2.92,2.72,10.31,12.5,630955,0.44,4.89,1.46,851390,3328,48139,4690,2942
VIP_068,9:35,-101,-11,4.17,4.05,0.75,10,685169,4.16,3.62,3.61,508570,24100,35768,329,865
VIP_069,9:35,-74,-11,4.55,0.85,0.6,5.1,914512,0.8,1.23,2.55,199675,6833,15584,81,33
VIP_070,9:35,-90,-14,4.5,0.48,9.78,10.3,926116,5,1.2,10.22,243261,15118,45241,3122,2268
VIP_071,9:35,-105,-10,2.72,2.1,6.35,14.5,965622,2.98,3.22,0.07,721076,33428,47446,1201,2895
VIP_072,9:35,-60,-12,4.74,2.03,3.13,6.9,924081,1.01,1.86,7.99,560768,44231,49271,588,993
VIP_073,9:35,-88,-13,1.06,4.31,7.26,3.2,509802,3.41,0.68,5.93,231776,15352,45224,2699,1293
VIP_074,9:35,-79,-12,2.69,3.79,2.31,5.1,798795,4.6,0.23,0.54,988746,27880,36954,1848,1908
VIP_075,9:35,-101,-11,4.12,0.28,2.39,17.7,672617,5.11,0.37,10.98,697692,27393,22369,1569,2685
VIP_076,9:35,-89,-11,2.22,3.26,0.65,8.4,105147,3.55,1.37,1.66,467789,1325,40658,3187,937
VIP_077,9:35,-69,-9,4.26,0.58,9.29,17.5,517936,1.63,1.93,3.86,776591,39640,35163,3722,172
VIP_078,9:35,-106,-7,1.27,1.73,2.26,19.1,839922,4.06,3.22,2.44,346655,22745,37670,2642,603
VIP_079,9:35,-93,-14,3.5,1.96,11.28,13.7,793537,2.45,2.35,8.38,707801,25640,14571,1659,2464
VIP_080,9:35,-60,-15,0.96,1.82,1.48,4.2,566655,3.18,2.97,10.57,628148,2756,46258,2705,1967
VIP_081,9:35,-65,-9,1.18,5.11,11.99,10.2,610367,1.63,3.48,1.12,211545,21135,29728,3876,2465
VIP_082,9:35,-97,-10,2.96,5.46,11.78,18,691769,2.05,2.59,5.88,783644,41629,30640,3489,2131
VIP_083,9:35,-111,-13,2.98,1.76,10.37,7.7,961670,4.85,0.43,11.58,264690,45057,18601,1882,1741
VIP_084,9:35,-90,-11,4.35,0.42,10.59,14.6,626299,2.98,0.3,6.82,340335,36290,46405,1822,1001
VIP_085,9:35,-82,-6,4.73,1.67,8.25,5.4,234549,3.25,2.27,8.13,670597,33216,23998,2253,2205
VIP_086,9:35,-100,-13,5.32,4.64,6.45,10,491278,1.43,1.48,5.04,338950,22920,14871,2533,1440
VIP_087,9:35,-97,-6,3.12,2.97,10.37,13.8,829678,1.7,1.82,4.01,935203,19383,43188,432,2377
VIP_088,9:35,-78,-15,1.95,4.48,8.21,2.1,470829,2.37,3.02,2.37,827359,40127,35925,2300,1700
VIP_089,9:35,-83,-16,1.1,4.17,4.25,10.1,175305,5.23,4.18,5.69,358229,25046,24337,793,141
VIP_090,9:35,-82,-6,1.87,1.61,1.07,4.9,626764,0.35,2.18,0.11,999196,19749,26856,3637,669
VIP_091,9:35,-86,-13,4.82,4.43,6.05,7.1,597954,4.57,4.49,11.96,759205,26718,43981,2383,2960
VIP_092,9:35,-108,-8,3.87,1.64,11.24,8.1,399388,4.16,3.45,7.48,191640,15446,30013,2491,2429
VIP_093,9:35,-90,-12,5.42,4.34,1.65,7.1,371129,2.82,4.27,4.04,712855,39725,33702,4444,1862
VIP_094,9:35,-79,-14,3.08,4.73,6.73,17.8,368235,1.61,4.21,1.37,629124,29818,36071,341,1050
VIP_095,9:35,-62,-8,3.43,0.7,5.47,18.7,480570,4.13,1.58,7.35,733835,28477,43619,1302,1599
VIP_096,9:35,-96,-6,3.71,4.9,10.62,4.4,733745,4.35,4.44,1.67,914366,31766,34276,3694,865
VIP_097,9:35,-79,-14,2.83,5.5,8.98,8.4,680519,4.59,2.79,1.17,224199,41984,44557,4309,792
VIP_098,9:35,-85,-11,3.32,1.12,1.63,13.7,614541,4.21,3.98,0.15,401375,41492,5008,3091,2338
VIP_099,9:35,-110,-12,0.21,4.05,2.8,9.8,996258,3.78,1.5,6.51,432892,31754,41200,1270,2646
VIP_100,9:35,-103,-7,4.25,0.71,0.44,12.3,632801,5.06,1.77,9.91,252153,43076,37954,369,2078
VIP_101,9:35,-92,-6,2.82,4.99,2.17,7.1,614834,0.63,3.72,7.75,321073,48477,34946,818,69
VIP_102,9:35,-84,-11,4.95,1.05,5.64,13,341945,4.79,5.12,6.62,186724,9984,16699,4913,2909
VIP_103,9:35,-90,-8,0.68,0.82,2.88,6.3,247862,4.2,3.6,1.58,477753,5518,22390,2898,516
VIP_104,9:35,-99,-12,0.77,0.58,9.01,9.2,995143,5.38,5.04,4.35,437377,41269,6059,4604,75
VIP_105,9:35,-118,-6,1.26,4.89,1.81,3,422041,3.43,2.02,6.17,707556,2984,22660,3685,1472
VIP_106,9:35,-70,-12,5.07,4.55,11.21,9.3,321921,3.23,5.34,10.76,449091,13632,21464,2269,613
VIP_107,9:35,-112,-12,4.71,3.96,2.93,8.1,832480,0.21,1.01,1.01,836887,48763,27141,3256,2218
VIP_108,9:35,-83,-10,4.4,0.18,9.53,7.6,315766,1.45,0.79,9.6,915856,48353,26440,2083,2905
VIP_109,9:35,-79,-6,0.31,0.86,9.66,14.8,333368,4.04,1.75,2.49,121171,12300,21306,1578,2126
VIP_110,9:35,-68,-9,4.3,3.58,10.19,11.3,185138,4.11,2.24,3.19,898460,5424,22291,2618,1484
VIP_111,9:35,-97,-9,2.63,1.07,9.85,1.9,780061,0.6,1.61,5.17,864159,14825,11128,2696,2777
VIP_112,9:35,-89,-8,2.43,0.66,1.37,10.5,610410,3.83,1.59,5.95,237881,44202,10077,4694,1857
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,9:40,-94,-7,2.76,3.71,10.4,12.5,543300,1.82,4.27,2.88,502671,20136,2020,225,1131
VIP_002,9:40,-109,-13,3.96,3.71,0.54,10.6,168972,3.66,2.69,2.18,896231,46314,30155,3320,1695
VIP_003,9:40,-72,-15,3.22,4.62,5.25,11.7,405132,1.6,0.55,8.97,520255,6185,15388,556,561
VIP_004,9:40,-114,-7,5.42,1.76,2.59,18.8,667776,0.89,4.67,5.35,560937,14652,16126,1960,2914
VIP_005,9:40,-104,-12,2.57,3.92,5.74,17.3,627273,4.62,5.25,10.56,671162,36967,19169,3623,1085
VIP_006,9:40,-98,-11,5.06,1.21,4.3,4.7,805830,4.88,0.14,8.83,582231,42121,2176,703,2750
VIP_007,9:40,-75,-15,3.08,3.07,10.74,16.5,690432,2.49,4.32,7.94,659256,31095,14532,1075,454
VIP_008,9:40,-75,-15,4.7,1.98,8.63,12.4,760889,0.72,4.42,9.95,874588,46107,13483,478,1744
