,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
VIP_074,18:00,-107,-7,2.83,0.47,6.61,1.2,873721,2.36,3.01,2.17,702013,28559,14890,730,2316
VIP_075,18:00,-97,-7,5.19,3.35,8.95,17.7,188511,1.25,3.07,11.3,149006,32798,2736,285,2979
VIP_076,18:00,-70,-12,4.93,0.33,11.82,11.6,440842,2.38,2.04,11.22,667256,49750,30050,2926,1112
VIP_077,18:00,-111,-6,4.43,2.56,6.02,16.7,417212,2.37,2.41,7.11,211907,42140,24107,139,232
VIP_078,18:00,-60,-7,5.09,2.82,3.34,12.9,325571,5.29,4.55,10.4,149518,48881,37041,4532,2454
VIP_079,18:00,-72,-11,0.36,4.6,1.97,16.4,966414,3.35,0.85,10.85,332635,7413,18660,1889,2879
VIP_080,18:00,-64,-13,2.97,1.21,0.36,16.1,869960,3.99,1.19,4.28,624237,20536,19687,942,1059
VIP_081,18:00,-63,-6,4.25,1.5,10.42,16.2,433532,5.12,0.07,3.5,460031,35673,14684,3930,655
VIP_082,18:00,-97,-11,3.3,3.76,9.67,14.1,986290,5.42,0.05,1.27,176817,17685,37494,1586,2150
VIP_083,18:00,-67,-7,0.72,5.3,6.37,19.6,809042,2.96,0.94,9.42,825729,11661,21626,4845,597
VIP_084,18:00,-106,-12,3.19,3.06,4.25,12.6,166261,0.63,5.25,11.91,120545,3416,43498,511,1467
VIP_085,18:00,-63,-7,3.4,1.3,1.5,16.2,876629,4.46,0.82,3.11,250097,21442,49313,1035,1290
VIP_086,18:00,-70,-16,5.46,1.93,6.03,16.4,992617,0.05,0.96,2.55,756299,19612,38502,3147,1345
VIP_087,18:00,-105,-10,2.54,5.06,1.27,3.5,170360,2.65,1.29,10.99,438359,1874,15979,3171,2291
VIP_088,18:00,-64,-13,5.17,0.44,1.39,7.8,499301,1.11,1.22,3.54,592942,38021,31693,4722,2293
VIP_089,18:00,-100,-15,1.03,4.76,2.62,12.2,117803,4.49,4.66,4.16,120298,29203,41939,3359,682
VIP_090,18:00,-83,-11,1.64,2.76,10.79,8.9,373952,5.33,2.04,2.19,136701,46399,48801,4153,2850
VIP_091,18:00,-95,-9,4.32,2.01,9.35,11.9,503841,4.92,1.61,2.5,521434,9688,45787,375,2913
VIP_092,18:00,-100,-8,1.5,1.06,11.14,3.6,412279,3.53,0.73,10.25,909919,16304,2063,3702,593
VIP_093,18:00,-90,-11,2.8,3.59,5.98,9.8,727085,3.38,0.25,3.59,136926,45947,23342,2032,999
VIP_094,18:00,-95,-14,1.11,0.92,6.59,1.7,813446,1.01,5.26,3.05,690053,26022,19284,503,2980
VIP_095,18:00,-77,-9,1.97,0.31,5.16,1.1,417298,1.12,2.48,2.65,900638,35577,2863,2390,2851
VIP_096,18:00,-87,-10,2.29,4.93,3.03,4.5,957471,3.57,4.65,4.82,355556,22433,9391,3362,322
VIP_097,18:00,-82,-13,0.98,5.06,10.6,14.6,989470,5.09,1.15,10.94,897283,1947,17915,2169,1265
VIP_098,18:00,-65,-12,4.45,4.97,5.53,7.5,446055,4.68,4.13,7.07,300117,45607,34360,3896,781
VIP_099,18:00,-91,-11,3.13,4.91,4.47,19.9,803384,2.93,5.22,5.48,192253,27018,43639,1054,2340
VIP_100,18:00,-99,-13,4.75,4.93,6.89,13.5,921504,2.7,0.62,7.17,807479,6686,14756,1951,1705
VIP_101,18:00,-117,-14,4.35,1.96,6.43,17.9,297599,3.28,1.56,6.66,214272,48224,30202,4809,2605
VIP_102,18:00,-102,-12,3.23,4.21,0.06,18.3,583802,0.58,3.68,10.94,864227,21279,16659,2048,1757
VIP_103,18:00,-102,-9,3.86,2,10.45,12,130568,4.98,2.88,9.93,968449,33782,12387,4194,1112
VIP_104,18:00,-76,-15,0.59,0.23,2.01,6.5,209142,4.11,2.53,2.53,135518,34409,32861,2502,1793
VIP_105,18:00,-110,-16,1.06,4.6,3.18,6.4,368735,5.22,1.08,11.73,991232,34626,10076,2955,265
VIP_106,18:00,-81,-6,2.41,0.24,9.19,10.6,345903,4.92,3.78,0.99,962682,42178,1747,2240,406
VIP_107,18:00,-86,-7,1.55,1.29,4.01,6.2,953316,1.39,4.77,5.23,552240,3198,49752,1695,2790
VIP_108,18:00,-79,-13,3.6,3.71,9.68,17.7,935802,4.93,0.15,6.35,726344,28765,34105,1823,361
VIP_109,18:00,-116,-8,5.48,1.3,9.1,19,956167,1.68,3.51,6.1,234278,26758,21803,3157,1695
VIP_110,18:00,-78,-7,5.34,4.05,0.52,0.9,513133,2.54,3.18,1.37,845135,4573,22187,4418,2884
VIP_111,18:00,-103,-13,1.38,2.93,4.24,2.9,125181,3.78,2.75,2.18,109100,25804,37225,2731,619
VIP_112,18:00,-115,-16,5.32,2.99,0.08,14.9,517261,2.19,0.26,4.52,788305,31042,32507,4146,251
,,,,,,,,,,,,,,,,
VIP_001,19:00,-92,-6,1.46,4.76,4.25,0.8,505803,4.43,4.62,5.67,290903,15762,20698,2490,807
VIP_002,19:00,-99,-12,5.19,4.78,10.46,18.2,489491,2.33,1.44,8.61,907158,43046,10384,4868,305
VIP_003,19:00,-102,-11,3.33,1.19,9.06,11,606319,2.03,1.62,8.95,900315,23945,2916,3060,1427
VIP_004,19:00,-99,-10,1.53,0.47,3.78,4.3,966310,0.61,1.03,5.91,256701,36738,34453,4917,393
VIP_005,19:00,-103,-16,0.52,4.41,9.23,11.3,148422,0.34,5.32,5.87,916667,10381,35479,3404,559
VIP_006,19:00,-102,-6,4.1,3.03,4.1,6.2,290346,3.53,2.76,4.15,199332,40426,45282,2840,714
VIP_007,19:00,-114,-6,1.45,1.43,9.45,16.2,588828,0.65,2.75,10.11,499298,24838,23721,3511,1767
VIP_008,19:00,-82,-13,0.3,5.48,2.9,10.2,113357,0.17,1.57,0.64,497765,14874,18784,2297,2356
VIP_009,19:00,-113,-15,4.85,0.64,5.95,13.2,401002,3.81,1.43,11.97,446813,12299,20646,4144,2845
VIP_010,19:00,-70,-16,1.6,3.73,11.9,9.3,553091,1.78,5.16,2.31,379972,39899,40668,460,2619
VIP_011,19:00,-89,-15,2.6,4.92,0.24,11.6,616820,0.09,4.81,7.09,361479,23919,7431,96,1474
VIP_012,19:00,-118,-8,4.04,3.47,3.39,10.6,645692,1.16,2.62,6.36,134565,11988,3709,864,2974
VIP_013,19:00,-113,-9,4.87,2.91,7.88,6.2,475720,3.85,0.17,6.81,128426,18912,48260,2902,2940
VIP_014,19:00,-60,-13,2.51,1.21,1.8,3.4,766610,4.15,4.86,3.75,695959,1372,9097,4674,1747
VIP_015,19:00,-104,-13,3.62,1.7,2.32,18.2,463480,4.72,1.82,3.48,617294,33181,32565,4680,2587
VIP_016,19:00,-106,-10,0.55,4.02,10.95,5,370108,2.98,1.42,3.01,294716,16803,41381,3755,552
VIP_017,19:00,-60,-12,3.19,2.68,0.99,12.8,539048,4.2,3.33,0.76,185116,39799,12465,1107,2354
VIP_018,19:00,-65,-14,5.43,3.77,8.15,1.3,838658,5.5,0.33,0.96,356215,47817,45628,4557,902
VIP_019,19:00,-92,-16,0.59,4.85,1.44,7.8,104283,2.99,4.26,2.97,981151,5578,6690,4186,2864
VIP_020,19:00,-62,-13,1.02,3.68,8.44,10.3,562283,3.98,0.37,3.39,900721,30911,1195,1216,327
VIP_021,19:00,-100,-6,5.25,2.45,5.86,9.9,990084,3.13,1.31,8.83,241169,24030,30894,2304,2051
VIP_022,19:00,-97,-15,1.52,4.9,0.33,5.6,789114,2.08,0.4,4.56,746129,15172,1010,3582,1752
VIP_023,19:00,-108,-16,1.02,4.55,3.95,15.3,467543,0.8,2.95,9.15,561936,24943,14628,300,2774
VIP_024,19:00,-67,-13,0.3,0.27,10.36,4.1,348541,1.43,4.26,8.99,896470,9140,25097,2565,879
VIP_025,19:00,-120,-15,4.77,1.84,3.24,2,752430,2.96,1.87,10.86,164748,35276,2630,3907,1015
VIP_026,19:00,-70,-14,1.27,0.17,7.62,15.4,849615,3.19,3.8,4.09,864571,15067,11716,3721,73
VIP_027,19:00,-117,-13,2.77,2.64,7.2,15.7,970876,4.68,2.27,6.69,541631,46652,32593,1006,341
VIP_028,19:00,-81,-16,2.01,4.14,2.52,13.7,477426,2.78,0.2,9.45,297736,10760,32254,3948,20
VIP_029,19:00,-66,-13,0.11,3.51,0.28,16.6,984185,3.19,1.19,6.19,249293,15196,4656,1125,621
VIP_030,19:00,-72,-10,1.46,5.13,10.22,3.8,492420,5.48,5.35,11.93,183864,7743,35300,356,1171
VIP_031,19:00,-120,-13,4.04,1.33,8,17.9,527096,0.51,1.13,8.86,836524,17719,15270,2929,862
VIP_032,19:00,-90,-10,1,0.99,4.45,8.5,707238,1.35,3.3,5.47,797731,5171,13763,3722,966
VIP_033,19:00,-78,-9,3.03,4.32,10.76,4.8,906184,5.36,1.43,4.49,318996,2850,22520,2627,2424
VIP_034,19:00,-70,-13,4.98,1.9,9.28,3.1,918689,2.32,4.65,7.93,368478,24290,28290,1950,813
VIP_035,19:00,-86,-11,4.11,3.67,8.29,9.4,623291,2.41,4.92,4.48,508420,34088,2079,2998,2553
VIP_036,19:00,-109,-11,2.56,2.92,3.32,6,822183,1.53,5.15,1.28,164899,10465,39991,3908,2381
VIP_037,19:00,-106,-13,2.56,2.72,8.45,19.2,108346,3.02,5.33,9.48,856888,36146,28560,1454,1300
VIP_038,19:00,-72,-9,4.58,3.27,6.21,19.3,846996,3.94,1.07,11.53,407626,35072,19914,2108,1116
VIP_039,19:00,-113,-6,4.08,4,3.66,7.9,744982,2.75,2.81,10.02,206459,19780,48214,2861,885
VIP_040,19:00,-74,-7,4.07,1.68,1.89,11.4,377130,3.51,5.27,0.11,438621,47702,25862,1973,1898
VIP_041,19:00,-119,-7,3.35,3.74,6.42,8.6,837312,4.35,2.17,7.98,235622,36352,34000,3721,2629
VIP_042,19:00,-95,-15,5.01,3.9,7.32,15.1,256213,2.08,3.17,10.25,886900,34960,9719,3631,2172
VIP_043,19:00,-101,-9,4.49,2.53,10.76,12.6,705111,3.77,4.19,11.48,488355,10398,46844,210,1159
VIP_044,19:00,-98,-11,3.11,4.6,3.97,8.5,284739,2.77,2.48,4.17,901864,29245,5026,2274,2424
VIP_045,19:00,-107,-11,3.19,3.93,5.05,11.7,834545,3.28,0.25,9.77,377668,44144,11224,81,17
VIP_046,19:00,-96,-8,4.93,1.9,6.86,17.8,347837,3.87,4.79,8.86,855636,10510,36404,1560,1085
VIP_047,19:00,-70,-9,5.27,0.8,6.8,9.7,157864,0.62,0.86,2.62,279593,4350,49607,2608,522
VIP_048,19:00,-103,-13,4.01,5.48,5.04,10.5,997279,4.37,1.93,5.79,612868,35191,39421,3635,379
VIP_049,19:00,-108,-16,0.66,2.72,2.57,0.6,510360,3.38,3.29,9.38,404796,16133,38857,1907,405
VIP_050,19:00,-109,-13,1.52,0.53,6.28,9.2,987247,3.88,2.52,6.27,901791,7879,12633,293,1713
VIP_051,19:00,-83,-13,0.84,0.76,10.66,15.4,348611,5.27,0.15,9.48,779314,34792,43910,2758,137
VIP_052,19:00,-108,-10,4.63,0.09,9.4,19.6,619879,0.51,4.41,5.16,710542,21405,49804,1236,1804
VIP_053,19:00,-65,-15,5.43,2.12,11.78,8.1,812920,5.29,0.12,0.7,726847,34619,20672,2489,1505
VIP_054,19:00,-117,-15,0.94,3.3,2.82,18.3,420200,2.35,1.49,1.74,423432,48888,41940,4103,2116
VIP_055,19:00,-71,-12,5.14,4.7,1.39,14.6,766586,3.99,2.06,5.61,973389,22369,20730,655,1315
VIP_056,19:00,-84,-14,4.03,3.56,5.93,5.3,184125,2.68,4.86,4.95,598679,3945,31809,1618,2537
VIP_057,19:00,-99,-12,3.62,1.94,8.22,11.9,216082,3.33,3.09,10.48,603147,27331,3281,1625,2714
VIP_058,19:00,-104,-11,4.16,4.05,1.46,11.6,354651,1.22,1.29,9.7,647891,1330,16985,1687,2624
VIP_059,19:00,-104,-10,3.83,3.75,4.6,5.7,234031,2.45,3.9,8.83,294760,36859,36584,4928,1942
VIP_060,19:00,-113,-16,2.02,4.16,9.62,7.6,601996,4.21,2.63,2.47,366878,49952,1934,4151,199
VIP_061,19:00,-61,-10,2.39,4.32,0.41,2.3,668949,3.41,0.09,4.17,820672,33112,29145,3342,2005
VIP_062,19:00,-79,-10,0.52,4.8,0.8,3.8,319549,1.12,3.21,8.04,374031,26078,31628,3989,1634
VIP_063,19:00,-95,-14,3.07,1.85,2.16,18.7,665109,4.36,4.59,5.83,957335,20886,22190,867,186
VIP_064,19:00,-78,-6,4.05,0.78,0.28,12.5,285651,4.58,3.61,11.42,961957,38272,42661,4980,2051
VIP_065,19:00,-106,-8,5.36,4.72,0.16,5.5,976560,0.71,1.32,9.05,132404,43116,1486,756,2668
VIP_066,19:00,-65,-14,0.97,3.86,1.67,15.2,143289,2.74,2.37,7.61,928967,45602,26730,272,218
VIP_067,19:00,-70,-13,0.11,1.51,2.73,10.6,203573,3.18,3.75,0.61,344604,32204,9694,152,2628
VIP_068,19:00,-99,-13,4.99,2.85,9.96,0.5,989594,2.18,4.24,1.93,764954,19396,2041,831,2457
VIP_069,19:00,-120,-13,2.9,2.03,5.43,17.1,706540,0.7,1.17,7.08,798284,43232,17563,4252,1090
VIP_070,19:00,-81,-14,0.55,1.2,8.46,3,717029,0.2,0.74,0.18,652828,47043,8016,2538,1208
VIP_071,19:00,-103,-7,1.94,1.85,6.46,6.8,915795,5.09,0.41,6.81,467331,23870,15301,3908,2894
VIP_072,19:00,-80,-14,1.24,2.09,9.1,3,376821,1.42,4.75,3.37,546610,22061,14422,313,651
VIP_073,19:00,-98,-14,4.55,4.96,7.92,0.9,205900,0.22,2.42,5.32,981298,9711,18114,4181,324
VIP_074,19:00,-72,-11,2.37,1.4,4.48,2.8,929998,3.19,3.28,4.45,882795,45380,11814,1152,543
VIP_075,19:00,-109,-15,0.94,2.23,0.7,5.8,145624,4.3,1.03,2.44,256828,19660,33731,4879,1661
VIP_076,19:00,-94,-14,1.99,2.55,4.44,11.8,320072,3.37,1.44,7.8,193980,8803,25412,2944,741
VIP_077,19:00,-81,-13,3.64,0.86,1.55,17.3,249331,4.66,5.44,11.67,172432,16288,14312,3335,21
VIP_078,19:00,-106,-11,3.92,5.06,10.89,18.4,311464,3.91,3.33,8.07,215807,10362,8833,3425,1326
VIP_079,19:00,-80,-13,2.27,3.52,3.68,14.7,706578,2.98,0.51,3.51,386030,45812,38315,4636,2005
VIP_080,19:00,-72,-7,3.33,5.27,2.05,12.3,880313,0.52,5.47,8.78,506314,35401,13767,346,168
VIP_081,19:00,-120,-15,2.2,3.66,6.63,0.9,184298,4.51,3.99,11.77,792187,42443,37282,3156,2415
VIP_082,19:00,-89,-13,3.99,3.5,6.09,11.6,235889,3.82,4.12,3.14,921648,25427,9169,4779,970
VIP_083,19:00,-62,-6,5.44,1.37,3.06,1.1,104898,5.13,4.78,2.07,713895,2403,34286,820,1521
VIP_084,19:00,-99,-12,5.38,3.39,2.18,12.1,804676,4.87,5,0.72,766174,22280,42754,3980,1253
VIP_085,19:00,-89,-13,3.92,4.92,10.9,2.6,331393,1.38,3.05,7.33,296722,33877,34288,3542,2190
VIP_086,19:00,-104,-10,2.06,1.25,4.31,13.3,781965,0.73,0.34,4.54,545672,39535,13553,4527,858
VIP_087,19:00,-73,-16,0.8,0.79,10.53,6.9,838391,4.95,5.22,9.08,952495,2265,24719,2397,694
VIP_088,19:00,-85,-14,0.85,2.47,11.91,18.3,971722,3.67,3.21,0.31,168577,28407,45203,4043,571
VIP_089,19:00,-91,-13,0.85,3.78,11.38,16,286915,3.43,2.44,7.15,465927,30090,3268,1576,657
VIP_090,19:00,-61,-6,3.64,0.59,0.7,1.6,324614,3.21,1,11.72,676698,23090,46691,2147,2855
VIP_091,19:00,-111,-12,4.35,3.88,5.83,19.6,944742,4.07,4.98,8.55,104890,42779,7829,2524,2259
VIP_092,19:00,-110,-12,3.04,3.71,1.91,6.2,570251,0.71,2,9.07,544306,35309,15740,1715,1236
VIP_093,19:00,-97,-15,1.46,0.94,8.03,7.7,712112,0.42,4.98,7.85,775130,40130,36520,1354,2809
VIP_094,19:00,-119,-15,0.72,2.25,4.47,7.3,672645,1.63,3.73,11.14,567900,24762,20258,4715,349
VIP_095,19:00,-75,-7,0.15,3.08,9.52,3.7,673973,4.26,3.63,0.86,716441,28707,38038,4591,710
VIP_096,19:00,-77,-6,4.8,4.55,7.09,14.4,647559,0.12,3.61,6.64,812821,10004,17724,348,2574
VIP_097,19:00,-78,-6,4.93,5.38,3.15,0.9,160731,2.57,2.81,5.16,582964,29989,16969,3134,2894
VIP_098,19:00,-110,-15,4.9,2.23,0.84,16.5,215358,0.94,2.71,0.84,322191,17793,6583,753,2950
VIP_099,19:00,-91,-6,0.27,4.11,5.38,9.7,152917,4.68,4.9,9.75,882288,14639,42975,3942,219
VIP_100,19:00,-72,-13,2.34,0.84,2.32,11.5,284907,3.56,1.06,5.73,528848,7613,21328,4396,1479
VIP_101,19:00,-88,-12,0.53,3.14,5.91,3.3,343251,1.68,1.29,9.46,716221,49495,44770,726,2816
VIP_102,19:00,-103,-9,1.36,2.02,8.4,7.3,565193,4.75,0.85,3.6,338130,26522,38972,1324,1537
VIP_103,19:00,-79,-10,1.71,2.13,7.54,4.7,977803,1.28,2.64,6.53,125133,23982,1665,1954,2026
VIP_104,19:00,-73,-13,5.25,4.16,6.66,10.8,903408,0.95,4.99,6.71,646624,16337,9404,4476,596
VIP_105,19:00,-63,-15,3.83,2.28,7.26,14,887833,3.56,4.49,6.43,948541,2547,22677,871,2775
VIP_106,19:00,-104,-10,3.9,2.93,4.3,14.3,833965,4.86,1.92,10.6,629155,1130,34056,2587,2068
VIP_107,19:00,-68,-7,2.94,3.35,2.56,2.8,779089,3.2,2.08,2.49,558253,13527,31938,2224,777
VIP_108,19:00,-94,-12,0.98,1.55,0.2,5,483825,3.71,4.01,5.13,592769,30955,18336,2175,391
VIP_109,19:00,-63,-16,2.27,1.49,0.94,16.7,777656,1.28,2.07,1.68,615685,22214,39583,458,2310
VIP_110,19:00,-79,-14,2.49,5.06,7.95,15.7,431803,1.4,1.92,7.59,802260,26186,31108,335,430
VIP_111,19:00,-65,-6,0.84,1.02,1.5,19.2,213891,3.49,5.1,9,956873,22891,46210,4151,2923
VIP_112,19:00,-80,-11,2.5,4.61,1.55,6.2,701721,2.93,3.64,4.06,705580,30749,14711,3581,2485
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
VIP_001,20:00,-117,-10,0.79,1.44,8.3,18.7,491062,1.6,5.41,3.44,989167,12596,46855,598,1692
VIP_002,20:00,-115,-16,0.14,3.47,7.94,19.7,153412,5.47,0.89,8.12,272140,29513,41690,4022,124
VIP_003,20:00,-81,-16,3.58,1.95,5.31,11.2,858563,1.61,0.32,2.98,263461,18862,18961,357,1137
VIP_004,20:00,-103,-11,2.98,0.19,4.44,5.6,544063,0.77,5,8.39,394411,40606,24224,1551,1384
VIP_005,20:00,-119,-7,5.5,0.46,1.24,11.2,344145,0.12,4.43,0.11,189566,25160,6121,2362,1982
VIP_006,20:00,-82,-13,3.66,2.52,10.5,8.1,341536,4.76,5.14,1.41,684008,31590,26992,4858,1771
VIP_007,20:00,-71,-10,2.89,0.82,6.58,4.2,333001,0.82,1.88,2.88,283001,49405,41176,1335,2051
VIP_008,20:00,-103,-12,1.64,5.3,10.35,4.5,831554,1.02,4.25,0.92,767659,38660,8448,3923,1828
VIP_009,20:00,-120,-14,2.04,1.68,1.36,5.9,791856,4.52,0.26,0.16,788776,26353,32355,4625,448
VIP_010,20:00,-100,-13,1.3,3.5,4.64,2.3,904546,4.06,0.11,10.07,513621,40558,10402,3861,895
VIP_011,20:00,-117,-9,5.37,2.61,4.77,1.3,809776,4.9,3.61,7.72,116350,15979,40686,4093,365
VIP_012,20:00,-67,-10,4.8,0.97,2.69,13.4,500220,3.06,1.63,11.66,750537,2927,28235,1662,1875
VIP_013,20:00,-63,-10,3.27,3.26,7.4,5.6,195516,2.19,3.01,0.06,653271,6799,8648,4639,1730
VIP_014,20:00,-66,-7,3.66,4.18,1.85,5.8,924367,3.81,1.74,6.85,225385,22563,39164,2173,2266
VIP_015,20:00,-81,-13,2.56,1.06,6.47,18.1,244231,0.5,4.99,11.58,472212,6613,29106,2257,2320
VIP_016,20:00,-64,-7,3.23,4.58,0.64,0.8,663010,1.21,1.03,9.94,931597,34548,30774,1637,314
VIP_017,20:00,-86,-14,2.33,0.22,7.81,14.8,721722,3.01,2,8.08,567110,40999,38407,1465,2315
VIP_018,20:00,-75,-9,2.24,0.6,0.32,8.4,657757,1.15,1.02,8.37,816087,32463,49408,422,2451
VIP_019,20:00,-60,-8,5.37,3.81,9.36,12.2,117247,2.31,2.19,1.2,370124,19885,26818,1613,1445
VIP_020,20:00,-71,-13,1.26,0.56,1.07,9.8,102204,4.35,4,4.66,697443,17995,42847,3748,2909
VIP_021,20:00,-96,-15,1.44,1.8,8.28,19.4,477357,1.49,2.16,2.45,293990,13728,11374,996,909
VIP_022,20:00,-103,-11,0.79,0.16,11.12,4.5,927294,2.28,2.75,4.77,270870,3616,32069,3077,876
VIP_023,20:00,-108,-10,1.5,3.28,6.87,15.6,153136,5.42,2.33,8.45,890209,11431,23731,23,2636
VIP_024,20:00,-82,-13,1.32,2.5,7.2,8.4,359935,2.39,0.4,1.48,440720,26016,19703,4253,1025
VIP_025,20:00,-78,-10,3.21,2.04,7.46,2.4,961389,3.26,0.21,10.34,122208,5457,20393,3867,1699
VIP_026,20:00,-115,-12,1.17,4.51,1.23,4.3,182652,2.31,3.53,8.36,329577,32657,11799,781,2534
VIP_027,20:00,-117,-11,2.45,3.04,0.24,5.8,517200,3.35,1.35,4.97,179896,3543,8651,1947,960
VIP_028,20:00,-108,-7,4.29,0.26,7.31,18.5,815560,0.64,4.36,3.29,465748,15741,7502,1339,284
VIP_029,20:00,-74,-9,1.52,2.29,4.08,6.4,353882,2.4,1.77,0.15,419481,32925,44210,2842,390
VIP_030,20:00,-117,-14,0.14,2.24,9.78,3.6,405828,3.93,4.14,1.95,326444,21888,12022,4831,2677
VIP_031,20:00,-67,-12,3.57,3.62,11.01,3.3,240339,4.74,4.38,4.94,156128,22883,35619,4838,9
VIP_032,20:00,-106,-10,1.58,3.22,11.42,4.1,764771,4.34,3.5,1.51,827340,21998,15366,2995,1832
VIP_033,20:00,-69,-12,1.05,1.07,9.51,19.2,390457,0.9,0.99,2.13,548592,44187,10472,981,1464
VIP_034,20:00,-72,-13,1.41,1.78,7.92,3.1,980933,4.5,5.42,7.24,129848,2526,37472,4847,1232
VIP_035,20:00,-63,-8,4.59,1.79,6.32,4.1,286790,2.86,0.61,6.15,237314,23501,10393,3873,148
VIP_036,20:00,-93,-14,0.13,3.48,5.24,5.1,617122,0.56,2.04,2.01,680494,17879,15719,458,2441
VIP_037,20:00,-74,-14,5.12,2.25,4.84,17.3,308559,5.37,5.26,3.81,875325,47836,34410,1691,2843
VIP_038,20:00,-120,-6,3.31,2.77,0.41,18.4,216482,1.31,0.74,0.09,165192,33850,30206,3933,2579
VIP_039,20:00,-68,-7,0.96,1.4,7.7,13.8,968837,2.61,0.15,4.92,245073,8952,8255,659,2339
VIP_040,20:00,-116,-12,0.24,4.43,2.51,19.5,112501,1.25,5.33,10.79,683218,7658,38297,2403,1439
VIP_041,20:00,-103,-12,5.48,1.61,2.03,19.9,334588,0.84,2.8,0.96,737806,29628,48959,427,835
VIP_042,20:00,-105,-14,2.52,1.03,11.24,4.7,132996,2.31,4.74,4.95,646925,18171,35104,1343,2919
VIP_043,20:00,-110,-6,2.74,2.27,4.92,6.8,768595,1.24,1.11,9.21,992675,14860,3198,4108,1208
VIP_044,20:00,-65,-15,3.41,3.31,2.34,16.8,114953,1.39,2.87,6.79,987918,33135,40399,3992,456
VIP_045,20:00,-87,-7,1.11,2,10.9,17.2,655342,4.3,5.07,5.77,729354,43806,33004,1895,1636
VIP_046,20:00,-116,-10,2.98,0.95,0.33,0.7,119609,0.82,2.13,7.83,926115,2858,16255,3675,1023
VIP_047,20:00,-117,-7,0.57,1.49,4.07,9.2,626496,4.29,3.18,11.69,692052,13720,24464,3367,2702
VIP_048,20:00,-67,-7,4.29,1.42,1.79,17.8,768504,2.17,2.15,6.22,207594,42242,44497,1567,2005
VIP_049,20:00,-75,-13,0.29,2.41,4.43,4.6,356137,4.04,4.18,1.38,359141,12687,34088,2784,1243
VIP_050,20:00,-80,-16,3.73,2.63,6.52,8.4,580044,0.05,3.51,3.16,314430,43227,34262,2448,368
VIP_051,20:00,-78,-9,4.03,0.3,4.59,17.8,612095,5.36,1.87,4.98,666445,26973,41210,3197,1946
VIP_052,20:00,-77,-14,3.35,3.11,11.6,3.3,851574,3.71,0.74,7.95,424899,12414,45066,1716,2610
VIP_053,20:00,-110,-15,4.72,5.19,6.32,11.4,410397,4.05,3.15,8.01,970414,5559,13071,3924,1054
VIP_054,20:00,-84,-14,1.94,3.92,5.01,9.7,867090,2.64,5.28,3.14,327443,31226,49830,3455,1821
VIP_055,20:00,-99,-8,5.11,4.36,6.55,2.5,160534,1.72,4.23,1.37,895845,34827,39716,1039,2118
VIP_056,20:00,-111,-10,4.19,3.87,11.02,8.2,659785,3.04,2.83,10.9,639530,3423,49214,1425,1367
VIP_057,20:00,-119,-8,4.84,3.35,7.04,4.9,842664,3.28,0.37,12,936298,12180,28718,1720,1209
VIP_058,20:00,-118,-12,2.18,2.9,0.68,8.2,593826,0.78,4.63,7.97,720565,30330,46953,1153,1179
VIP_059,20:00,-117,-13,3.6,3.17,3.82,2.4,638689,1.26,3.97,2.3,264749,26838,10935,462,2762
VIP_060,20:00,-99,-13,4.4,0.88,2.46,7.2,300718,5.27,2.39,11.94,732451,34049,48095,837,1121
VIP_061,20:00,-108,-14,2.24,0.49,9.58,4.5,871356,3.12,5.43,6.85,650865,25609,21556,2359,212
VIP_062,20:00,-112,-16,5.25,2.54,1.2,9.4,685747,3.39,5.27,0.43,413456,38829,38533,123,1692
VIP_063,20:00,-75,-13,0.61,0.16,2.83,5.1,181868,4.6,1.34,6.57,918045,14131,33133,803,2402
VIP_064,20:00,-60,-13,4.71,3.84,8.14,12.8,963034,3.71,3.61,7.34,781552,44219,29575,4932,1646
VIP_065,20:00,-78,-8,1.79,2.1,7.36,8.2,499726,3.71,4.99,11.58,374008,25946,14822,1142,2090
VIP_066,20:00,-77,-12,3.89,3.66,9.35,4,849956,0.32,4.57,11.39,637513,27250,42234,4356,260
VIP_067,20:00,-98,-11,1.68,3.78,5.01,8.4,404335,0.06,1.62,1.14,135154,14658,25879,254,514
VIP_068,20:00,-68,-7,4.4,0.95,11.58,7.9,488961,3.59,4.95,11.22,141358,37236,20591,1589,111
VIP_069,20:00,-68,-16,2.02,0.07,4.49,8.2,710626,2.49,4.18,10.16,771212,3732,46881,3834,1936
VIP_070,20:00,-101,-14,1.14,0.6,2.38,17.8,542813,2.97,1.91,11.97,714950,31353,9263,463,1395
VIP_071,20:00,-102,-13,4.64,0.38,0.31,2.9,838482,3.98,0.59,3.86,957539,30499,9678,944,822
VIP_072,20:00,-104,-9,4.78,4.33,9.46,5.2,456165,4.01,4.29,3.9,419474,5009,6936,292,421
VIP_073,20:00,-64,-13,3.71,5.45,1.56,13,677621,3.5,0.68,11.15,402438,1161,5485,926,1726
VIP_074,20:00,-85,-6,3.52,5.34,8.74,5.8,824248,4.83,1.6,3.48,974921,1931,35734,1053,1931
VIP_075,20:00,-72,-10,4.97,2.37,11.13,19.2,222402,2.23,2.67,0.63,436135,13824,8156,3871,311
VIP_076,20:00,-70,-8,2.68,1.04,7.47,12.9,977599,4.72,0.96,5.07,112304,24952,14475,143,2923
