Time,Cell Name,eNodeB ID,eNodeB Name,TAC,Region,Subregion,Latitude,Longtitude,Overall CEI,Data CEI,VoLTE CEI,Streaming CEI,Gaming CEI,IM CEI,Data-RRC Setup SR (%),Data-Call Setup time (ms),Data-ERAB Setup SR (%),Data-Attech SR (%),Data-Bearer Create SR (%),Data-Retransmissions (%),Data-Throughput (Mbps),VoLTE-RRC Setup SR (%),VoLTE-Call Setup time (ms),VoLTE-Drop Call Rate (%),VoLTE-ERAB Setup SR (%),VoLTE-Registration SR (%),VoLTE-Registration Latency (ms),VoLTE-MOS,Streaming-Throughput (Mbps),Streaming-Latency (ms),Streaming-Retransmissions (%),Streaming-Buffering Time (msec),Streaming-The number of Rebuffering,Streaming-MOS,Streaming-Jitter,Streaming-Dropped Frame Rate (%),Streaming-Inter Packet delay (msec),Streaming-Packet Loss Rate,Gaming-Throughput (Mbps),Gaming-Latency (ms),Gaming-Retransmissions (%),Gaming-MOS,Gaming-Jitter,Gaming-Dropped Frame Rate (%),Gaming-Inter Packet delay (msec),Gaming-Packet Loss Rate (%),IM-Throughput (Mbps),IM-Latency (ms),IM-Retransmissions (%),IM-Dropped Frame Rate,IM-Inter Packet delay (msec),IM-Packet Loss Rate (%)
2045,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,72.18,69.24,67.34,71.34,61.04,61.35,82.19,1354.64,89.9,87.9,83.96,6.13,0.06,81.35,1507.28,10.44,89.58,89.23,1838.53,1,0.42,821.36,4.87,2565.42,17.87,1,321.83,10.23,471.32,10.65,0.37,643.86,7.93,2,374.95,10.16,493.28,7.93,0.24,1656.86,18.45,9.13,332.98,17.23
2045,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,67.87,71.57,78.36,60.24,65.76,74.58,88.57,1699.86,82.81,83.02,89.51,9.04,0.06,89.66,1525.6,19.1,86.76,85.28,802.25,1,0.47,633.26,15.05,2441.78,19.86,1,386.06,13.63,350.7,18.42,0.2,923.97,8.88,1,349.57,17.17,224.57,13.09,0.21,724.07,8.27,19.29,206.25,8.53
2045,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,77.07,76.67,63.54,61.21,61.41,76.24,84.66,1150.21,84.5,83.14,83.04,4.56,0.39,85.49,709.47,11.6,87.22,82.38,1878.32,1,0.01,1443.48,18.79,4726.48,17.07,2,336.47,10.84,340.39,16.83,0.32,636.37,5.93,1,207.72,8.75,263.95,10.7,0.3,1843.97,13.87,12.69,282.23,13.81
2100,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.76,73.02,70.13,78.94,79.79,75.41,82.43,1064.29,86.73,88.22,82.16,3.93,0.05,85.78,1455.89,3.22,87.29,80.68,1535.77,1,0.05,1134.02,19.14,3206.06,10.32,2,376.84,7.54,395.16,17.52,0.08,874.86,16.87,2,306.1,10.06,244.97,8.72,0.03,844.88,14.73,18.83,334.11,12.21
2100,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,72.33,68.37,65.68,63.66,67.46,72.61,86.1,1880.14,85.54,88.44,81.07,2.83,0.14,87.9,1779.52,11.08,82.94,87.32,1688.25,1,0.4,968.89,15.73,2125.3,19.3,1,224.62,7.08,462.68,7.83,0.12,1158.82,7.3,1,461.94,15.47,323.66,18.24,0.01,1692.07,17.34,6.62,309.88,18.71
2100,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,67.93,75.92,78.99,65.31,64.9,79.95,81.3,945,84.11,80.98,81.6,5.33,0.46,82.73,1138.82,7.29,88.92,85.86,1886.5,1,0.15,998.07,8.63,2906.37,14.33,1,227.3,16.06,308.31,12.99,0.44,1254.61,11,1,374.59,17.21,284.12,10.23,0.21,1369.64,19.96,17.4,217.85,7.21
2100,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,69.12,67.02,78.87,70.36,60.72,66.59,87.7,1236,80.88,80.32,81.04,2.26,0.36,81.73,1287.64,18.77,80.18,85.53,1759.32,1,0.03,1168.92,14.74,3376.65,15.31,1,477.99,6.48,208.93,7.62,0.4,1160.95,18.09,1,460.25,19.67,346.18,18.63,0.21,1928.56,19.18,16.28,467.37,6.24
2100,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,63.71,62.56,70.76,66.57,73.69,72.43,87.93,1674.88,87.9,82.76,88.42,7.24,0.35,84.98,1643.21,5.59,84.85,81.63,1730.44,2,0.4,572.48,13.66,4346,13.24,2,365.77,10.93,473.18,11.04,0.41,996.07,14.83,1,300.24,15.29,280.8,19.77,0.3,1296.68,10.12,14.34,388.93,11.95
2100,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,74.04,72.05,62.28,63.32,78.37,66.45,80.82,804.33,85.79,82.4,81.25,8.22,0.47,89.5,870.61,4.19,85.96,80.43,1685.59,1,0.21,1011.4,17.38,4654.98,14.76,1,271.99,8.53,314.55,13.07,0.32,717.37,7.54,1,479.12,12.4,250.42,14.05,0.16,864.98,19.41,10.15,234.2,11.83
2100,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,61.64,76.47,71.14,71.88,61.55,66.85,88.22,938.3,86.47,87.7,80.28,8.52,0.38,89.17,1009.94,4.45,82.05,88.05,1371.3,1,0.11,1491.54,6.87,4717.26,16.56,1,328.68,12.86,244.9,15.7,0.02,1858.13,3.73,2,250.45,11.67,490.73,16.97,0.31,1185.69,16.93,6.27,215.72,8.02
2100,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,73.68,62.17,62.21,78.34,63.6,66.07,85.01,1677.46,84.74,89.36,85.27,3.58,0.3,88.05,1250.85,19.9,88.87,81.08,1072.4,1,0.24,1823.82,5.05,3989.47,17.72,2,478.89,16.76,495.79,17.07,0.36,1648.52,4.24,2,258.9,16.04,304.31,8.32,0.36,1255.38,7.13,13.75,261.57,11.93
2100,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,77.92,68.32,68.49,60.58,62.9,68.15,87.3,1489.09,86.77,89.72,86.61,9.33,0.14,81.8,979.03,12.9,85.26,83.25,884.56,2,0.22,729.26,19.29,4364.94,10.94,2,272.26,13.41,202.11,11.83,0.33,1355.79,7.74,1,489.44,8.17,364.16,15.24,0.12,923.84,19.81,8.63,290.39,12.41
2100,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,73.2,71.81,79.21,76.64,68.76,73.58,87.01,1248.47,88.28,80.56,81,5.29,0.16,89.65,1813.14,5.26,84.46,82.88,1308.99,1,0.32,844.33,3.31,3860.4,14.83,2,215.85,6.65,496.65,12.42,0.38,1014.99,15.51,1,394.38,9.83,220.13,17.84,0.31,657,10.05,18.79,396.16,18.81
2100,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,74.99,68.62,66.95,66.95,70.8,79.48,88.56,1020.28,86.13,80.26,85.66,4.52,0.39,82.53,1437.93,16.61,81.56,84.23,1514.1,1,0.19,823.82,6.86,4202.47,15.05,2,473.55,10.5,269.96,10.01,0.46,686.22,11.04,2,261.8,9.13,300.27,14.61,0.07,1951.39,12.8,13.16,475.73,9.83
2100,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,75.24,74.37,61.89,72.24,63.22,64.03,81.07,884.57,80.81,88.65,89.03,3.21,0.38,80.94,1952.91,5.07,87.01,81.82,1275.3,1,0.48,529.1,9.59,3703.09,11.46,2,270,8.79,208.74,8.02,0.02,1877.9,16.04,1,322.06,7.61,414.56,16.42,0.16,1828.89,16.83,9.79,420.81,19.43
2115,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.41,74.93,65.12,78.76,60.92,76.97,82.47,1371.27,82.24,89.5,86.99,2.57,0.06,84.74,1514.92,17.31,87.89,80.97,1632.71,2,0.32,1304.47,4.98,4319.29,12.7,2,226.94,11.01,412.21,10.54,0.34,1705.09,3.11,1,443.11,13.2,489.41,17.76,0.41,1648.02,6.3,13.83,386.79,9.54
2115,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.58,66.39,61.17,78.61,78.71,75.61,83.27,1466.38,86.19,88.06,85.24,7.68,0.39,85.11,1308.79,5.06,89.95,85.53,1135.68,1,0.11,1880.38,7.66,3621.59,15.51,2,379.7,7.81,307.49,8.99,0.5,984.06,15.51,2,475.74,11.26,231.27,7.22,0.32,1619.94,9.86,19.95,245.44,17.41
2115,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,98.41,97.26,99.75,97.57,60.46,99.57,98.75,245.28,98.2,97.25,97.29,0.02,3.21,99.31,275.09,0.91,100,97.55,17.33,5,4.34,84.02,0.1,985.26,2,5,65.78,0.71,34.35,0.32,0.41,1424.53,3.6,1,345.24,18.76,273.36,7.67,2.01,70.8,0.09,0.54,69.06,0.16
2115,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,64.46,66.12,73.45,76.66,76.67,70.82,85.4,902.58,84.47,89.81,80.74,8.23,0.36,85.69,1942.06,5.13,87.46,86.02,618.73,2,0.32,1562.4,13.08,3252.28,16.05,1,250.26,14.1,233.81,17.11,0.31,1305.8,6.28,2,470.63,9.55,271.17,11.25,0.16,1263.38,7.48,19.79,373.29,17.55
2115,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,97.5,96.43,98.42,98.37,74.26,95.52,98.59,114.67,99.11,99.3,97.19,0.48,4.62,98.97,278.45,0.52,97.12,97.04,38.82,4,3.63,29.54,0.15,272.73,2,4,16.89,0.95,25.8,0.03,0.21,1001.3,7.38,2,351.12,12.14,291.35,11.77,1.95,39.8,0.45,0.5,34.27,0.11
2115,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,96.7,97.88,99.81,96.62,71.27,99.06,98.37,251.16,99.06,98.37,97.08,0.25,4.13,98.62,177.44,0.98,99.23,98.38,20.17,4,3.87,87.73,0.15,516.17,1,5,81.07,0.22,73.65,0.34,0.01,626.45,17.3,2,400.65,16.7,228.41,15.94,3.8,23.89,0.49,0.73,28.43,0.12
2115,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,97.41,99.31,97.66,95.27,67.32,98.43,98.95,232.64,98.7,98.58,98.66,0.22,4.96,99.18,135.71,0.23,99.86,98.28,50.3,5,3.41,79.61,0.04,273.45,2,5,32.94,0.09,24.65,0.39,0.35,790.33,8.66,2,369.63,17.1,387.77,12.11,3.87,90.4,0.11,0.07,92.7,0.89
2115,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.18,73.49,73.11,62.88,68.89,76.71,89.38,1944.83,83.69,82.26,82.94,4.26,0.04,87.14,1530.7,5.28,81.14,87.38,812.69,1,0.14,1172.32,4.47,3548.84,12.28,2,266.1,16.12,402.06,16.74,0.05,1423.65,12.42,1,226.9,13.73,203.3,6.7,0.32,723.12,6.57,6.5,378.21,16.63
2115,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,64.21,78.26,69,75.42,77.66,68.3,85.15,1989.36,83.82,81.05,85.59,7.39,0.01,81.49,1517.14,6.12,89.42,88.29,667.75,1,0.14,1753.11,19.06,3322.6,11.01,2,220.47,13.54,296.39,6.22,0.04,677.13,10.28,2,335.79,8.05,426.56,15.52,0.32,1072.89,9.18,16.93,288.67,7.32
2115,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.32,62.17,68.31,74.09,63.49,73.68,89.48,1880.18,83.31,89.86,87.87,4.09,0.27,80.03,1861.8,11.87,88.58,84.07,1528.57,2,0.08,1169.06,18.6,3145.83,15.77,1,369.27,18.38,226.99,9.54,0.11,1957.54,8.01,2,456.53,10.89,414.97,14.24,0.05,846.86,16.51,7.74,482.59,13.82
2115,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,77.9,77.47,66.62,79.33,75.45,60.05,80.68,1593.17,81.81,85.58,82.27,6.49,0.5,84.81,1240.92,7.7,80.55,87.19,1419.76,2,0.38,1445.69,7.03,4676.25,16.76,1,317.66,8.54,370.32,17.9,0.36,1734.02,19.08,1,499.22,8.55,377.37,15.01,0.17,1808.14,6.75,14.88,498.88,13.29
2115,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,68.57,63.38,67.26,65.18,79.91,62.99,82.39,739.67,82.42,83.56,81.09,6.47,0.02,85.73,670.64,9.13,80.57,84.19,959.16,2,0.12,1934.27,14.05,4123.15,17.06,1,476.76,15.8,268.73,15.1,0.13,985.37,11.98,2,387.82,9.81,211.15,7.33,0.38,1079.7,12.28,19.88,207.31,7.7
2130,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,77.59,71.78,73.46,63.47,66.57,67.7,81.53,1670.39,84.09,89.25,86.41,7.39,0.22,85.97,1127.97,18.71,86.11,80.65,1626.32,2,0.24,1628.77,12.9,4566.99,19.54,1,361.36,6.21,348.75,8.12,0.34,817.46,7.18,1,295.71,19.76,369.33,16.11,0.41,566.13,9.14,6.85,306.67,13
2130,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,65.84,67.84,63.91,74.97,68.95,72.09,83.99,1228.34,86.63,81.33,90,9.27,0.28,87.82,805,10.75,88.57,84.15,940.93,2,0.42,1437.32,8.07,2969.27,18.66,1,341.18,16.82,465.82,19.2,0.4,1458.23,14.42,1,224,14.1,366.85,15.22,0.14,1419.74,17.93,8.02,352.09,10.19
2130,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,68.39,78.47,69.79,74.61,72.4,70.09,81.75,1029.06,89.67,81.24,85.54,7.31,0.49,83.33,635.05,10.86,82.94,88.28,780.93,1,0.49,1749.45,15.72,2309.26,18.82,1,386.31,16.71,346.6,18.14,0.46,1750.96,8.12,2,392.65,13.96,412.51,11.45,0.49,1556.53,12.67,18.28,464.54,15.16
2130,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,63.92,60.7,79.13,73.27,60.33,62.27,87.77,1627.78,80.3,86.02,88.88,8.1,0.43,82.49,1874.69,19.52,86.28,86.83,1825.74,1,0.15,1715.58,16.02,4140.08,17.1,2,243.92,8.35,339.73,15.28,0.22,888.27,9.7,1,335.19,19.03,244.81,16.13,0.1,1177.66,12.68,17.67,345.43,19.07
2130,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,67.43,77.75,72.89,71.54,75.28,67.73,88.68,1001.37,89.58,83.28,83.34,6.14,0.28,87.11,1556.5,11.16,81.77,88.28,715.67,1,0.45,1577.54,10.99,4622.57,12.15,1,424.68,8.98,393.15,7.58,0.07,1448,15.55,1,278.68,19.35,458.41,17.51,0.04,662.43,10.79,18.79,372.35,10.88
2130,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,73.21,60.94,63.75,77.18,66.37,78.13,86.48,1521.98,88.2,81.73,86.18,7.27,0.32,80.36,1998.74,10.99,82.55,84.78,748.17,2,0.49,1110.93,3.73,2125.98,12.17,2,358.64,17.95,223.09,8.79,0.17,1687.28,4.13,2,465.14,18.13,357.2,8.67,0.46,1857.72,8.42,15.82,366.24,11.79
2130,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,72.09,61.11,65.75,76.94,75.25,71.62,88.38,1623.79,84.64,82.82,86.44,8.83,0.24,83.74,1204.49,7.83,84.17,83.72,710.01,1,0.4,1204.72,9.57,3719.59,18.25,2,339.89,9.26,308.73,12.05,0.2,1309.86,18.12,1,227.18,18.65,399.94,17.94,0.15,942.92,11.18,18.83,390.58,9.93
2130,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,95.38,96.23,98.03,96.53,60.59,95.54,97.43,133.53,99.9,98.45,97.33,0.37,3.58,99.5,241.21,0.12,97.41,97.09,58.57,5,1.89,53.22,0.12,984.63,1,5,66.15,0.35,92.75,0.76,0.18,966.56,9.04,1,341.93,19.14,254.16,12.72,2.48,45.2,0.32,0.65,53.2,0.29
2130,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,95.95,95.64,95.86,95.72,62.41,99.31,98.62,236.83,97.67,99.85,98.46,0.49,2.93,97.37,174.08,0.36,97.11,98.88,98.46,4,2.72,62.22,0.44,559.4,1,5,31.16,0.18,30.47,0.34,0.21,680.8,11.21,2,387.27,6.48,249.13,10.98,3.97,37.51,0.4,0.48,68.1,0.56
2130,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,99.38,98.27,95.05,95.77,71.69,95.87,97.24,112.34,99.6,99.01,99.26,0.04,3.46,99.04,273.42,0.07,99.5,97.76,77.55,4,3.16,60.76,0.3,608.9,1,5,58.14,0.79,84.9,0.74,0.22,1028.91,7.87,1,224.09,17.28,423,15.73,3.97,28.43,0.33,0.58,27.19,0.63
2130,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,62.31,62.99,61.46,64.63,74.71,67.99,89.06,607.95,87.32,87.04,84.22,2.66,0.44,86.42,660.66,6.57,88.34,81.88,1287.36,1,0.38,1438.32,7.89,4480.31,15.22,2,382.75,13.88,235.66,11.47,0.15,1812.91,5.73,2,387.21,14.69,265.31,8.23,0.41,1498.71,8.01,11.75,483.22,9.33
2130,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,64.82,67.44,68.96,64.15,68.92,69.66,86.07,1377.04,84.06,82.39,87.9,9.36,0.05,85.74,1370.39,7.55,89.19,87.24,855.54,1,0.27,1465.11,17.66,3491.65,14.61,2,360.68,16.46,489.05,7.39,0.36,751.26,17.48,2,439.17,16.93,482.24,6.95,0.44,1753.76,9.73,9.94,395.74,16.74
2145,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,62.71,76.64,64.1,67.99,77.92,75.96,81.9,730.59,85.72,83.96,82.99,9.15,0.38,87.17,1726.15,15.03,82.06,80.29,1018.47,1,0.4,620.25,9.5,4082.44,12.22,2,409.55,14.18,206.99,17.7,0.48,1398.88,17.15,1,399.58,6.83,202.54,17.06,0.23,1285.13,18.45,13.08,452.26,18.69
2145,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,76.66,69.57,60.05,66.2,79.57,61.7,85.08,1950.15,87.17,85.37,89.76,9.69,0.15,84.42,1605.86,9.67,85.7,80.47,1054.08,2,0.11,1484.02,19.04,2817.41,18.8,1,284.95,16.22,466.8,16.01,0.09,1797.03,3.55,2,215.3,16.18,479.45,18.73,0.44,1554.96,11.58,11.88,433.91,9.83
2145,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,62.84,66.52,75.79,61.44,65.54,70.01,80.66,817.9,84.48,81.56,88.13,4.13,0.2,83.52,1317.73,10.63,89.73,85.1,913.74,1,0.48,1952.67,9.88,4784.47,19.01,1,275.78,15.93,290.39,17.55,0.35,1089.49,14.75,1,449.12,17.52,355.21,13.87,0.41,1572.14,8.82,8.75,453.81,6.07
2145,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,63.04,70.99,76.64,74.29,68.94,60.39,88.48,1371.78,83.69,85.83,82.22,8.31,0.38,85.75,1338.32,18.34,81.64,80.65,1272.98,2,0.32,685.4,15.36,2288.95,15.07,1,260.79,9.85,444.59,8.16,0.41,861.96,13.32,1,362.17,15.93,349.42,10.93,0.21,1590.71,10.85,6.79,353.98,9.24
2145,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,65.3,67.18,62.68,73.95,75.83,67.7,88.31,1276.84,85.51,88.78,82.32,3.85,0.18,82.62,1400.16,19.67,86.14,86.83,1138.83,2,0.33,1326.47,14.02,3586.47,13.23,2,460.69,11.94,224.9,19.01,0.44,1065.52,18.89,2,433.92,7.59,444.95,14.56,0.12,1443.71,19.36,8.5,445.93,17.38
2145,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,69.9,69.42,79.68,74.41,70.91,65.94,80.37,863.66,86.6,84.21,88.1,2.19,0.15,89.57,1493.55,3.75,85.51,87.11,583.74,1,0.14,1692.68,3.68,3731.61,15.93,2,286.9,16.14,407.65,11.31,0.3,658.84,3.17,1,215.21,18.3,293.86,15.4,0.36,527.38,8.9,17.53,307.93,7.79
2145,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,63.08,67.74,68.55,67.56,64,63.92,80.73,1926,89.29,88.56,82.56,4.52,0.29,82.03,895.79,5.16,82.08,86.39,585.22,2,0.21,1352.54,12.65,2518.62,13.72,2,436.55,9.67,497.4,10.14,0.45,605.08,10.65,1,319.19,17.91,413.74,16.44,0.32,1563.01,19.06,6.05,356.91,6.45
2145,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,70.2,70.34,78.35,60.92,60.33,68.57,84.65,1053.9,84.72,82.68,81.84,6.42,0.26,88.65,1393.6,10.87,82.63,80.67,1108.78,1,0.47,1525.31,11.79,2195.68,16.08,1,304.42,8.55,471.25,17.89,0.13,922.46,14.83,1,471.76,15.58,397.81,12.98,0.15,1339.31,9.76,9.87,367.45,11.08
2145,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,62.11,73.22,63.61,62.6,71.13,71.12,86.65,1831.18,83.03,88.09,88.86,6.21,0.25,83.15,837.59,19.96,85.89,89.04,1447.42,1,0.07,1381.76,12.09,2539.66,16.7,1,211.15,17.3,487.93,9.82,0.14,589.15,6.66,1,267.38,8.55,451.65,17.34,0.07,1334.35,6.97,15.68,382.25,14.08
2145,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.53,79.2,60.51,62.02,74.49,66.45,81.02,1888.42,82.48,86.49,83.05,8.23,0.19,86.52,1912.95,4.29,81.69,88.1,1275.3,2,0.28,1205.23,16.14,4870.34,13.66,2,480.01,13.17,337.3,8.98,0.27,1594.81,14.29,1,451.47,15.35,460.83,18.6,0.06,1721.07,15.01,8.7,430.6,6.41
2145,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,66.18,70.1,70.86,74.88,71.73,75.12,86.87,1936.4,84.21,83.04,84.03,3.81,0.07,84.88,726.7,7.6,82.42,83.67,1074.43,1,0.45,1942.73,10.78,4648.64,11.06,2,364.75,12.89,310.2,7.56,0.23,928.75,3.76,1,235.63,7.51,286.82,13.73,0.31,1374.82,19.36,17.24,454.35,6.67
2145,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,62.51,60.7,78.83,62.93,67.74,62.33,88.74,1677.79,80.32,89.52,83.35,2.2,0.2,82.47,1810.89,12.88,82.72,88.52,915.48,1,0.33,1497.28,14.62,4888.82,12.75,1,385,7.46,478.66,18.78,0.14,1047.14,13.42,1,454.94,16.31,444.65,15.13,0.4,1361.89,12.23,11.87,267.71,14.93
2200,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,68.76,71.61,68.72,74.91,73.78,77.19,84.86,1592.73,86.87,83.35,80.5,6.26,0.42,89.58,1688.16,17.53,80.3,82.27,1384.59,1,0.43,1114.66,5.18,3821.46,14.94,2,436.71,14.96,253.88,14.74,0.37,1902.66,9.97,1,482.94,9.66,414.81,12.71,0.3,864.71,8.29,17.6,262.57,17.2
2200,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,72.6,65.41,61.51,76.15,62.78,69.18,84.8,1153.5,81.47,89.47,85.14,9.73,0.44,86.04,1643.25,15.97,85.32,82.61,1053.38,2,0.17,535.83,4.11,3115.97,19.76,1,472.42,14.24,355.26,6.96,0.29,1786.43,15.47,2,260.45,17.29,342.04,18.41,0.47,757.49,11.89,16.12,375.68,13.33
2200,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,76.27,64.74,60.76,66.1,78.37,79.51,80.15,1096.82,83.92,82.89,81.57,6.21,0.41,89.07,1507.76,18.68,82.14,82.77,1631.79,2,0.46,986.99,16.78,2305.87,18.22,2,414.26,14.84,455.27,9.48,0.37,576.28,18.45,2,283.04,7.93,422.46,14.12,0.06,1673.78,9.13,9.05,475.24,18.64
2200,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,75.22,63.43,67.51,69.31,63.51,73.07,84.61,1808.9,88.73,87.44,80.35,7.72,0.14,83.97,752.2,9.74,83.38,80.77,1386.96,1,0.44,1883.79,3.65,3125.39,13.35,2,343.46,18.41,430.64,14.95,0.28,1257.92,3.12,1,278.48,14.75,462.73,12.4,0.47,1497.01,15.91,18.9,211.68,6.81
2200,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,64.82,68.86,77.49,79.11,69.12,67.11,83.72,735.11,86.08,88.85,82.17,7.92,0.12,86.5,834.89,12.93,81.63,84.39,1799.98,2,0.14,621.17,3.44,4907.85,11.21,2,496.82,9.34,437.47,14.11,0.4,692.67,12.49,2,399.85,6.67,264.61,10.33,0.37,1496.34,13.69,10.54,315.19,18.43
2200,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,69.95,61.4,68.07,62.55,77.88,70.84,88.86,1778.57,88.79,83.68,84.42,8.15,0.05,88.27,500.09,16.01,85.58,88.44,1923.53,1,0.22,809.89,5.21,4909.11,15.88,1,222.07,11.78,333.53,15.75,0.11,1308.88,3.17,1,474.28,12.31,304.24,13.42,0.15,902.48,8.78,17.07,476.49,15.92
2200,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,77.3,67.27,60.28,67.18,68.6,75.49,80.22,1645.87,80.06,85.08,85.21,8.7,0.47,86.75,1267.2,5.37,83.35,88.66,1938.86,1,0.16,1482.13,7.56,4835.16,14.85,1,456.73,6.38,434.44,17.44,0.16,1622.83,10.38,1,341.22,18.97,480.03,15.42,0.28,1525.03,11.01,15.41,288.13,14.9
2200,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,70.71,65.92,76.19,79.22,63.84,72.33,81.09,1959,83.82,88.26,86.41,4.6,0.1,84.21,1209.05,17.55,83.51,85.46,1496.49,2,0.32,786.35,15.54,4920.69,16.02,2,326.82,14.76,354.7,13.79,0.36,1401.13,3.81,2,317.43,19.2,300.36,7.63,0.36,873.98,16.98,11.02,459.11,12.22
2200,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,73.6,63.99,62.22,77.64,61.22,79.58,86.13,890.43,85.21,80.19,83.42,8.88,0.13,85.04,1607.49,17.17,82.23,81.28,831.55,1,0.18,1752.65,12.65,4894.6,10.32,2,460.95,9.37,380.62,8.87,0.01,1068,12.96,1,224.38,6.2,422.1,16.56,0.38,705.17,6.78,19.15,214.91,15.85
