,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
Brunei,B-Mobile,528/02,18:00,-117,-7,2.55,1.05,1.29,12,329411,3.44,5.2,5.01,466961,41559,19562,241,1762
Brunei,DST,528/11,18:00,-68,-15,4.48,1.3,11.94,17.9,337363,3.24,3.03,7.38,377296,42463,49972,3867,2356
New Zealand,Telecom New Zealand,530/05,18:00,-118,-16,2.3,4.09,10.78,18.9,848560,1.84,1.42,11.29,664180,7173,32825,1382,2358
New Zealand,Vodafone(NEW ZEALAND),530/01,18:00,-85,-8,0.14,1.1,11.86,18.4,946426,5.45,4.91,11.46,719945,38543,24131,857,594
New Zealand,Two Degrees (NZ Communications),530/24,18:00,-86,-16,4.74,3.76,11.62,3.4,982057,5.14,3.44,5.6,644507,49235,34307,3370,1326
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,18:00,-120,-12,4.67,3.02,9.38,6.5,262720,1.47,1.68,8.53,220633,47600,7864,3428,1466
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,19:00,-92,-13,3.71,4.59,2.68,7.6,403432,4.4,0.74,10.73,927983,17659,2990,4683,873
Netherlands,T-mobile (ex Ben),204/16,19:00,-94,-11,4.98,2.97,3.81,14.2,245991,0.16,0.86,1.14,443490,38685,45370,3018,1259
Netherlands,KPN (iBasis),204/08,19:00,-86,-8,2.12,0.8,6.53,7.7,711463,5.15,4.68,5.27,922626,23378,13609,3033,1631
Belgium,Belgacom Mobile,206/01,19:00,-71,-13,4.95,4.47,1.86,18.4,418963,3.89,3.81,2.08,912454,6821,36032,3723,2615
France,Bouygues,208/20,19:00,-81,-15,4.77,0.81,8.16,17.3,962454,3.84,2.96,5.81,502081,40668,24074,4459,208
France,Free Mobile,208/15,19:00,-113,-16,2.23,2.62,8.23,10.5,481993,1.77,3.62,3.52,957074,18511,4649,501,920
France,SFR (Cegetel),208/10,19:00,-61,-6,4.15,4.17,11.54,6.6,924864,1.18,3.65,7.33,782403,25997,27864,4063,2720
Andorra,Mobiland/STA,213/03,19:00,-94,-12,2.12,0.07,3.77,16.4,102013,3.04,0.82,2.67,889015,7335,32622,4908,1824
Spain,Telefonica Moviles(SPAIN),214/07,19:00,-68,-13,3.56,3.24,3.88,2.9,922005,1.52,1.1,4.81,557646,41629,42570,3566,718
Spain,Vodafone (AirTel),214/01,19:00,-117,-10,4.67,2.51,2.6,17.6,605342,5.48,4.5,9.98,177726,34835,15513,3122,1659
Italy,TIM (Telecom Italia),222/01,19:00,-82,-16,1.82,2.75,3.87,6.2,982509,5.12,5.39,5.48,957577,11565,40306,167,828
Italy,H3G(ITALY),222/99,19:00,-89,-16,5.16,1.7,6.03,19.4,434906,0.39,4.81,1.91,526104,45985,29997,1646,2847
Italy,Vodafone Omnitel,222/10,19:00,-91,-10,4.88,4.81,0.84,10.1,671407,2.72,3.19,11.14,227974,4765,28990,4893,2932
Switzerland,Swisscom,228/01,19:00,-87,-11,4.99,4.81,1.81,11.7,863276,2.8,4.62,11.29,875348,35647,26282,3193,892
Switzerland,Sunrise DiAx,228/02,19:00,-71,-16,2.64,4.11,2.89,13.2,196747,3.5,0.38,6.45,403095,39607,44965,4048,2182
United Kingdom,Everything Everywhere,234/30,19:00,-69,-13,0.64,4.98,9.16,4.1,739641,1.67,2.02,2.13,216549,20838,28517,4074,1218
United Kingdom,Telefonica O2 (CellNet),234/10,19:00,-115,-9,1.81,0.76,11.68,19.2,848170,3.32,2.55,6.38,261820,10813,16476,882,2519
United Kingdom,Jersey Telecom (JT-Wave),234/50,19:00,-70,-15,0.36,3.94,3.37,12.1,636337,0.48,2.52,11.39,831866,22049,34961,4978,2550
United Kingdom,Everything Everywhere (ex-Orange),234/33,19:00,-67,-16,4.42,2.3,8.96,8.6,403588,3.45,0.76,7.01,616365,7325,43840,2786,1257
Sweden,Tele2 - Comviq,240/07,19:00,-113,-14,1.29,0.16,2.27,7.8,135500,4.74,2.44,9.92,525748,10628,44665,4300,2705
Sweden,"Telenor (Vodafone,Europolitn)",240/08,19:00,-66,-13,4.08,0.47,4.5,15.1,747841,0.51,3.63,11.32,661828,46168,23990,3657,2737
Norway,NetCom TeliaSonera,242/02,19:00,-83,-14,4.98,2.77,11.01,14.8,161742,0.82,3.79,11.78,572419,43433,26933,3351,1651
Estonia,EMT,248/01,19:00,-116,-15,1.26,5.09,3.36,15.4,457911,1.14,0.86,6.55,176558,22163,48976,3842,592
Russia,Vimpelcom Beeline (KB Impuls),250/99,19:00,-65,-14,4.35,4.61,1.2,9.4,830556,3.29,0.1,1.68,459766,10216,31590,1240,1889
Poland,P4 Play,260/06,19:00,-88,-8,2.32,5.26,5.26,9.3,554411,3.02,3.55,4.51,114285,38558,42227,3935,740
Germany,E-Plus,262/03,19:00,-74,-8,3.59,0.2,8.2,2.6,150143,2.39,2.13,8.49,346373,48243,34661,3368,1056
Germany,Telekom Deutschland (T-Mobile),262/01,19:00,-105,-9,4.28,4.72,1.97,16.8,939590,1.01,3.83,11.76,818534,38322,25057,2643,1379
Germany,Telefonica O2/viag,262/07,19:00,-64,-8,1.5,4.87,9.54,19,779579,1.95,1.6,7.14,201677,49832,6249,387,358
Portugal,TMN,268/06,19:00,-113,-13,1.89,0.97,0.29,2.4,482298,2.66,0.9,10.64,497282,21299,43346,4093,885
Turkey,AVEA (IS-TIM Aria),286/03,19:00,-107,-10,5.43,3.51,6.89,11,135851,0.88,1.74,3.09,546154,15790,48045,241,1377
MACEDONIA,T-Mobile (Mobimak),294/01,19:00,-87,-10,4.92,0.18,0.78,13.5,746479,1.89,3.32,0.12,622952,32817,11686,2018,106
Canada,Rogers Wireless,302/61,19:00,-106,-9,1.25,2.31,9.48,0.8,500123,4.39,2.44,0.31,128372,45983,36437,538,396
Canada,Rogers Wireless,302/22,19:00,-80,-10,4.65,2.58,8.79,1.7,719372,1.48,1.71,3.93,521994,44082,9265,3451,1839
United States of America ,AT&T,310/41,19:00,-111,-8,3.99,3.01,5.65,15,543076,4.08,2.54,2.08,274287,26874,23683,1779,200
United States of America ,T-Mobile,310/26,19:00,-87,-14,2.19,4.08,0.5,14.9,790871,1.53,4.47,6.81,623539,17205,27812,3534,2108
United States of America ,Southern Communications dba Southern LINC,310/15,19:00,-106,-9,2.19,4.79,0.86,19.4,759193,2.99,1.43,9.29,321188,31429,43020,3151,2294
Unted States,Verizon Wireless,311/48,19:00,-68,-14,1.32,2.35,2.3,2.5,392595,2.72,0.15,6.86,863534,20103,10389,736,1056
India,Airtel (Kolkata),404/31,19:00,-89,-12,1.56,3.51,7.4,1.4,869855,4.8,3.26,7.93,363301,38874,42152,874,1008
India,Airtel (Andhra Pradesh),404/49,19:00,-73,-14,0.09,3.91,1.38,17.9,604390,2.01,4.82,11.82,917846,27450,39895,4643,2747
India,Airtel (Mumbai),404/92,19:00,-114,-10,2.23,2.25,0.62,18.4,695840,3.65,3.79,8.66,969217,25092,34004,1643,2156
India,Airtel (Kerala),404/95,19:00,-113,-11,4.84,3.86,10.04,16,249739,5.35,4.1,2.26,717428,15367,2133,838,435
India,AirTel (Chennai),404/03,19:00,-89,-12,0.88,1.83,5.48,18.5,296916,1.36,3.55,6.19,100846,19713,20402,1363,1620
India,Vodafone India (Mumbai) Hutchison Orange,404/20,19:00,-97,-6,2.91,1.45,4.62,16.3,105812,0.34,3.8,2.57,794851,36577,14878,1217,2708
India,Airtel (Karnataka),404/45,19:00,-78,-7,5.41,4.12,6.58,16.9,579128,5.05,1.39,10.2,100798,38336,39255,1860,2736
India,Airtel (Maharashtra & Goa),404/90,19:00,-106,-8,5.01,4.65,3.21,13.4,122294,1.26,2.93,1,587502,31638,43801,2630,1332
India,India(404),404/94,19:00,-65,-8,2.92,2.25,0.41,5.4,550307,4.06,4.09,5.79,681570,40314,29018,511,621
India,AirTel (Chennai),404/02,19:00,-77,-12,3.71,4.69,2.94,13.4,553206,5.17,1.98,2.37,972308,32487,41310,3898,937
India,Airtel (Uttar Pradesh W),404/97,19:00,-115,-10,4.78,5.15,4.17,10.8,158370,0.62,5.15,0.81,644711,43681,25088,3773,250
India,Vodafone (New Delhi) Hutchision Essar,404/11,19:00,-93,-15,2.5,3.36,10.05,17.5,550917,4.05,4.06,3.3,516316,6907,20335,686,1620
India,AirTel (Chennai),404/40,19:00,-88,-7,2.49,0.28,8.43,20,899275,0.47,2.16,7.44,276887,21295,39481,628,1994
India,"Airtel (Rajasthan),Hexacom",404/70,19:00,-95,-14,4.02,1.83,6.24,9.2,143083,5.08,1.58,7.64,973085,38876,21090,3998,650
India,Airtel (Madhya Pradesh),404/93,19:00,-82,-13,1.86,1.84,1.42,12.3,416680,4.45,4.32,6.22,250667,34806,17145,1390,1744
India,Airtel (Haryana),404/96,19:00,-67,-14,4.02,2.74,3.8,14.4,748113,3.2,4.85,1.59,573995,6670,14569,1237,711
India,Airtel (Delhi),404/10,19:00,-77,-14,3.77,5.25,6.16,6.9,298752,3.99,1.75,1.08,675258,46380,32540,1387,873
India(405),,405/52,19:00,-92,-8,4.06,3.68,8.91,7.9,518145,1.79,2.59,5.93,549712,23642,9105,671,2537
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,19:00,-81,-7,3.08,1.87,5.98,19,523960,0.24,4.22,8.88,641884,24506,41370,664,2775
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,19:00,-85,-16,5.08,5.1,4.4,1.2,104280,2.81,0.09,9.43,831374,14555,25774,4276,2808
Sri Lanka,Bharti Airtel,413/05,19:00,-112,-9,2.55,2.3,8.44,17,527000,0.86,1.64,8.18,281230,19142,35011,1402,2254
Sri Lanka,Dialog Axiata (ex MTN),413/02,19:00,-96,-9,4.29,4.62,10.47,14.3,540302,4.18,2.88,7.15,356541,6137,20850,4898,851
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,19:00,-66,-8,0.68,5.39,9.44,6.9,819098,3.71,2.87,1.13,957898,33800,35302,1469,2995
Myanmar,Ooredoo Myanmar,414/05,19:00,-90,-10,2.07,4.33,0.73,9.1,174435,2.65,1.33,6.74,546377,12675,35894,4915,843
Myanmar,Myanmar Post and Telecommunication,414/01,19:00,-96,-13,2.89,3.96,3.01,18.9,727654,0.33,3.76,2,875049,13105,45810,1514,1607
Saudi Arabia,Mobily,420/03,19:00,-115,-12,4.86,1.15,8.38,11.8,154637,2.93,2.01,11.48,937093,22683,7865,321,1044
Saudi Arabia,Saudi Telecom Company,420/01,19:00,-116,-9,1.2,3.37,4.94,14.6,937601,2.34,3.06,8.11,909393,38952,27990,4278,2337
United Arab Emirates,Etisalat(UAE),424/02,19:00,-112,-10,3.12,4.83,0.06,8.7,549677,0.32,2.05,0.61,453397,39770,9350,2341,993
Bahrain,Batelco,426/01,19:00,-103,-15,2.34,2.07,5.88,11.8,394407,0.71,5.17,2.22,162452,13597,13049,4631,1676
Qatar,Q-Tel,427/01,19:00,-100,-9,3.57,0.09,7.9,5,261587,0.34,2.51,9.77,782357,35788,32336,1583,1677
Japan,NTT Docomo,440/10,19:00,-105,-12,0.89,0.74,7.8,11.2,484255,4.91,3.7,8.21,943595,15662,33037,1879,1404
Japan,Soft Bank (Vodafone KK),440/20,19:00,-120,-7,2.9,3.64,2.36,19.6,956862,5.45,4.62,1.65,219004,47871,33905,690,341
South Korea,LGT Telcom,450/06,19:00,-104,-12,3.51,1.97,9.63,15.8,852548,3.29,4.54,6.9,171221,16686,24541,594,1943
South Korea,SK Telecom,450/05,19:00,-117,-7,3.25,4.08,11.58,19.5,496787,0.71,0.92,10.98,335898,46615,19831,4225,2295
Vietnam,Viettel,452/04,19:00,-71,-10,3.41,2.03,3.72,8.5,880836,4.73,1.31,2.5,888453,24964,41480,154,1917
Vietnam,Vinaphone,452/02,19:00,-78,-11,4.98,1.6,4.7,17.9,186739,1.15,3.77,2.44,129512,9933,10273,182,2391
Vietnam,Vietnam Mobile Telecom (VMS),452/01,19:00,-114,-9,4.4,1.94,4.9,10.5,839432,3.15,2.72,5.07,115322,9592,11653,3810,506
Hongkong,CSL (C&W),454/00,19:00,-88,-15,4.86,0.41,1.15,14.3,106418,0.44,3.41,3.33,231591,46305,27136,4690,2121
Hongkong,PCCW-HKT Telephone Limited,454/19,19:00,-116,-6,0.09,4.97,2.02,11.3,243991,0.83,4.54,1.75,776693,33877,17730,2877,1850
Hongkong,China Mobile - Peoples,454/12,19:00,-97,-15,3.57,4.4,5.75,3,697903,1.52,3.31,1.8,322524,29217,3803,4460,79
Hongkong,H3G(HONG KONG),454/03,19:00,-84,-12,5.45,5.43,7.74,4.4,131670,3.79,1.17,3.59,410026,10935,42051,2128,1917
Macao,Hutchison 3,455/03,19:00,-94,-13,2.22,3.02,11.43,1.3,425900,5.49,0.68,8.39,713954,22914,25342,2084,1676
Macao,CTM,455/01,19:00,-115,-9,2.54,1.11,11.87,19.4,546794,4.36,0.63,3.63,477634,39765,29606,2813,2726
CAMBODIA,CamGSM Mobitel,456/01,19:00,-70,-7,2.07,1,0.72,13.1,543960,4.55,4.22,2.04,122876,36759,27644,3684,1500
CAMBODIA,Viettel,456/08,19:00,-108,-9,4.36,4.79,1.74,15.2,194760,5.13,4.79,4.27,468244,17521,22294,2462,1725
CAMBODIA,Latelz Co. Ltd,456/06,19:00,-83,-16,2.21,2.87,6.29,10,927641,0.23,3.86,8.86,350753,11708,22973,2357,429
China,China Mobile,460/00,19:00,-116,-6,2.06,0.27,9.15,7.1,562019,1.86,2.7,6.71,445046,6964,2207,2201,2301
China,China Mobile,460/07,19:00,-101,-7,1.01,1.08,2.52,5.2,923645,4.34,5.41,8.41,582806,5855,30432,1197,989
China,China Mobile,460/02,19:00,-99,-12,0.97,2.36,8.15,6.1,553668,4.34,4.27,4.32,384356,3391,19908,3860,237
China,China Unicom,460/01,19:00,-79,-9,2.11,4.25,7.44,9.5,400755,4.72,2.53,5.15,114611,20127,33495,3247,2382
Taiwan,Taiwan Mobile (ex TCC),466/97,19:00,-77,-10,3.01,2.07,7.2,16.5,233149,3.33,1.17,3.24,386669,18398,37788,1754,1163
Taiwan,Chunghwa Telecom,466/92,19:00,-114,-13,5.2,3.13,4.94,18.6,754960,3.53,1.17,0.63,434842,48724,33716,2678,2757
Taiwan,Fareastone,466/01,19:00,-67,-10,0.1,1.44,11.92,6.9,632401,3.48,1.69,3.22,867148,9617,22513,517,223
Malaysia,Maxis,502/12,19:00,-93,-7,3.86,1.55,3.03,1.3,917088,1.23,4.36,9.12,438371,24957,9318,2609,1754
Malaysia,Celcom,502/19,19:00,-86,-8,1.09,2.57,2.43,2.7,151747,1.07,2.21,10.83,734262,42989,8739,3297,2552
Malaysia,U Mobile Sdn Bhd,502/18,19:00,-63,-11,1.08,2.47,10.93,4.5,189960,0.58,0.83,4.48,755891,32839,49861,671,194
Malaysia,DiGi  Telecommunication,502/16,19:00,-70,-16,2.74,1.41,1.31,7.5,707576,2.45,1.07,0.54,412621,20929,25754,1851,1232
Australia,Optus,505/02,19:00,-79,-16,4.26,1.73,4.46,17.9,391586,1.26,3.13,11.8,995882,18569,36681,2204,2571
Australia,Telstra,505/01,19:00,-107,-14,0.58,5.38,2.97,19.6,114967,0.54,3.09,6,589630,40076,30922,1747,2898
Indonesia,Telkomsel,510/10,19:00,-77,-7,0.68,4.95,2.58,4.6,609896,1.87,2.3,10.75,873308,47889,47022,369,2647
Indonesia,Hutchison,510/89,19:00,-82,-13,4.77,4.01,11.16,15.9,756121,3.09,2.37,6.29,237103,21919,10452,3217,1445
Indonesia,Excelcom Indo,510/11,19:00,-105,-11,1.37,1.98,0.46,11.8,915724,5,3.37,5.61,596924,29668,46597,1673,872
Philippines,Globetel,515/02,19:00,-73,-6,4.04,3.61,10.19,18.9,113664,4.89,2.45,2.83,132659,47030,25962,2234,2386
Philippines,Digitel (Sun Cellular),515/05,19:00,-66,-12,5.44,2.01,0.59,3,761033,1.82,4.95,0.62,369372,20327,31034,1395,897
Thailand,Advanced Wireless Network Company Ltd.,520/03,19:00,-90,-11,1.83,3.55,2.91,16.6,675917,4.56,1.78,4.14,435577,11254,36293,4108,774
Thailand,True Move  HSPA,520/00,19:00,-107,-10,5.45,3.67,7.95,1.7,589781,0.74,0.98,2.41,958431,12428,40643,1881,1762
Thailand,Total Access (DTAC),520/05,19:00,-117,-13,2.17,0.23,2.27,6.4,260205,1.54,2.51,3.32,463304,30746,15904,4428,2137
Singapore,Starhub,525/05,19:00,-88,-10,0.98,4.55,10.72,13.7,396549,3.16,3.77,4.42,300167,20963,23943,1648,2395
Singapore,Mobile One,525/03,19:00,-96,-15,3.44,2.39,5.88,16.2,817081,3.82,2.97,7.5,457040,25877,27672,1268,670
Brunei,B-Mobile,528/02,19:00,-89,-14,4.12,0.27,2.06,13.5,474701,5.3,5.23,7.47,868822,29191,18730,2387,19
Brunei,DST,528/11,19:00,-95,-8,0.29,4.06,7.37,14.8,743878,1.93,1.73,4.64,939837,46505,29175,2668,1907
New Zealand,Telecom New Zealand,530/05,19:00,-113,-10,4.16,4.1,0.88,19,514085,1.49,2.04,9.12,749888,10783,24723,4448,2051
New Zealand,Vodafone(NEW ZEALAND),530/01,19:00,-61,-10,4.17,3.2,7.52,3.1,289732,0.19,1.57,4.49,838921,47332,4471,172,458
New Zealand,Two Degrees (NZ Communications),530/24,19:00,-103,-8,4.82,0.37,7.95,18,139040,0.74,4.2,9.15,521804,20349,10315,2846,1109
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,19:00,-77,-16,1.26,3.83,1.1,8.9,471064,3.12,1.34,4.8,445219,22093,47257,1168,2546
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,20:00,-111,-15,2.34,2.15,9.67,1.5,261786,5.47,4.93,5.15,258574,30612,24336,2210,750
Netherlands,T-mobile (ex Ben),204/16,20:00,-103,-16,0.62,2.78,3.49,19.2,248889,0.17,0.94,0.36,566429,29551,33995,499,2739
Netherlands,KPN (iBasis),204/08,20:00,-111,-15,5,3.6,5.35,5.6,398176,2.99,2.73,0.1,167327,14732,34685,3738,2391
Belgium,Belgacom Mobile,206/01,20:00,-74,-13,1.57,4.71,4.88,19.3,573960,5.05,5.42,10.84,153119,45971,36103,2550,2760
France,Bouygues,208/20,20:00,-76,-12,3.17,2.34,1.19,2.8,200609,3.31,1.18,6.02,866376,17385,17879,884,2817
France,Free Mobile,208/15,20:00,-64,-12,2.56,3.87,3.47,7.7,271707,5.23,1.47,1.84,395313,9957,10364,3571,2271
France,SFR (Cegetel),208/10,20:00,-115,-13,1.4,1.95,5.27,6.7,950916,2.7,4.07,9.82,873171,5815,29849,3826,474
Andorra,Mobiland/STA,213/03,20:00,-96,-7,5.03,3.88,4.08,1.5,454907,1.63,0.34,9.12,343263,11852,7288,3437,295
Spain,Telefonica Moviles(SPAIN),214/07,20:00,-73,-10,3.4,3.06,7.38,1.4,962778,3.36,1.56,10.88,149606,37311,22854,832,1585
Spain,Vodafone (AirTel),214/01,20:00,-114,-10,1.72,1.46,3.44,15.7,458273,2.68,1.84,5.62,710679,18434,38844,2263,394
Italy,TIM (Telecom Italia),222/01,20:00,-60,-10,2.85,2.78,5.58,9,230215,5.1,5.12,3.03,372998,44259,19573,1079,2986
Italy,H3G(ITALY),222/99,20:00,-65,-7,2.57,1.33,10.17,10.8,969293,1.1,0.44,11.99,666587,2883,9836,138,2607
Italy,Vodafone Omnitel,222/10,20:00,-113,-11,2.27,5.43,11.19,15.9,473807,1.67,0.09,4.27,323771,31148,12679,411,133
Switzerland,Swisscom,228/01,20:00,-72,-8,4.58,0.23,1.5,13.6,760093,3.65,3.3,0.26,946255,5543,16279,275,1110
Switzerland,Sunrise DiAx,228/02,20:00,-99,-8,0.17,0.79,8.85,6.8,818823,4.5,4.23,3.54,777083,40849,39978,233,1878
United Kingdom,Everything Everywhere,234/30,20:00,-63,-10,1.65,4.41,2.82,17.6,325136,0.84,0.08,11.13,784019,48907,16815,4034,2250
United Kingdom,Telefonica O2 (CellNet),234/10,20:00,-114,-10,3.06,2.6,5,2,169115,4.49,1.63,6.59,558814,46970,45123,398,395
United Kingdom,Jersey Telecom (JT-Wave),234/50,20:00,-71,-15,2.02,2.72,7.67,1.2,613910,1.74,2.56,11.53,373193,17365,19509,1285,309
United Kingdom,Everything Everywhere (ex-Orange),234/33,20:00,-112,-11,0.96,2.16,8.95,15,279340,1.29,0.24,7.89,851471,37821,14555,4870,408
Sweden,Tele2 - Comviq,240/07,20:00,-67,-14,5.37,3.25,1.62,17.6,348162,3.6,5.37,1.41,108850,25345,27141,793,983
Sweden,"Telenor (Vodafone,Europolitn)",240/08,20:00,-105,-11,4.59,3.02,2.4,5.6,107353,0.78,2.3,8.35,583286,41385,24781,3740,2924
Norway,NetCom TeliaSonera,242/02,20:00,-61,-8,5.37,4.76,4.04,15.1,824446,4.06,2.8,5.45,242327,35692,43318,2162,1010
Estonia,EMT,248/01,20:00,-99,-12,3.28,5.21,10.66,5.9,111220,4.59,5.03,6.48,176504,25888,37328,2657,555
Russia,Vimpelcom Beeline (KB Impuls),250/99,20:00,-75,-6,2.19,2.57,4.26,3.5,264815,3.83,1.92,3.44,538594,5734,4957,4502,1344
Poland,P4 Play,260/06,20:00,-107,-9,2.66,3.93,1.99,17.7,123379,4.3,0.29,4.78,263334,40667,32922,1388,2555
Germany,E-Plus,262/03,20:00,-100,-11,5,2.64,3.56,17.5,215293,1.57,2.25,2.62,879344,6089,13629,1021,304
Germany,Telekom Deutschland (T-Mobile),262/01,20:00,-107,-11,3.37,4.66,8.42,13.8,897563,1.77,3.14,5.76,255096,23286,48131,870,1882
Germany,Telefonica O2/viag,262/07,20:00,-73,-15,1.1,1.64,8.79,6.8,249034,3.44,1.14,6.55,427571,47708,7175,454,1330
Portugal,TMN,268/06,20:00,-99,-16,2.75,2.71,3.44,6.8,371576,3.94,1.16,3.73,553306,48349,3998,3562,974
Turkey,AVEA (IS-TIM Aria),286/03,20:00,-61,-7,3.69,4.87,4.73,19.8,350731,0.57,3.83,1.09,297409,28925,17917,4832,1188
MACEDONIA,T-Mobile (Mobimak),294/01,20:00,-79,-6,4.48,2.86,6.59,4.4,665178,5.28,4.15,5.43,295151,12366,48422,2737,516
Canada,Rogers Wireless,302/61,20:00,-110,-13,1.69,0.3,7.96,0.7,362148,5.41,0.45,0.36,822404,43335,29197,3390,2773
Canada,Rogers Wireless,302/22,20:00,-68,-7,0.23,3.29,0.57,16.3,229004,3.01,2.28,3.02,983220,9013,27195,3689,1093
United States of America ,AT&T,310/41,20:00,-83,-14,3.25,0.65,2.41,7.6,212951,0.55,0.62,3.91,421558,23324,3124,4288,2216
United States of America ,T-Mobile,310/26,20:00,-64,-15,1.54,2.09,10.55,3.3,127842,5.49,0.36,7.87,438024,42023,45980,3668,2862
United States of America ,Southern Communications dba Southern LINC,310/15,20:00,-95,-7,1.52,3.36,6.3,8.4,903934,4.86,4.98,11.37,894299,24681,29035,3363,2151
Unted States,Verizon Wireless,311/48,20:00,-63,-8,1.59,3.62,3.49,18.1,361153,1.68,5.38,10.05,653094,19129,22723,2519,1785
India,Airtel (Kolkata),404/31,20:00,-118,-14,3.31,2.71,2.66,19.5,327353,1.12,3.35,6.21,883176,30003,33521,3132,243
India,Airtel (Andhra Pradesh),404/49,20:00,-68,-12,1.55,1.61,2.12,10.8,788029,2.73,0.36,1.52,136877,33483,13541,4168,2196
India,Airtel (Mumbai),404/92,20:00,-98,-7,1.98,3.47,8.24,2.9,654992,5.16,1.96,9.41,905781,13193,23493,1831,570
India,Airtel (Kerala),404/95,20:00,-91,-7,3.85,3.97,11.27,5.5,271645,5.26,0.81,8.95,676842,36708,39788,3462,528
India,AirTel (Chennai),404/03,20:00,-76,-9,1.95,2.67,10.22,6.6,309568,4.76,0.63,9.53,549122,9304,15434,3656,1559
India,Vodafone India (Mumbai) Hutchison Orange,404/20,20:00,-95,-15,2.47,4.62,3.73,19.7,151684,5.3,2.43,0.63,514848,44926,12138,1868,1243
India,Airtel (Karnataka),404/45,20:00,-80,-9,0.6,0.27,10.06,6.7,179908,5.18,2.7,3.25,602995,22962,10149,3556,2774
India,Airtel (Maharashtra & Goa),404/90,20:00,-90,-12,2.3,0.98,10.13,15.3,355527,5.24,0.54,8.06,106871,33364,16797,1865,469
India,India(404),404/94,20:00,-118,-8,5.08,3.36,4.6,19.6,976392,0.16,2.74,7.85,982776,38409,12479,716,1203
India,AirTel (Chennai),404/02,20:00,-73,-14,2.39,1.13,5.97,8.3,311776,2.36,5.36,6.35,332650,46524,37203,4652,1317
India,Airtel (Uttar Pradesh W),404/97,20:00,-69,-10,4.01,1.79,10.3,17.4,173945,0.53,2.37,0.33,533574,22199,4400,628,2064
India,Vodafone (New Delhi) Hutchision Essar,404/11,20:00,-67,-6,3.59,1.17,2.41,12.1,818634,4.2,4.41,2.57,438511,48126,39980,3393,2329
India,AirTel (Chennai),404/40,20:00,-93,-9,5.27,3.17,6.42,15.4,955687,1.87,1.73,10.22,707317,5731,28723,50,2194
India,"Airtel (Rajasthan),Hexacom",404/70,20:00,-96,-12,2.33,2.06,8.06,1.3,428294,4.25,5.04,1.73,650323,2432,19172,1505,1355
India,Airtel (Madhya Pradesh),404/93,20:00,-115,-9,5.36,1.62,6.69,8.7,626916,0.19,3.72,1.31,251416,17994,27997,2885,187
India,Airtel (Haryana),404/96,20:00,-110,-11,5.39,3.61,3.87,7.7,807718,0.23,1.48,8.61,209983,9074,13555,3184,271
India,Airtel (Delhi),404/10,20:00,-114,-14,5.26,2.11,0.68,17.4,858318,2.13,0.41,1.96,460934,13257,28343,684,2887
India(405),,405/52,20:00,-115,-9,1.91,3.47,3.19,7.3,718373,0.07,0.47,1.18,603084,28784,27534,1680,1153
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,20:00,-112,-11,5.42,0.71,10.98,19.5,628500,4.07,3.86,4.5,726868,20529,46098,2140,1432
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,20:00,-103,-9,1.94,4.22,9.08,4.7,501349,2.83,3.17,10.52,995480,17576,31315,1039,1126
Sri Lanka,Bharti Airtel,413/05,20:00,-73,-6,3.76,2.88,10.31,4,111486,1.04,2.62,5.71,248830,14371,23627,41,1205
Sri Lanka,Dialog Axiata (ex MTN),413/02,20:00,-65,-9,0.22,4.32,10.73,12.8,411331,2.49,2.02,3.63,714820,13183,38158,3053,2451
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,20:00,-90,-7,0.44,3.63,0.6,3.9,889740,3.06,1.06,0.21,913324,49516,33208,3949,2071
Myanmar,Ooredoo Myanmar,414/05,20:00,-105,-15,2.4,5.35,2.65,7.1,835539,1.4,4.65,8.3,305291,7078,25442,2759,683
Myanmar,Myanmar Post and Telecommunication,414/01,20:00,-66,-8,3.43,2.97,2.02,19,484426,5.42,2.45,8.11,751869,10020,43561,1304,2373
Saudi Arabia,Mobily,420/03,20:00,-61,-13,2.52,4.18,10.66,8.1,345340,2.48,2.11,6.26,476888,26936,30517,1288,2421
Saudi Arabia,Saudi Telecom Company,420/01,20:00,-120,-15,1.14,1.33,11.24,16.1,582528,3.56,0.71,9.03,812780,21329,8055,4376,1985
United Arab Emirates,Etisalat(UAE),424/02,20:00,-69,-11,0.47,1.55,0.51,5,243304,1.35,0.16,0.2,256249,35170,46336,1065,104
Bahrain,Batelco,426/01,20:00,-87,-16,2.45,5.1,9.91,16.5,364334,3,4.41,11.11,999090,38184,21540,3179,2329
Qatar,Q-Tel,427/01,20:00,-64,-11,2.11,5.06,10.25,9.2,980897,4.01,0.39,9.65,969948,48473,23722,4026,2530
