,,,,Coverage,Quality,VoLTE,,,,,Data,,,,,,,
New Zealand,Vodafone(NEW ZEALAND),530/01,9:20,-94,-10,5.29,4.75,9.23,14,440826,3.46,2.98,8.33,647152,14752,16461,4397,2231
New Zealand,Two Degrees (NZ Communications),530/24,9:20,-89,-8,3.65,2.21,7.22,2.7,263453,4.85,4.84,0.6,586716,21964,47029,2042,2297
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:20,-103,-12,2.35,0.88,8.7,12.7,589157,2.81,2.55,7.18,111571,25730,27746,863,2584
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:25,-64,-11,2.63,1.23,6.21,14.2,991530,0.22,4.5,2.99,315391,33325,21369,851,31
Netherlands,T-mobile (ex Ben),204/16,9:25,-92,-15,0.43,0.6,0.58,8,567316,0.93,3.6,8.16,269035,8960,48270,2246,126
Netherlands,KPN (iBasis),204/08,9:25,-64,-6,1.59,1.6,10.83,5.9,387986,4.18,4.14,3.27,522405,48293,11550,4844,2936
Belgium,Belgacom Mobile,206/01,9:25,-82,-8,0.67,0.79,6.45,19.8,452701,2.84,2.49,10.37,310574,16950,10549,4923,2092
France,Bouygues,208/20,9:25,-83,-11,3.17,1.4,8.39,18.6,954572,2.96,4.18,11.3,811929,22651,17016,2743,2160
France,Free Mobile,208/15,9:25,-73,-14,1.63,0.54,1.78,1.4,663487,0.05,2.46,9.88,444022,34055,31054,594,2218
France,SFR (Cegetel),208/10,9:25,-90,-12,1.81,0.36,5.73,19,831664,2.13,2.09,5.51,720316,5989,15387,3567,550
Andorra,Mobiland/STA,213/03,9:25,-63,-14,2.76,2.47,6.08,0.6,648234,1.29,4.8,2.77,675905,6683,17342,2958,82
Spain,Telefonica Moviles(SPAIN),214/07,9:25,-93,-12,4.78,2.76,7.72,3.4,280601,3.79,1.29,1.93,592213,22247,11699,2630,2263
Spain,Vodafone (AirTel),214/01,9:25,-108,-15,4.36,4.2,5.48,12.4,610438,2.72,0.8,10.65,288250,27581,35394,2463,2066
Italy,TIM (Telecom Italia),222/01,9:25,-92,-7,1.72,3.56,11.67,4.5,991031,2.84,3.88,8.08,201832,24703,41831,1058,537
Italy,H3G(ITALY),222/99,9:25,-116,-14,5.39,1.75,10,6.2,193412,1.17,0.84,8.88,523244,7850,25073,85,1574
Italy,Vodafone Omnitel,222/10,9:25,-89,-10,4.54,3.02,10.67,9.9,147243,4.58,0.07,5.57,691386,20315,2635,707,454
Switzerland,Swisscom,228/01,9:25,-108,-15,1.39,5.08,9.73,6.7,211971,2.63,1.5,6.67,606542,46613,19719,2874,1555
Switzerland,Sunrise DiAx,228/02,9:25,-63,-6,3.11,3.95,9.86,17.4,610780,4.18,0.1,4.04,255520,9337,27896,3936,2853
United Kingdom,Everything Everywhere,234/30,9:25,-107,-16,4.79,3.41,6.14,16.1,202277,2.36,5.43,11.15,343506,12024,30575,1274,524
United Kingdom,Telefonica O2 (CellNet),234/10,9:25,-117,-15,2.83,1.65,6.19,1,708369,0.96,1.36,10.56,717483,30721,17536,3919,1990
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:25,-69,-7,5.04,0.81,3.73,18.1,222467,2.66,2.66,9.67,130054,49983,2286,2389,2958
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:25,-67,-7,1.63,2.06,4.84,1.9,423461,1.05,1.02,7.01,894809,2434,49664,1794,145
Sweden,Tele2 - Comviq,240/07,9:25,-87,-15,5.04,4.98,5.71,7.1,832004,3.79,0.09,1.46,735773,18814,31256,3058,1897
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:25,-74,-8,4.15,0.94,2.03,20,836595,4.37,5.11,5.3,490316,29388,3189,3074,1292
Norway,NetCom TeliaSonera,242/02,9:25,-67,-16,5.13,0.37,7.71,1.5,813049,4.06,1.65,1.77,322466,23817,27779,4875,1149
Estonia,EMT,248/01,9:25,-97,-16,2.53,1.8,9.13,15.6,712640,3.86,4.39,4.81,857391,8670,39610,4867,675
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:25,-72,-6,0.6,2.86,0.6,15.4,931696,4.87,1.62,7.81,840663,16821,4192,363,484
Poland,P4 Play,260/06,9:25,-64,-10,4.86,3.22,7.69,5,647173,5.45,1.91,11.92,815986,24028,17310,781,1837
Germany,E-Plus,262/03,9:25,-105,-10,1.8,0.58,5.61,18.5,575071,3.44,5.42,10.66,341496,17164,34765,3894,2356
Germany,Telekom Deutschland (T-Mobile),262/01,9:25,-111,-6,3.3,3.08,4.74,9.3,229380,3.75,2.93,3.96,766712,27538,45059,1823,2293
Germany,Telefonica O2/viag,262/07,9:25,-100,-8,4.73,1.92,3.8,14.9,822169,0.33,1.31,7.2,286606,39853,17402,3811,2411
Portugal,TMN,268/06,9:25,-101,-9,3.44,4.06,0.13,0.5,648747,3.45,2.94,11.74,720250,31209,35124,2676,1165
Turkey,AVEA (IS-TIM Aria),286/03,9:25,-120,-9,4.97,4.82,5.27,10.5,850332,3.98,3.42,5.93,401053,32507,6303,3529,2603
MACEDONIA,T-Mobile (Mobimak),294/01,9:25,-119,-7,4.15,0.82,5.21,18.3,894993,3,1.54,2.95,593716,39009,2508,3391,2563
Canada,Rogers Wireless,302/61,9:25,-108,-16,1.39,3.89,7.32,16.8,107284,0.24,2.13,8.52,546254,17497,29228,4539,2033
Canada,Rogers Wireless,302/22,9:25,-78,-10,2.8,2.41,1.97,12.6,378361,0.61,2.49,7.42,560467,6273,20994,4094,738
United States of America ,AT&T,310/41,9:25,-84,-10,5.37,0.86,4.49,15.6,437466,4.02,1.65,11.1,781622,49464,34369,2820,2574
United States of America ,T-Mobile,310/26,9:25,-94,-9,4.84,4.91,5.93,5,204141,3.65,1.66,1.06,250773,44602,25222,1527,1257
United States of America ,Southern Communications dba Southern LINC,310/15,9:25,-61,-8,3.42,5.23,3.17,17.1,234872,5.38,0.77,6.36,286426,30575,31610,1401,424
Unted States,Verizon Wireless,311/48,9:25,-65,-16,1.51,4.8,8.91,14.3,173572,5,3.96,11.14,767078,25949,39832,1123,1340
India,Airtel (Kolkata),404/31,9:25,-83,-7,4.91,4.98,8.01,8.2,669979,1.17,2.05,6.08,712420,6690,42795,2982,88
India,Airtel (Andhra Pradesh),404/49,9:25,-67,-12,3.5,3.82,10.49,16.7,715671,3.51,4.35,7.3,423731,12466,41564,2924,384
India,Airtel (Mumbai),404/92,9:25,-100,-6,4.12,4.84,0.65,4.5,675470,2.78,1.87,9.31,713101,23777,10588,4264,1774
India,Airtel (Kerala),404/95,9:25,-68,-16,0.76,1.38,9.78,18.2,562127,2.39,3.6,2.41,337596,12795,33655,4717,1781
India,AirTel (Chennai),404/03,9:25,-94,-13,1.54,5.18,2.16,15,567874,0.26,2.4,6.65,394630,45632,22021,469,1729
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:25,-94,-16,3.14,4.89,5.85,5.4,208893,0.8,2.19,6.37,485894,15197,39620,3837,1629
India,Airtel (Karnataka),404/45,9:25,-105,-12,4.3,1.85,7.78,19.6,548374,5.07,4.72,5.73,790135,13413,45034,4888,2719
India,Airtel (Maharashtra & Goa),404/90,9:25,-99,-7,0.99,1.64,1.19,1.4,415244,0.14,2.88,7.26,349801,32445,25566,2965,549
India,India(404),404/94,9:25,-93,-14,3.21,4.99,8.73,17.5,746319,3.17,4.26,4.18,643624,37849,15822,51,2734
India,AirTel (Chennai),404/02,9:25,-68,-13,4.11,3.69,10.5,18.9,620653,3.89,0.57,7,670191,1881,46517,3951,1193
India,Airtel (Uttar Pradesh W),404/97,9:25,-96,-14,3.97,0.33,5.38,10.2,571646,1.42,5.2,11.09,547680,42640,37992,1862,324
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:25,-101,-12,3.42,0.11,3.02,18.4,750414,2.87,1.31,0.11,640610,17436,41377,686,2813
India,AirTel (Chennai),404/40,9:25,-98,-11,1.97,4.91,6.23,8.2,391790,4.13,3.65,4.28,753596,25344,5760,1187,2005
India,"Airtel (Rajasthan),Hexacom",404/70,9:25,-86,-16,4.38,2.2,10.48,12.5,621485,1.66,4,6.88,319972,26657,27184,2679,751
India,Airtel (Madhya Pradesh),404/93,9:25,-87,-13,2.92,1.25,1.9,17.5,816207,5.49,3.28,6.93,629275,4760,45178,4796,173
India,Airtel (Haryana),404/96,9:25,-95,-16,1.23,0.34,10.12,9,944839,3.47,3.8,6.64,945642,22859,33363,4324,1393
India,Airtel (Delhi),404/10,9:25,-111,-16,3.8,3.99,9.48,13.4,441131,0.18,0.83,11.59,978634,47236,34879,1779,2249
India(405),,405/52,9:25,-66,-8,1.1,0.23,3.54,2.2,270147,1.95,2.8,1.84,974395,26263,10341,1831,2565
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:25,-75,-16,3.43,0.1,11.96,7.6,404507,1.73,2.46,7.49,244564,24006,14040,918,1051
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:25,-120,-12,0.53,4.05,4.19,5.8,475726,5.14,0.61,0.48,785410,24857,7716,3008,152
Sri Lanka,Bharti Airtel,413/05,9:25,-64,-15,4.65,4.3,8.59,5.4,392792,2.3,4.25,7.6,579425,30906,12254,2360,995
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:25,-109,-13,3.71,0.5,3.83,4,866509,0.9,1.24,0.41,347524,8294,11174,4622,2006
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:25,-98,-6,4.65,2.44,8.32,19.5,717609,0.63,5.43,10.3,307755,21376,35502,230,176
Myanmar,Ooredoo Myanmar,414/05,9:25,-106,-14,0.38,0.55,6.22,8.7,681163,5.07,1.8,7.57,641904,26170,45479,1774,2332
Myanmar,Myanmar Post and Telecommunication,414/01,9:25,-82,-14,2.36,1.38,11.79,19.9,643773,1.41,1.37,2.09,361459,16472,24902,316,5
Saudi Arabia,Mobily,420/03,9:25,-105,-15,0.17,3.64,7.04,13.6,743852,5.22,2.78,4.24,166614,30710,1910,4748,2048
Saudi Arabia,Saudi Telecom Company,420/01,9:25,-110,-10,4.83,3.41,1.03,16.4,310457,2.44,3.08,0.99,346208,37425,46158,4147,1753
United Arab Emirates,Etisalat(UAE),424/02,9:25,-119,-7,2.38,0.43,2.11,6.5,214131,1.85,5.42,5.56,610222,1498,20630,2900,1652
Bahrain,Batelco,426/01,9:25,-118,-16,3.65,2.64,0.69,8.4,691515,4.92,3.52,2.19,515240,21346,47796,4625,2391
Qatar,Q-Tel,427/01,9:25,-91,-7,0.51,4.11,8.51,4.8,188440,4.78,0.59,2.73,600820,13919,7705,3417,1819
Japan,NTT Docomo,440/10,9:25,-97,-10,5.12,4.42,5.72,2.1,182979,3.88,3.97,9.46,717779,16137,1592,291,2897
Japan,Soft Bank (Vodafone KK),440/20,9:25,-87,-15,1.78,2.06,8.65,20,980077,0.08,4.68,10.38,431057,14445,46969,4268,2908
South Korea,LGT Telcom,450/06,9:25,-101,-9,1.95,3.85,8.16,12.1,428670,5.39,4.82,2.68,406794,25859,31720,1157,364
South Korea,SK Telecom,450/05,9:25,-90,-15,5.01,4.53,6.86,13.8,174297,2.76,4.82,10,481915,27830,14897,4332,1964
Vietnam,Viettel,452/04,9:25,-116,-10,2.89,4.54,4.58,16.8,700185,3.4,0.21,0.75,587359,43225,45307,1819,2833
Vietnam,Vinaphone,452/02,9:25,-69,-12,1.15,2.67,8.76,17.2,313859,0.31,3.11,8.1,136875,20671,35827,1902,182
Vietnam,Vietnam Mobile Telecom (VMS),452/01,9:25,-82,-7,3.7,0.79,8.69,19.2,259390,2.69,5.47,1.26,313745,15393,33224,2394,707
Hongkong,CSL (C&W),454/00,9:25,-115,-7,2.19,4.81,6.03,18.4,969550,0.89,2.91,0.59,337122,8616,31335,4693,1470
Hongkong,PCCW-HKT Telephone Limited,454/19,9:25,-71,-14,0.29,4.41,1.27,14.8,640986,1.47,2.71,8.9,664548,37255,8724,2081,1592
Hongkong,China Mobile - Peoples,454/12,9:25,-87,-15,0.33,2.06,8.72,3.2,969777,2.89,4.56,2.12,812252,44915,21539,387,2758
Hongkong,H3G(HONG KONG),454/03,9:25,-64,-6,4.27,1.3,10.43,15.5,944346,0.14,1.8,6.67,968054,13597,8805,4828,96
Macao,Hutchison 3,455/03,9:25,-119,-10,1.86,3.68,4.96,2.4,383235,3.59,3.92,9.57,556814,1528,9559,3701,2771
Macao,CTM,455/01,9:25,-103,-10,4.84,2.42,6.82,8,622614,2.28,2.89,3.05,302940,31155,8919,432,46
CAMBODIA,CamGSM Mobitel,456/01,9:25,-63,-11,1.88,1.96,11.3,11,597696,0.33,0.61,2.47,345338,5813,17698,3804,14
CAMBODIA,Viettel,456/08,9:25,-115,-11,0.81,3.01,3.99,1.9,402362,1.77,4.2,5.8,116737,34989,28623,2045,916
CAMBODIA,Latelz Co. Ltd,456/06,9:25,-84,-12,2.66,2.09,0.08,12.5,687979,2.24,3.51,1.34,634044,44128,13880,3283,30
China,China Mobile,460/00,9:25,-114,-6,1.01,4.46,5.51,17.4,228279,2.1,3.34,11.3,223914,20736,16292,2063,2998
China,China Mobile,460/07,9:25,-111,-9,5.44,2.12,9.73,14.9,131982,1.9,1.65,3.41,384532,4706,33777,1852,2265
China,China Mobile,460/02,9:25,-108,-15,4.42,2.8,11.83,14.3,904969,4.64,4.35,2.92,614707,25076,22948,4415,863
China,China Unicom,460/01,9:25,-92,-8,4.62,0.97,4.62,11.4,696886,0.17,3.4,8.99,689602,20714,2737,4645,24
Taiwan,Taiwan Mobile (ex TCC),466/97,9:25,-107,-11,3.87,1.82,11.14,3.7,351938,0.1,2.77,6.08,738511,45388,39039,2821,520
Taiwan,Chunghwa Telecom,466/92,9:25,-116,-16,1.41,1.65,6.67,14.5,904382,5.22,1.94,11.56,244928,40093,31647,3204,2887
Taiwan,Fareastone,466/01,9:25,-93,-13,0.78,2.47,7.23,1.3,849418,0.65,2.89,11.87,829336,26192,23715,4932,2090
Malaysia,Maxis,502/12,9:25,-84,-13,2.06,3.14,10.26,11.8,689443,2.46,4.73,9.44,704601,43276,16049,4427,512
Malaysia,Celcom,502/19,9:25,-81,-16,3.89,2.92,7.78,15.9,858347,3.33,3.03,11.35,408142,46257,19965,3956,2685
Malaysia,U Mobile Sdn Bhd,502/18,9:25,-80,-7,0.36,2.26,11.85,19.3,789178,4.6,0.85,8.55,939428,45392,7240,272,821
Malaysia,DiGi  Telecommunication,502/16,9:25,-109,-15,0.07,3.58,2.93,10.1,373463,3.25,0.14,1.64,885207,18390,1634,2942,1139
Australia,Optus,505/02,9:25,-61,-13,5.26,4.35,11.8,2.1,731938,4.63,4.37,9.3,288015,5210,42587,2564,1462
Australia,Telstra,505/01,9:25,-114,-11,0.94,1.72,2,14.6,163650,2.08,1.86,7.63,778730,30601,30047,3599,2901
Indonesia,Telkomsel,510/10,9:25,-74,-10,1.19,2.58,2.06,8.2,435316,1.26,0.89,6.24,548171,2325,17311,1674,1208
Indonesia,Hutchison,510/89,9:25,-83,-16,5.2,2.62,3.83,10.9,654858,3.22,1.66,0.91,198112,42190,37688,1554,2539
Indonesia,Excelcom Indo,510/11,9:25,-67,-16,5.09,2.82,9.9,8.3,929466,0.75,0.81,1.23,597172,11660,39407,3072,1276
Philippines,Globetel,515/02,9:25,-85,-10,2.91,3.87,3.71,15.1,846543,2.35,0.49,8.09,487429,45346,4394,669,433
Philippines,Digitel (Sun Cellular),515/05,9:25,-103,-15,2.62,0.1,2.8,10.1,917021,1.63,3.34,10.87,409640,24474,32755,341,2514
Thailand,Advanced Wireless Network Company Ltd.,520/03,9:25,-74,-9,1.08,2.06,2.76,8.5,799696,4.89,4.37,8.77,483320,19698,21321,1891,1876
Thailand,True Move  HSPA,520/00,9:25,-92,-9,4.91,0.07,10.86,12.1,127401,1.29,0.82,8.94,826843,1656,25563,2427,2405
Thailand,Total Access (DTAC),520/05,9:25,-103,-13,2.08,3.9,4.45,2.5,349443,1.06,0.07,2.11,943992,8291,43117,4694,1248
Singapore,Starhub,525/05,9:25,-82,-14,1.42,1.36,3.94,5.6,151500,5.43,1.66,3.03,109395,32466,38332,2043,2471
Singapore,Mobile One,525/03,9:25,-64,-7,3.23,5.26,10.94,18.2,314293,4.91,2.89,2.25,557335,2881,21478,3161,176
Brunei,B-Mobile,528/02,9:25,-106,-7,3.4,2.18,9.51,15.3,350504,1.39,0.06,4.38,467108,1384,19405,1015,732
Brunei,DST,528/11,9:25,-63,-10,0.77,3.63,1.37,2.2,186937,4.27,4.76,9.17,242798,32392,11527,2123,1526
New Zealand,Telecom New Zealand,530/05,9:25,-93,-7,3.93,5.5,10.48,8.5,841744,4.4,0.7,11.01,214592,21164,38389,3366,883
New Zealand,Vodafone(NEW ZEALAND),530/01,9:25,-81,-16,3.75,1.91,3.36,6.5,367940,1.63,0.32,4.3,932809,23872,16260,2547,1526
New Zealand,Two Degrees (NZ Communications),530/24,9:25,-61,-13,2.45,4.45,10.06,12.2,152797,1.24,5.31,4.65,499476,15814,15534,28,78
Morocco,Itissalat Al Maghrib (Mobile GSM),604/01,9:25,-85,-10,3.82,4.84,5.41,1.1,518658,4.38,0.39,10.76,729127,25134,32643,4552,100
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Netherlands,Vodafone(NETHERLANDS),204/04,9:30,-118,-14,5.14,4.08,1.16,13.8,853311,3.63,4.94,9.15,652031,20705,34071,2891,2243
Netherlands,T-mobile (ex Ben),204/16,9:30,-96,-11,2,2.25,8.17,18.2,305703,1.65,0.7,1.62,694127,38573,28766,4706,2514
Netherlands,KPN (iBasis),204/08,9:30,-95,-7,0.48,4.16,2.82,7.3,663922,3.91,0.67,1.04,406570,29444,16013,3658,205
Belgium,Belgacom Mobile,206/01,9:30,-95,-9,4.91,1.96,5.52,1.6,884610,0.7,5.43,1.26,700172,13460,2472,3057,1244
France,Bouygues,208/20,9:30,-81,-16,2.6,0.09,3.6,3.8,749355,5.31,0.44,11.95,302706,28637,2555,4318,2416
France,Free Mobile,208/15,9:30,-67,-10,3.86,4.51,0.37,13.4,553550,3.84,3.05,3.96,501003,25413,8057,2781,1947
France,SFR (Cegetel),208/10,9:30,-98,-12,4.11,0.72,2.81,0.9,609201,4.37,0.31,8.63,212535,39056,13013,2101,2773
Andorra,Mobiland/STA,213/03,9:30,-72,-13,2.21,2.54,0.14,13.4,584266,4.39,3.83,9.61,440403,26685,30244,2701,1596
Spain,Telefonica Moviles(SPAIN),214/07,9:30,-116,-16,3.62,5.13,5.35,2.8,373960,3.54,2.49,9.44,254474,47300,34078,1244,289
Spain,Vodafone (AirTel),214/01,9:30,-77,-12,3.01,3.19,2.41,10.9,526483,2.37,5.03,6,455285,44206,9886,2633,1811
Italy,TIM (Telecom Italia),222/01,9:30,-112,-15,3.47,3.71,9.8,20,640233,5.04,2.15,5.54,166258,38076,46339,3789,900
Italy,H3G(ITALY),222/99,9:30,-76,-10,0.13,4.24,4.49,2.2,242923,1.63,2.02,3.67,129314,42384,17237,3534,2449
Italy,Vodafone Omnitel,222/10,9:30,-114,-10,1.39,0.48,11.23,15.2,856938,3.25,2.71,6.15,160680,42255,21979,366,2071
Switzerland,Swisscom,228/01,9:30,-73,-9,3.97,2.34,11.55,0.6,767502,3.47,2.3,7.32,528992,6649,15328,2181,909
Switzerland,Sunrise DiAx,228/02,9:30,-64,-14,4.92,3.48,1.26,2.1,110235,3,1.77,5.85,298642,49022,9787,148,1911
United Kingdom,Everything Everywhere,234/30,9:30,-86,-6,3.7,4.02,6.73,9.1,295557,0.61,0.19,6.08,564974,10106,26093,2307,1450
United Kingdom,Telefonica O2 (CellNet),234/10,9:30,-82,-8,3.26,4.37,1.54,2,970060,3.38,4.87,9.46,831956,1874,20581,1771,2786
United Kingdom,Jersey Telecom (JT-Wave),234/50,9:30,-113,-11,0.2,4.43,6.4,10.7,469426,0.17,2.28,2.71,592062,34616,44502,913,1918
United Kingdom,Everything Everywhere (ex-Orange),234/33,9:30,-74,-9,1.41,2.72,1.63,3.1,842011,4.48,1.23,8.7,882781,18446,49198,1574,2382
Sweden,Tele2 - Comviq,240/07,9:30,-61,-15,1.08,5.49,2.71,1.2,313703,0.33,1.65,4.47,873398,19285,11964,1140,2897
Sweden,"Telenor (Vodafone,Europolitn)",240/08,9:30,-75,-12,3.06,1.58,5.29,11.6,727032,4.46,4.4,5.77,415891,44387,15660,690,2154
Norway,NetCom TeliaSonera,242/02,9:30,-105,-10,0.86,2.43,10.99,19.4,650923,2.18,3.36,7.51,342629,33559,5136,2772,1447
Estonia,EMT,248/01,9:30,-63,-7,0.36,2.23,4.53,10.9,965023,2.79,3.99,3.47,753540,47055,12471,4385,474
Russia,Vimpelcom Beeline (KB Impuls),250/99,9:30,-102,-10,1.05,3,8.44,3.6,885200,2.76,2.55,7.64,197350,23199,39674,4275,2622
Poland,P4 Play,260/06,9:30,-69,-14,3.61,0.64,6.44,4.1,235548,0.83,4.03,11.34,600839,18683,33225,4538,2260
Germany,E-Plus,262/03,9:30,-68,-12,3.48,3.82,0.75,6.3,406383,4.36,3.86,9.36,527356,27507,29369,4890,1611
Germany,Telekom Deutschland (T-Mobile),262/01,9:30,-97,-16,3.91,2.46,3.14,1.6,906067,0.68,3.5,3.66,764601,10725,23807,4076,1948
Germany,Telefonica O2/viag,262/07,9:30,-72,-13,1.27,3.96,3.25,9.6,739711,0.89,0.65,10.7,564811,38822,5276,3678,2630
Portugal,TMN,268/06,9:30,-72,-12,1.29,3.55,6.78,9.4,726157,4.25,4.28,3.06,750846,17656,10264,4842,2027
Turkey,AVEA (IS-TIM Aria),286/03,9:30,-113,-8,1.05,3.24,5.29,1.3,459626,2.93,0.06,2.84,330739,49695,31156,2542,2831
MACEDONIA,T-Mobile (Mobimak),294/01,9:30,-72,-10,0.47,3.53,3.39,12.1,840002,1.82,0.29,9.21,819189,18627,24295,4773,2596
Canada,Rogers Wireless,302/61,9:30,-60,-6,5.05,3.98,10.8,19.9,333823,3.89,1.89,10.98,408054,37044,37376,1775,2453
Canada,Rogers Wireless,302/22,9:30,-81,-13,1.39,2.1,1.97,2.9,316674,3.62,5.33,6.95,853709,29296,39472,3199,1259
United States of America ,AT&T,310/41,9:30,-106,-11,0.67,3.37,3.13,5.8,669711,3.32,2.94,6.07,638688,36681,45703,4003,918
United States of America ,T-Mobile,310/26,9:30,-110,-15,3.41,1.25,9.39,10.5,828238,0.98,0.51,2.09,995806,36813,15350,4319,2070
United States of America ,Southern Communications dba Southern LINC,310/15,9:30,-106,-6,5.5,5.14,5.76,6.8,156179,2.74,5.04,10.67,272158,49869,44953,244,1564
Unted States,Verizon Wireless,311/48,9:30,-99,-6,2.42,3.27,8.97,14,150420,3.05,1.35,1.32,858820,25657,28856,4246,2249
India,Airtel (Kolkata),404/31,9:30,-111,-10,4.29,3.31,3.61,19.1,477953,1.4,1.69,11.96,623623,20165,32685,447,2763
India,Airtel (Andhra Pradesh),404/49,9:30,-116,-16,3.63,2.59,11.29,9,250627,4.34,3.81,5.37,153646,23250,37569,3851,598
India,Airtel (Mumbai),404/92,9:30,-76,-12,2.46,2.54,5.66,6.4,587409,3.2,4.53,0.08,753888,20164,3140,471,1772
India,Airtel (Kerala),404/95,9:30,-104,-10,1.11,0.78,10.77,9.1,997610,4.05,0.92,4.99,292118,2877,4970,330,1343
India,AirTel (Chennai),404/03,9:30,-67,-14,3.25,3.44,5.29,7.4,869333,5.16,2.89,5.33,522331,8740,46064,2477,2717
India,Vodafone India (Mumbai) Hutchison Orange,404/20,9:30,-94,-13,1.76,2.37,8.98,17.5,538279,4.94,1.5,7.35,601830,18372,3391,4884,599
India,Airtel (Karnataka),404/45,9:30,-120,-11,2.86,2.92,5.67,6.1,202586,3.2,0.87,3.69,281993,48201,29295,4112,2838
India,Airtel (Maharashtra & Goa),404/90,9:30,-74,-16,2.07,5.39,0.61,12.8,972729,1.21,3.93,1.44,705229,43100,43151,4366,2473
India,India(404),404/94,9:30,-115,-7,3.76,3.77,0.15,4,935337,3.72,5.11,6.29,822841,44409,20854,327,1929
India,AirTel (Chennai),404/02,9:30,-92,-9,4.44,5.01,4.14,2.5,334532,3.74,1.59,7.3,724602,11300,21259,1409,2836
India,Airtel (Uttar Pradesh W),404/97,9:30,-73,-10,1.76,2.66,9.4,12.2,615005,1.98,5.03,1.07,794557,8282,48215,4323,1215
India,Vodafone (New Delhi) Hutchision Essar,404/11,9:30,-75,-8,4.43,4.26,9.68,6.2,355206,1.87,3.21,4.16,714541,8729,2894,3155,350
India,AirTel (Chennai),404/40,9:30,-63,-10,3.66,4.66,7.24,4.5,739760,5.2,2.87,9.91,184308,3269,44843,994,706
India,"Airtel (Rajasthan),Hexacom",404/70,9:30,-78,-6,0.37,0.14,8.07,18.8,199394,5.31,3.7,2.69,550904,18190,49486,2917,769
India,Airtel (Madhya Pradesh),404/93,9:30,-90,-11,1.74,0.63,3.92,10.6,781815,5.4,4.98,4.85,407201,16046,34041,4616,2929
India,Airtel (Haryana),404/96,9:30,-110,-15,5.35,5.35,10.74,13.9,936034,0.14,2.68,9.49,402772,34210,18834,4532,2877
India,Airtel (Delhi),404/10,9:30,-95,-13,2.01,0.08,0.11,3.6,942927,1.35,4.44,2.38,571395,30051,14147,335,2018
India(405),,405/52,9:30,-120,-7,5.13,5.03,11.67,10.2,225484,4.92,2.45,9.31,421153,3548,33285,99,2536
India(405),"AirTel (Bharti-Televentures), Uttar Predesh East",405/54,9:30,-116,-6,1.89,1.07,9.08,12.9,835010,2.44,5.47,9.04,918960,17174,22913,3370,884
India(405),"AirTel (Bharti-Televentures), Orissa",405/53,9:30,-73,-16,2.16,0.33,6.36,7.7,784531,5.36,0.28,6.09,475270,31287,45938,718,1556
Sri Lanka,Bharti Airtel,413/05,9:30,-106,-13,0.31,5.11,2.8,3.3,330945,0.52,1.57,0.32,623835,43699,20592,3432,1222
Sri Lanka,Dialog Axiata (ex MTN),413/02,9:30,-104,-16,3.26,1.6,9.6,10.3,655804,1.74,5.2,9.74,650754,7721,1182,3675,516
Myanmar,Telenor Myanmar (Comcel Myanmar),414/06,9:30,-77,-12,3.57,2.84,7.65,13.1,368061,4.65,0.99,3.66,596386,21158,26664,2884,186
Myanmar,Ooredoo Myanmar,414/05,9:30,-95,-14,5.44,3.11,5.38,2,490047,3.92,4.17,11.96,447828,36266,2097,3797,2570
Myanmar,Myanmar Post and Telecommunication,414/01,9:30,-101,-13,4.13,4.37,6.4,5.2,241540,2.38,4.4,7.1,133051,17135,24734,3879,83
Saudi Arabia,Mobily,420/03,9:30,-89,-10,0.61,4.2,8.54,3.6,232427,0.49,0.3,1.83,704336,4698,17417,3899,1348
Saudi Arabia,Saudi Telecom Company,420/01,9:30,-112,-7,4.04,1.84,4.85,15.3,137006,4.96,4.69,1.02,463432,34586,2132,1810,1963
United Arab Emirates,Etisalat(UAE),424/02,9:30,-98,-12,0.56,2.36,0.2,13.2,621210,3.53,1.2,6.76,992667,11012,30402,4889,519
Bahrain,Batelco,426/01,9:30,-76,-13,2.59,4.08,3.77,10.3,267388,4.2,4.83,7.05,140035,5996,28900,2231,1020
Qatar,Q-Tel,427/01,9:30,-75,-16,3.05,0.4,1.24,9.7,200401,3.12,0.41,9.03,663890,33584,48367,2862,1450
Japan,NTT Docomo,440/10,9:30,-86,-6,4.84,0.52,6.5,2.4,589577,2.22,1.79,4.48,401145,1855,15354,4639,1889
Japan,Soft Bank (Vodafone KK),440/20,9:30,-63,-15,4.91,2.84,6.68,17,552786,4.01,3.53,6.75,962595,15066,10439,1211,1755
South Korea,LGT Telcom,450/06,9:30,-97,-14,1.84,0.53,8.67,1.8,997583,0.23,5.45,8.82,809401,40443,30998,222,2438
