Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Cimarron,Oklahoma,2/6,-76,-11,4.73,4.04,11.15,1.3,321687,0.08,3.39,2.39,713522,37209,10582,2750
Cleveland,Oklahoma,2/6,-94,-15,2.27,2.36,0.77,3.6,847563,4.09,4.56,10.09,460613,38925,9006,2756
Coal,Oklahoma,2/6,-94,-15,5.37,2.79,11.96,9.2,529281,1.04,0.7,5.61,678894,10943,29773,3994
Comanche,Oklahoma,2/6,-68,-6,0.7,1.51,6.89,8.8,614971,2.59,0.64,4.59,140336,35844,32255,877
Cotton,Oklahoma,2/6,-97,-8,2.3,1.86,4.41,3.9,635013,4.2,3.3,0.62,163256,22816,6215,3327
Craig,Oklahoma,2/6,-75,-6,4.54,5.47,11.49,0.9,756772,5.09,1.35,2.79,817031,42054,3903,1217
Creek,Oklahoma,2/6,-109,-14,4.6,0.25,5.48,17.7,405864,1.59,2.66,11.85,401204,44278,28469,1376
Custer,Oklahoma,2/6,-107,-11,3.2,5.3,10.5,13.3,182809,2.63,2.21,8.84,957710,23554,42103,4584
Delaware,Oklahoma,2/6,-99,-6,5.45,1.66,6.15,5.3,837547,2.03,5.13,10.96,554540,36675,21458,4983
Dewey,Oklahoma,2/6,-75,-7,0.54,0.99,9.78,4,396535,2.5,1.88,4.92,897725,3878,29814,3258
Ellis,Oklahoma,2/6,-97,-7,5.35,0.59,4.95,9.3,315216,0.38,3.25,10.42,990833,3797,5806,4878
Garfield,Oklahoma,2/6,-62,-14,2.27,3.85,10.05,10.5,587990,2.91,5.11,9.66,841062,33930,19084,1650
Garvin,Oklahoma,2/6,-114,-10,1.35,5,6.06,3.8,202826,2.25,2.82,8.28,521189,4136,7129,4200
Grady,Oklahoma,2/6,-99,-8,4.55,4.65,8.91,12.8,136260,3.61,3.29,8.21,768654,14702,27737,2507
Grant,Oklahoma,2/6,-66,-15,2.66,2.61,11.42,4.2,412891,3.75,1.19,0.81,847212,13027,30541,4325
Greer,Oklahoma,2/6,-70,-7,4.59,3.14,8.86,2.6,215541,0.42,2.6,5.45,428123,23854,7645,3662
Harmon,Oklahoma,2/6,-70,-13,4.13,4.87,0.88,0.7,539362,2.86,1.12,5.83,526640,43584,25310,4751
Harper,Oklahoma,2/6,-86,-14,1.08,1.57,10.29,10,168235,3.03,0.49,4.4,285476,30999,18178,3112
Haskell,Oklahoma,2/6,-83,-12,2.05,3.04,0.72,19.1,699612,2.25,0.78,2.89,419651,21659,30040,2318
Hughes,Oklahoma,2/6,-106,-7,1.62,1.14,5.74,19.1,923659,2.96,3.23,9.29,932150,42398,18148,2910
Jackson,Oklahoma,2/6,-67,-13,5.15,4.69,4.61,8.9,330810,2.7,2.08,5.09,976441,10893,34845,2358
Jefferson,Oklahoma,2/6,-66,-11,1.75,4.98,3.08,13.5,964462,2.28,3.01,11.27,676561,33017,22917,2372
Johnston,Oklahoma,2/6,-86,-10,3.75,3.03,2.32,18,322899,5.13,3.57,11.08,306097,36501,39266,1604
Kay,Oklahoma,2/6,-61,-8,3.24,2.87,11.72,15.1,521576,1.1,3.38,8.47,177734,41763,44478,90
Kingfisher,Oklahoma,2/6,-94,-10,1.72,2.32,3.87,8.1,543039,3.35,1.56,1.5,630308,40177,26694,2621
Kiowa,Oklahoma,2/6,-67,-10,1.5,5.02,8.32,9.1,633595,0.25,2.84,6.48,239818,11462,7602,664
Latimer,Oklahoma,2/6,-61,-14,0.59,0.36,8.64,14.5,530628,3.86,4.51,0.62,626412,19744,49295,3330
Le Flore,Oklahoma,2/6,-114,-6,4.43,2.83,5.84,14.1,628641,1.46,3.89,5.98,505950,26528,16248,3644
Lincoln,Oklahoma,2/6,-88,-9,0.44,1.59,6.66,6.8,789661,2.48,5.22,2.8,423071,34958,23482,4177
Logan,Oklahoma,2/6,-112,-8,2.28,4.6,7.68,5.4,746995,2.96,3.45,1.97,611444,9922,14758,2406
Love,Oklahoma,2/6,-110,-9,4.79,0.05,7.53,3.4,969022,3.89,4.05,7.59,464497,33214,32331,2363
McClain,Oklahoma,2/6,-82,-12,5.26,1.73,7.02,17.2,556945,2.66,4.15,11.9,540917,45770,46782,1767
McCurtain,Oklahoma,2/6,-77,-13,4.94,0.63,6.66,1.9,217675,3.27,2.5,0.82,676707,36347,26455,4026
McIntosh,Oklahoma,2/6,-65,-15,4.28,0.98,3.47,1.8,183687,0.53,5.32,11.93,747089,13971,10202,1315
Major,Oklahoma,2/6,-82,-16,4.92,4.03,4.77,2,171238,1.24,3.94,3.4,483462,1404,49095,4969
Marshall,Oklahoma,2/6,-77,-7,5.5,3.58,3.26,7.6,241694,3.19,4.73,2.86,499120,44250,12964,4552
Mayes,Oklahoma,2/6,-119,-15,1.47,1.61,11.6,7.2,759887,3.72,0.52,1.05,793744,5573,19335,1525
Murray,Oklahoma,2/6,-115,-13,4.62,2.42,8.87,19.5,687932,4.12,2.33,11.61,194137,38851,15844,1591
Muskogee,Oklahoma,2/6,-79,-6,5.3,3.69,1.98,7.9,788805,2.47,5,4.37,318065,39767,28532,643
Noble,Oklahoma,2/6,-115,-10,3.77,3.71,1.88,2.2,201445,3.15,2.26,1.87,288044,21371,47375,2840
Nowata,Oklahoma,2/6,-118,-8,2.34,3.78,2.04,3,981807,1.75,3.32,9.77,902382,18519,33756,1295
Okfuskee,Oklahoma,2/6,-65,-6,2.66,1.21,0.17,12.8,596999,4.83,3.85,11.81,773656,7095,49527,4263
Oklahoma,Oklahoma,2/6,-78,-16,4.13,5.39,5.37,6.7,443367,1.04,1.63,0.75,201408,47247,38759,742
Okmulgee,Oklahoma,2/6,-98,-16,1.84,3.43,5.75,20,722363,0.73,5.29,5.83,358668,19114,2580,3706
Osage,Oklahoma,2/6,-66,-6,2.98,0.46,4.07,4.5,942346,0.69,3.9,3.38,831680,36380,48132,2599
Ottawa,Oklahoma,2/6,-65,-15,2.22,3.77,7.3,7.4,482996,2.26,2.13,8.45,209104,6781,8704,3418
Pawnee,Oklahoma,2/6,-118,-6,1.71,0.51,4.77,6.4,411880,1.06,0.41,1.03,486977,22353,41686,4761
Payne,Oklahoma,2/6,-105,-7,0.44,4.59,3.37,4.3,671837,5.12,4.89,4.79,362667,44677,1149,4747
Pittsburg,Oklahoma,2/6,-116,-13,3.97,0.49,5.54,2.8,839410,4.08,5.48,0.26,335530,15736,17025,4913
Pontotoc,Oklahoma,2/6,-69,-14,4.21,1.29,8.38,11.5,130756,3.07,5.28,9.42,109777,20629,25836,998
Pottawatomie,Oklahoma,2/6,-109,-14,0.39,2.84,7.19,13.9,430162,0.49,4.67,4.58,278366,34398,29313,2551
Pushmataha,Oklahoma,2/6,-68,-16,2.12,3.83,11.73,18.2,608580,0.76,2.37,9.41,800487,20357,15991,4899
Roger Mills,Oklahoma,2/6,-75,-6,4.9,0.74,3.88,3.5,269185,4.21,0.41,2.56,839183,32729,16308,1913
Rogers,Oklahoma,2/6,-116,-15,4.63,0.69,4.15,9.7,733937,5.43,2.88,0.1,282099,41255,32859,1353
Seminole,Oklahoma,2/6,-98,-15,4.46,2.94,2.58,9.2,759686,0.76,1.92,8.5,555357,27704,40408,3333
Sequoyah,Oklahoma,2/6,-83,-7,3.2,0.34,10.48,13,546079,5.22,2.92,9.93,282616,13134,23581,3026
Stephens,Oklahoma,2/6,-75,-16,4.38,3.77,11.05,9.8,388819,3.41,0.73,8.9,953520,7683,11877,4767
Texas,Oklahoma,2/6,-82,-6,4.79,2.95,7.71,2.1,477511,2.92,3.38,1.01,363072,31041,17450,1925
Tillman,Oklahoma,2/6,-118,-6,5.41,1.57,5.93,3.9,150055,4.04,4.38,2.01,632081,11730,47086,765
Tulsa,Oklahoma,2/6,-71,-11,4.56,1.57,5.06,1.8,431616,3.65,4.25,10.21,153808,11948,26505,2163
Wagoner,Oklahoma,2/6,-96,-10,0.9,1.47,9.54,4,530559,2.22,3.37,3.96,930555,18654,45379,976
Washington,Oklahoma,2/6,-106,-9,1.39,5.2,3.95,10.7,201068,4.48,1.21,6.25,633341,37744,28418,4988
Washita,Oklahoma,2/6,-73,-10,2.12,1.33,0.11,17.3,572591,0.09,5.35,7.09,922513,26973,6108,3968
Woods,Oklahoma,2/6,-80,-14,3.8,3.93,10.92,1.9,789854,5.49,4.9,4.09,489367,32014,32120,4030
Woodward,Oklahoma,2/6,-95,-15,2.37,2.93,11.08,15.1,650298,2.73,1.39,1.88,515810,24836,38624,1172
Baker,Oregon,2/6,-95,-15,2.19,2.62,10.08,3.3,433845,0.71,0.24,6.94,897728,21005,17042,2339
Benton,Oregon,2/6,-98,-14,1.56,1.76,2.28,17.5,493886,4.72,3.47,3.84,263892,4836,47172,999
Clackamas,Oregon,2/6,-72,-6,5.38,2.28,1.47,5,149833,4.81,1.45,2.94,348603,29662,6937,2337
Clatsop,Oregon,2/6,-74,-8,5.12,0.77,9.54,15.8,624112,0.18,3.59,10.53,635057,39344,6956,2582
Columbia,Oregon,2/6,-114,-15,0.45,5.37,10.49,11.1,902555,4.31,3.69,11.27,862705,36529,37567,305
Coos,Oregon,2/6,-84,-15,4.59,3.89,5.76,8.2,898493,4.59,1.15,8.99,540765,17711,41336,4685
Crook,Oregon,2/6,-67,-12,3.88,0.93,11.99,13.4,799715,3.27,0.54,3.38,342630,22683,19842,619
Curry,Oregon,2/6,-75,-10,2.02,0.87,10.22,3.3,471100,3.8,4.47,9.2,168067,23974,18956,1832
Deschutes,Oregon,2/6,-61,-14,1.92,4.09,1.71,2.9,388807,2.12,2.9,11.4,521780,44539,29336,2716
Douglas,Oregon,2/6,-111,-16,5.27,4.44,10.8,3.7,100115,3.96,1.4,10.98,621008,4002,35150,4443
Gilliam,Oregon,2/6,-120,-11,0.69,0.95,3.9,8.9,725850,4.45,1.21,7.9,850086,44971,7610,907
Grant,Oregon,2/6,-95,-7,2.74,4.88,9.23,15.4,981342,1.54,1.5,8.9,457806,11768,32279,3082
Harney,Oregon,2/6,-103,-6,2.47,3.88,10.21,6.5,477921,3.51,1.27,7.2,798409,5062,14443,2107
Hood River,Oregon,2/6,-112,-6,2.63,1.37,9.08,13.4,933928,1.47,3.26,6,670069,47803,9416,517
Jackson,Oregon,2/6,-84,-8,3.64,4.2,11.41,4.4,260750,1,3.36,7.07,407669,29716,5894,2816
Jefferson,Oregon,2/6,-106,-14,1.13,3.13,4.81,12.6,241369,0.96,3.81,11.46,194542,26120,32598,68
Josephine,Oregon,2/6,-66,-16,1.02,1.94,0.76,5.5,748506,3.01,1.24,3.83,198563,16231,45644,1817
Klamath,Oregon,2/6,-88,-6,2.44,3.93,6.55,14.4,622786,1.9,3.25,8.39,780325,20287,36307,4156
Lake,Oregon,2/6,-73,-16,3.04,0.45,7.66,2.5,179248,0.2,5.15,0.3,383037,39386,25530,2248
Lane,Oregon,2/6,-107,-13,0.78,0.78,4.33,14.4,998222,2.62,2.33,6.64,578053,44708,24083,2367
Lincoln,Oregon,2/6,-119,-15,3.69,3.91,4.79,4.9,399570,1.99,2.94,10.25,235670,14742,4595,1452
Linn,Oregon,2/6,-67,-14,3.04,2.16,3.32,18.6,705497,4.92,4.73,1.92,517174,31254,16438,2876
Malheur,Oregon,2/6,-85,-11,2.26,4.39,8.17,2.5,654165,1.22,2.01,1.35,930639,27291,17694,4785
Marion,Oregon,2/6,-85,-15,4.97,5.4,2.9,19.9,513273,2.73,2.41,0.35,477530,46973,48402,3471
Morrow,Oregon,2/6,-101,-6,1.37,0.39,6.09,13.2,749905,1.35,1.74,6.72,288330,9942,43214,2543
Multnomah,Oregon,2/6,-76,-7,3.67,5.45,2.32,6.1,856716,0.74,1.2,9.86,619225,8217,15248,2273
Polk,Oregon,2/6,-87,-6,4.27,5.32,0.17,3.7,380202,0.38,5.24,0.46,228182,48729,49724,3295
Sherman,Oregon,2/6,-117,-12,1.99,2.41,3.31,8.8,383120,2.07,0.42,7.91,196714,31273,20359,2075
Tillamook,Oregon,2/6,-76,-15,3.73,1.38,10.41,15.7,662314,3.53,3.9,2.28,532056,45401,21808,168
Umatilla,Oregon,2/6,-79,-15,2.74,2.61,7.9,2,590821,1.79,1.14,1.16,337536,24868,24815,3221
Union,Oregon,2/6,-110,-6,3.66,1.09,7.21,13.9,762307,5.18,5.36,10.51,127300,1776,11424,2963
Wallowa,Oregon,2/6,-70,-14,1.69,4.99,6.29,0.5,266867,0.2,3.41,0.13,972253,4128,24065,3564
Wasco,Oregon,2/6,-81,-8,4.26,3.29,6.95,3.4,808621,3.42,3.97,11.46,760486,34138,6271,3917
Washington,Oregon,2/6,-80,-6,1.82,3.3,4.58,4.2,594764,4.27,1.66,11.78,643302,30924,10434,3607
Wheeler,Oregon,2/6,-83,-12,1.98,1.68,6.85,10.9,600906,2.62,3.11,5.76,788339,22559,32914,1467
Yamhill,Oregon,2/6,-79,-9,4.59,0.49,8.07,13.3,363532,3.46,4.91,3.31,888809,21173,26515,147
Adams,Pennsylvania,2/6,-68,-14,2.63,2.9,4.06,16,532730,1.25,5.05,3.08,874879,40598,10483,1433
Allegheny,Pennsylvania,2/6,-113,-16,2.73,3.42,9.41,14,129644,1.77,5.2,5.6,488597,1995,14314,2863
Armstrong,Pennsylvania,2/6,-112,-14,1.37,2.7,5.55,2.9,350037,1.91,3.89,0.84,796080,36031,1224,3194
Beaver,Pennsylvania,2/6,-80,-8,1.71,0.85,10.14,3.7,148997,5.48,0.54,9.17,578118,34833,20146,896
Bedford,Pennsylvania,2/6,-118,-15,4.99,0.2,5.29,2.6,566338,4.63,3.13,3.55,118214,31053,37056,3915
Berks,Pennsylvania,2/6,-72,-13,3.15,3.9,5.32,4.1,589354,4.69,5.14,8.56,614007,26960,16764,932
Blair,Pennsylvania,2/6,-73,-7,5.24,0.25,0.87,10.8,416864,0.45,0.36,4.64,124639,24142,14478,3081
Bradford,Pennsylvania,2/6,-77,-10,4.21,4.62,11.46,9.4,689474,4.93,1.46,5.04,201806,20571,6360,2718
Bucks,Pennsylvania,2/6,-106,-13,4.43,4.54,7.95,10.7,265471,0.77,2.8,6.48,306453,41467,27148,1716
Butler,Pennsylvania,2/6,-63,-13,2.61,4.09,9.09,6.6,743427,4.24,0.42,3.28,973358,46904,18763,2447
Cambria,Pennsylvania,2/6,-116,-7,3.94,5.45,10.01,17.9,219707,0.45,3.9,6.64,116298,8752,44785,904
Cameron,Pennsylvania,2/6,-82,-12,3.41,4.74,5.89,16.1,810739,0.23,5.11,5.38,660691,14981,33249,1039
Carbon,Pennsylvania,2/6,-93,-6,0.09,1.31,8.28,18.6,624891,2.95,1.97,2.59,712875,7311,39795,4403
Centre,Pennsylvania,2/6,-73,-9,2.67,5.24,2.88,10.6,322896,1.34,0.7,9.72,443150,48768,41447,2075
Chester,Pennsylvania,2/6,-106,-14,3.71,4.79,11.69,13.4,129814,0.44,3.09,2.78,893115,39348,33595,4567
Clarion,Pennsylvania,2/6,-112,-7,4.47,2.01,1.27,3.2,435544,0.85,0.4,2.3,512410,49332,2347,1349
Clearfield,Pennsylvania,2/6,-61,-10,0.33,1.48,5.31,11.4,252870,2.38,5.5,0.71,309294,45069,11670,1040
Clinton,Pennsylvania,2/6,-61,-14,3.9,5.22,6.96,9,519081,2.59,4.01,3.74,898242,8278,9441,1760
Columbia,Pennsylvania,2/6,-73,-7,3.3,2.91,9.15,4,397705,3,1.89,2.37,432817,45221,14272,284
Crawford,Pennsylvania,2/6,-89,-16,4.09,2.78,1.3,10.8,439290,3.87,2.36,4.93,776258,3914,20309,145
Cumberland,Pennsylvania,2/6,-78,-8,3.78,4.25,6.85,8.3,506827,1.15,0.39,8.38,255260,7104,30368,3844
Dauphin,Pennsylvania,2/6,-67,-6,1.4,4.78,2.05,11.9,244002,2.92,4.38,5.58,295526,22985,30614,1301
Delaware,Pennsylvania,2/6,-106,-6,4.24,2.09,3.49,0.6,991145,3.85,3.21,3.59,918282,2739,46717,4985
Elk,Pennsylvania,2/6,-114,-11,0.51,0.34,7.62,5.5,425054,5.1,4.51,6.92,130507,7765,48767,386
Erie,Pennsylvania,2/6,-119,-11,2.05,4.97,1.4,3.6,191321,3.03,1.42,11.61,255614,36715,29712,1369
Fayette,Pennsylvania,2/6,-87,-10,3.2,0.77,4.14,18.4,942071,5.17,1.48,11.57,464168,26807,12619,120
Forest,Pennsylvania,2/6,-86,-9,1.78,4.24,8.45,16,413600,5.16,5.07,1.83,272862,23689,11918,2665
Franklin,Pennsylvania,2/6,-91,-10,2.34,0.3,5.45,9.6,135284,1.69,3.59,6.21,145810,41560,15383,3840
Fulton,Pennsylvania,2/6,-83,-11,4.03,2.12,11.7,1,333967,0.1,5.17,1.93,211137,6707,13735,948
Greene,Pennsylvania,2/6,-92,-7,0.92,2.51,8.23,1.3,718321,2.17,0.68,7.5,252575,43374,7734,3303
Huntingdon,Pennsylvania,2/6,-60,-14,4.63,1.3,3.76,13.2,642111,2.47,1.19,10.39,940657,1921,32717,525
Indiana,Pennsylvania,2/6,-117,-16,0.88,4.86,1.4,16.9,453517,4.44,2.58,11.48,855351,49397,39847,2550
Jefferson,Pennsylvania,2/6,-109,-12,3.91,2.51,2.92,6.9,164184,2.4,1.22,4.69,587901,32162,12674,4415
Juniata,Pennsylvania,2/6,-98,-10,4.04,2.78,11.5,13.8,435448,0.99,4.16,9.14,711322,48277,8641,3326
Lackawanna,Pennsylvania,2/6,-99,-15,1.46,5.34,5.95,18.8,105157,5.46,1.44,9.3,802965,3750,27527,4620
Lancaster,Pennsylvania,2/6,-76,-10,2.48,3.97,1.92,11.2,752168,4.19,2.57,8.98,253204,25656,42114,3014
Lawrence,Pennsylvania,2/6,-111,-10,4.64,4.27,4.84,9.1,506373,3.78,0.17,8.34,926655,40000,31972,3880
Lebanon,Pennsylvania,2/6,-118,-7,1.13,5.34,0.57,13.8,717153,1.43,5.43,2.23,439641,45324,9450,1282
Lehigh,Pennsylvania,2/6,-89,-12,4.24,0.43,7.44,5.3,761958,0.09,3.58,9.65,111490,15613,38596,638
Luzerne,Pennsylvania,2/6,-105,-11,3.1,4.81,7.82,6.6,145404,4.25,2.88,7.55,452047,14384,7503,2927
Lycoming,Pennsylvania,2/6,-89,-9,2.17,5.35,11.64,4,475442,2.67,3.69,10.8,263787,17231,47691,2694
McKean,Pennsylvania,2/6,-120,-7,5.32,3.02,11.38,11.1,295028,1.65,2.65,8.95,645761,16668,45028,425
Mercer,Pennsylvania,2/6,-110,-16,2.67,5.28,4.68,9.1,831269,3.92,2.73,2.09,178535,24610,33599,155
Mifflin,Pennsylvania,2/6,-67,-9,5.27,0.42,3.92,16,351857,5.01,4.36,0.34,654608,47185,38506,1625
Monroe,Pennsylvania,2/6,-86,-6,2.23,1.7,0.66,19.2,634041,0.68,5.4,3.1,133633,39633,13924,669
Montgomery,Pennsylvania,2/6,-107,-6,4.88,5.05,1.05,15.7,870191,4.59,3.59,9.3,674598,45548,2971,1739
Montour,Pennsylvania,2/6,-87,-9,5.31,1.9,5.08,17.1,461533,1.84,2.48,0.86,549880,14919,37596,5000
Northampton,Pennsylvania,2/6,-107,-9,0.09,3.79,7.48,9.8,468872,1.62,1.82,3.72,530190,21322,17440,682
Northumberland,Pennsylvania,2/6,-113,-15,1.41,4.98,4.36,6.4,832096,3.91,1.85,11.73,632438,11574,41889,1845
Perry,Pennsylvania,2/6,-92,-13,1.8,3.26,8.19,17.9,485713,4.97,1.42,7.41,443417,34626,37783,4737
Philadelphia,Pennsylvania,2/6,-108,-15,1.24,1.26,7.41,1.9,625429,4.68,0.87,2.48,528342,12918,34530,3559
Pike,Pennsylvania,2/6,-67,-14,0.12,4.55,11.79,9.7,386616,0.21,4.23,6.44,588415,43512,12662,2751
Potter,Pennsylvania,2/6,-86,-14,4.1,1,0.41,15.2,362298,2.39,1.29,6.79,877554,29654,22719,1975
Schuylkill,Pennsylvania,2/6,-87,-9,4.79,4.74,4.74,3,489253,2.08,2.15,8.48,321630,20820,48745,4228
Snyder,Pennsylvania,2/6,-82,-10,0.93,2.49,5.07,0.6,812077,1.93,1.96,4.46,514132,14488,47719,2672
Somerset,Pennsylvania,2/6,-60,-15,4.97,4.61,4.71,13.7,515556,4.85,0.75,2.86,685983,25588,45738,3238
Sullivan,Pennsylvania,2/6,-111,-10,3.74,4.17,6.5,16.6,806155,5.16,1.85,0.66,648602,48803,23899,953
Susquehanna,Pennsylvania,2/6,-109,-8,5.28,0.58,9.26,9.2,981826,3.66,3.58,5.82,309297,48786,42824,526
Tioga,Pennsylvania,2/6,-67,-13,4.07,3.17,0.7,4,241537,5.35,5.46,7.29,396476,43027,37541,946
Union,Pennsylvania,2/6,-90,-10,0.62,0.97,0.18,4,771233,0.67,1.54,7.27,129527,28564,48144,738
Venango,Pennsylvania,2/6,-116,-10,0.41,1.78,3.33,14.8,164793,5.28,0.09,5.74,897566,24014,11031,125
Warren,Pennsylvania,2/6,-103,-15,1.69,5.25,7.97,1,675440,4.29,0.23,9.8,828928,49308,46222,4915
Washington,Pennsylvania,2/6,-70,-8,3.51,0.08,1.53,0.7,158147,3.86,0.58,11.37,480651,11309,25086,4330
Wayne,Pennsylvania,2/6,-117,-9,0.5,1.01,7.2,12.3,278608,0.38,2.63,9.12,312105,47536,26108,2082
Westmoreland,Pennsylvania,2/6,-101,-7,1.46,3.39,4.36,11.7,878127,3.16,4.05,11.92,508853,3191,14700,2566
Wyoming,Pennsylvania,2/6,-66,-7,4.62,0.1,7.67,2,806399,0.81,5,4,474473,24415,18468,488
York,Pennsylvania,2/6,-100,-16,3.74,4.55,5.2,0.9,643549,5.46,4.51,4.92,931122,30988,44684,2630
Bristol,Rhode Island,2/6,-76,-16,4.5,5.47,0.79,0.8,139722,2.68,2.8,5.95,547253,18311,45018,1892
Kent,Rhode Island,2/6,-101,-12,1.02,2.07,4.06,8.9,557938,5.03,0.45,2.23,719161,45573,49566,3500
Newport,Rhode Island,2/6,-62,-7,1.75,3.83,3.51,5.5,173191,2.13,4.7,11.97,656110,43565,29249,4116
Providence,Rhode Island,2/6,-96,-11,2.12,0.08,4.46,9.2,747383,3.66,4.43,0.48,401079,49118,43177,819
Washington,Rhode Island,2/6,-71,-6,4.84,2.22,4.28,5.6,864145,5.23,2.5,10.24,779320,19696,36753,759
Abbeville,South Carolina,2/6,-111,-11,4.65,0.56,8.66,6.4,663879,2.73,1.51,9.02,156458,49608,10889,2127
Aiken,South Carolina,2/6,-88,-10,3.29,0.16,9.41,13.2,469005,2.74,3.69,8.88,209584,30794,33536,4132
Allendale,South Carolina,2/6,-111,-12,2.66,3.64,2.42,12.1,499997,3.11,0.66,0.27,890958,31996,10956,1365
Anderson,South Carolina,2/6,-109,-12,0.48,3.75,8.53,3.8,313053,3.78,2.92,10.98,412311,2860,18470,616
Bamberg,South Carolina,2/6,-60,-10,1.78,2.33,11.22,8.2,602831,2.6,4.5,1.13,628579,2666,39931,1565
Barnwell,South Carolina,2/6,-87,-14,1.23,5.21,1.71,4.6,992129,2.37,1,2.98,593155,41895,41219,1735
Beaufort,South Carolina,2/6,-68,-16,3.48,1.02,5.52,1.7,933617,2.85,0.2,9.46,687303,23933,48762,4771
Berkeley,South Carolina,2/6,-75,-6,3.37,2.82,6.46,6.2,603613,2,2.55,9.82,113989,42030,44614,4976
Calhoun,South Carolina,2/6,-85,-8,0.39,5.22,6.4,1.8,700114,2.33,5.37,3.37,954649,43466,28180,1855
Charleston,South Carolina,2/6,-73,-9,0.22,0.05,7.98,7.5,746351,1.47,4.17,4.57,996108,16752,41842,3077
Cherokee,South Carolina,2/6,-103,-7,3.09,5.3,0.3,6.7,107124,4.46,3.39,2.22,834479,26161,49996,1056
Chester,South Carolina,2/6,-116,-12,5.43,4.53,9.61,6.9,112893,4.41,0.18,11.53,771176,46378,3676,4045
Chesterfield,South Carolina,2/6,-105,-15,4.05,2.52,11.74,3.2,122909,4.61,0.33,2.94,452271,10334,16842,3657
Clarendon,South Carolina,2/6,-69,-13,1.64,5.35,6.13,9,503497,4.49,2.51,2.48,578782,10876,12543,3124
Colleton,South Carolina,2/6,-72,-11,2.55,1.25,10.1,12.8,643636,0.99,2.44,5.96,415827,27570,43257,2810
Darlington,South Carolina,2/6,-103,-14,5.14,3.89,6.78,8.8,405930,3.5,4.31,9.69,286237,16207,27650,758
Dillon,South Carolina,2/6,-102,-12,3.46,0.27,7.93,17.2,725061,2.58,0.8,11.19,445956,20839,34508,2170
Dorchester,South Carolina,2/6,-115,-7,2.52,2.06,9.51,12,338674,4.47,5.43,2.35,945204,27015,18708,1538
Edgefield,South Carolina,2/6,-87,-10,1.71,2.79,0.14,1.4,718307,0.91,4.59,4.57,183349,8268,23097,1736
Fairfield,South Carolina,2/6,-81,-10,1.9,3.22,1.94,10.9,970380,4.01,3.82,8.66,144184,20930,48247,2619
Florence,South Carolina,2/6,-62,-15,0.55,0.13,6.11,16.2,240814,3.33,4.94,9.53,117498,23251,45616,4992
Georgetown,South Carolina,2/6,-94,-6,0.24,4.66,4.22,7.3,666482,3.79,2.48,4.05,125296,31438,32851,1843
Greenville,South Carolina,2/6,-79,-9,1.18,4.17,1.52,18.6,172255,4.57,4.61,5.39,245565,21242,44922,358
Greenwood,South Carolina,2/6,-65,-8,3.49,2.61,1.57,9,997535,0.96,2.35,7.89,878483,43261,6756,930
Hampton,South Carolina,2/6,-107,-12,5.27,4.24,9.53,6.2,189306,1.18,2.61,6.19,843997,38844,16680,1327
Horry,South Carolina,2/6,-90,-13,3.77,1.27,4.55,17.2,521936,1.86,3.02,8.72,229494,47104,7778,1715
Jasper,South Carolina,2/6,-60,-7,0.33,1.45,7.19,4.1,833580,5.02,4.44,1.45,752234,37017,31787,2109
Kershaw,South Carolina,2/6,-94,-15,4.92,3.85,3.25,14.7,942248,3.37,4.7,8.3,889000,25084,10077,1124
Lancaster,South Carolina,2/6,-71,-10,5.45,0.86,9.05,2.5,680358,1.18,4.77,3.32,496564,30291,17261,1821
Laurens,South Carolina,2/6,-111,-15,2.04,0.17,2.21,19.3,430156,2.64,0.79,1.9,628358,6199,17483,323
Lee,South Carolina,2/6,-102,-7,1.43,3.05,3.43,0.7,559236,4.67,4.29,8.8,402384,8468,46720,3724
Lexington,South Carolina,2/6,-91,-9,0.53,3.3,0.27,11,613539,4.72,4.92,2.03,507109,35856,2558,1002
McCormick,South Carolina,2/6,-89,-7,1.32,4.54,4.95,3.9,733368,1.22,2.25,7.61,498860,3343,32687,904
Marion,South Carolina,2/6,-71,-6,4.38,0.33,6.86,12.7,150368,3.77,0.66,7.11,625100,48287,14506,2844
Marlboro,South Carolina,2/6,-105,-8,2.11,0.23,9.75,13.2,866356,3.17,0.17,9.03,708632,25816,12742,4897
Newberry,South Carolina,2/6,-118,-14,2,0.3,5.57,19.5,944502,0.76,4.05,8.5,125841,3844,31806,4545
Oconee,South Carolina,2/6,-98,-6,4.76,3.28,5.81,10.7,777402,0.87,1.99,0.08,896295,23792,24725,3142
Orangeburg,South Carolina,2/6,-113,-7,4.69,1.02,10,14.1,204756,2.67,3.77,9.05,370357,38907,41858,2393
Pickens,South Carolina,2/6,-65,-10,1.12,5.14,1.67,3.7,261135,2.2,1.92,0.83,328263,32131,8838,1936
Richland,South Carolina,2/6,-119,-7,3.42,3.51,1.12,11.1,174038,2.93,1.21,8.92,317655,43871,15837,171
Saluda,South Carolina,2/6,-115,-11,1.23,3.79,10.55,11.4,415027,1.23,4.18,1.03,875222,37613,49502,2744
Spartanburg,South Carolina,2/6,-116,-13,0.8,3.42,5.46,12,114514,4.9,3.99,11.53,708499,35915,2575,761
