Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Dubuque,Iowa,9:45,-124.71,-7.36,7.17,9.17,1.2,2.4,808265,0.04,0.1,0.1,447874,29387,29705,108
Emmet,Iowa,9:45,-124.52,-7.7,5.29,7.27,1.58,3.78,927829,0.03,0.03,0.05,912630,41856,28874,4335
Fayette,Iowa,9:45,-113.73,-6.4,9.39,8.6,1.29,4.29,849417,0.03,0.09,0.07,256324,37236,27035,1880
Floyd,Iowa,9:45,-123.38,-6.75,6.15,6.82,1.93,4.16,298762,0.07,0.04,0.07,640749,37843,26291,1949
Franklin,Iowa,9:45,-102.53,-6.87,5.23,5.1,0.61,4.42,373557,0.03,0.04,0.05,970162,45437,48494,2657
Fremont,Iowa,9:45,-103.48,-6.34,7.79,8.73,1.33,3.73,294922,0.01,0.06,0.01,751378,15294,33604,4251
Greene,Iowa,9:45,-112.55,-6.8,8.68,6.11,1.34,3.06,677370,0.06,0.03,0.1,958210,29691,46765,1188
Grundy,Iowa,9:45,-113.27,-7.69,5.76,6.88,0.72,3.71,674123,0.07,0.02,0.01,427490,42315,28405,4880
Guthrie,Iowa,9:45,-113.67,-6.98,9.84,7.49,1.19,2.42,306436,0.08,0.09,0.02,174804,22951,23692,2161
Hamilton,Iowa,9:45,-120.02,-6.56,8.91,7.23,0.51,3.07,158544,0.03,0.07,0.04,999784,15118,14059,2755
Hancock,Iowa,9:45,-112.58,-7.77,9.48,6.62,1.83,4.19,511531,0.03,0.1,0.1,133770,36538,7998,3559
Hardin,Iowa,9:45,-127.81,-7.48,8.76,5.9,0.97,3.41,654720,0.06,0.07,0.03,179675,3046,43708,2048
Harrison,Iowa,9:45,-102.44,-6.88,7.23,5.01,1.06,4.86,803271,0.08,0.08,0.1,266097,9954,44081,2703
Henry,Iowa,9:45,-123.15,-6.74,9.31,8.39,0.72,3.01,119866,0.04,0.09,0.01,318468,47922,45518,2521
Howard,Iowa,9:45,-108.49,-7.63,5.6,7.44,1.55,2.51,355852,0.04,0.04,0.01,737888,9344,40365,2105
Humboldt,Iowa,9:45,-100.18,-7.91,5.37,7.19,0.84,2.3,967558,0.01,0.09,0.05,201241,31533,7826,1719
Ida,Iowa,9:45,-121.74,-7.47,5.16,7.88,1.92,3.93,792908,0.08,0.04,0.02,634304,38770,13903,2528
Iowa,Iowa,9:45,-117.49,-7.4,5.28,6.31,1.11,3.57,107080,0.05,0.06,0.09,383544,26891,5985,1405
Jackson,Iowa,9:45,-128.75,-7.74,9.91,9.69,1.32,3.82,982840,0.1,0.07,0.02,483843,4358,3523,3286
Jasper,Iowa,9:45,-117.3,-6.16,7.27,8.56,1.63,4.18,701387,0.1,0.04,0.01,977522,9487,37529,2786
Jefferson,Iowa,9:45,-129.9,-7.09,5.7,9.77,1.51,2.87,660180,0.08,0.09,0.1,329305,44044,38873,1821
Johnson,Iowa,9:45,-117.31,-7.03,5.33,7.92,0.6,3.37,869367,0.04,0.01,0.06,175736,20233,16851,3187
Jones,Iowa,9:45,-123.55,-6.88,8.95,8.82,1.1,3.05,341115,0.04,0.09,0.07,728129,15489,1153,3765
Keokuk,Iowa,9:45,-114.81,-6.11,5.1,6.22,0.63,3.1,522062,0.09,0.05,0.01,669496,1990,12086,1823
Kossuth,Iowa,9:45,-124.51,-7.4,9.14,6.66,1.57,4.19,799388,0.1,0.04,0.02,661156,13163,6863,3441
Lee,Iowa,9:45,-105.52,-6.52,8.78,6.04,1.88,3.57,977525,0.07,0.03,0.05,869923,20841,32127,3725
Linn,Iowa,9:45,-111.77,-7.71,8.02,5.95,1.71,3.05,410479,0.03,0.06,0.02,279295,12643,34518,2632
Louisa,Iowa,9:45,-113.66,-7.17,5.82,5.64,1.6,2.77,446228,0.01,0.02,0.04,932972,43222,49811,2218
Lucas,Iowa,9:45,-104,-6.51,8.72,7.16,1.81,3.08,970816,0.05,0.08,0.05,695477,6049,33677,2162
Lyon,Iowa,9:45,-106.46,-6.32,7.43,7.59,1.72,3.71,241276,0.05,0.05,0.04,102289,38721,37190,3278
Madison,Iowa,9:45,-103.63,-7.92,8.79,7.35,0.94,3.1,245054,0.06,0.05,0.07,230742,42262,16078,333
Mahaska,Iowa,9:45,-103.1,-7.65,8.03,7.7,1.19,3.89,664640,0.02,0.09,0.05,993250,29088,24609,3648
Marion,Iowa,9:45,-102.75,-7.03,9.67,6.17,1.83,3.97,961953,0.03,0.02,0.08,768003,20479,5367,3584
Marshall,Iowa,9:45,-121.77,-6.35,6.61,6,1.26,2.48,362378,0.08,0.02,0.01,545261,36597,23612,1276
Mills,Iowa,9:45,-102.84,-7.05,9.77,7.34,1.4,4.28,518911,0.01,0.1,0.03,953210,22350,13000,4233
Mitchell,Iowa,9:45,-113.9,-6.24,5.52,8.82,1.57,4.21,329722,0.01,0.1,0.01,354089,33718,26360,1460
Monona,Iowa,9:45,-122.62,-6.6,6,9.78,0.99,4.45,957758,0.08,0.06,0.05,336321,44059,32309,4920
Monroe,Iowa,9:45,-114.43,-7.82,6,9.98,0.96,4.64,886261,0.07,0.08,0.05,315455,48505,17397,1023
Montgomery,Iowa,9:45,-101.18,-6.55,5.36,8.08,1.84,3.32,662039,0.03,0.1,0.05,850050,34680,37621,59
Muscatine,Iowa,9:45,-101.22,-6.49,7.05,6.88,0.75,4.13,652836,0.07,0.09,0.02,472080,23050,16193,1734
O'Brien,Iowa,9:45,-117.56,-6.07,6.19,8.91,0.77,4.39,854260,0.02,0.05,0.07,874646,39952,30346,161
Osceola,Iowa,9:45,-122.42,-7.39,8.99,7.76,1.31,2.28,942163,0.01,0.07,0.03,249100,7251,19464,618
Page,Iowa,9:45,-120.62,-6.94,9.05,9.41,1.76,4.02,880830,0.02,0.01,0.03,771565,39048,1550,3176
Palo Alto,Iowa,9:45,-120.25,-7.6,7.29,6.64,1.45,2.11,872274,0.01,0.02,0.02,740155,31314,16713,61
Plymouth,Iowa,9:45,-117.62,-7.65,8.01,9.39,0.71,2.34,806538,0.09,0.01,0.01,916052,34916,12856,4116
Pocahontas,Iowa,9:45,-103.02,-7.36,9.39,6.72,0.74,3.87,714053,0.1,0.05,0.02,379876,16579,29919,4740
Polk,Iowa,9:45,-120.67,-7.18,7.5,5.23,1.81,2.7,551250,0.04,0.03,0.04,174267,15143,44342,4063
Pottawattamie,Iowa,9:45,-103.75,-6.51,7.92,5.59,0.99,2.24,683201,0.04,0.03,0.01,667143,29505,38264,2826
Poweshiek,Iowa,9:45,-120.52,-7.25,6.43,6.29,1.81,2.18,373820,0.07,0.04,0.02,488968,25902,18129,1371
Ringgold,Iowa,9:45,-129.64,-7.59,8.05,6.63,0.69,4.07,907489,0.08,0.05,0.05,971573,7647,17677,2442
Sac,Iowa,9:45,-118.69,-7.26,6.35,7.93,0.85,4.76,776398,0.08,0.03,0.06,380970,28852,28524,2502
Scott,Iowa,9:45,-121.68,-6.22,5.33,8.5,1.71,4.63,834080,0.08,0.04,0.07,441422,9148,34489,2618
Shelby,Iowa,9:45,-121.33,-7.72,5.62,5.66,0.96,2.5,337817,0.05,0.03,0.04,528861,6801,22582,4495
Sioux,Iowa,9:45,-120.99,-7.82,5.24,9.39,1.65,3.46,667938,0.09,0.02,0.09,488724,41535,45750,592
Story,Iowa,9:45,-123.12,-7.56,8.36,8.78,1.7,4.79,326769,0.01,0.04,0.1,433153,32900,24932,3715
Tama,Iowa,9:45,-122.64,-7.47,9.07,8.97,1.56,4.94,332942,0.04,0.05,0.06,753869,19096,49890,1028
Taylor,Iowa,9:45,-107.03,-6.75,6.32,9.11,0.97,2.1,916832,0.1,0.03,0.09,896869,17917,17515,1031
Union,Iowa,9:45,-113.86,-6.98,5.3,6.92,1.59,2.41,829044,0.08,0.02,0.04,611402,36743,21851,4910
Van Buren,Iowa,9:45,-128.29,-6.07,7.01,6.4,1.37,4.59,466352,0.03,0.02,0.05,806277,48682,19567,325
Wapello,Iowa,9:45,-102.22,-6.12,7.18,5.64,1.03,2.87,948408,0.08,0.08,0.1,762160,34621,15902,3063
Warren,Iowa,9:45,-117.81,-7.78,8,7.84,0.51,4.14,577151,0.1,0.09,0.02,179235,29393,19173,4770
Washington,Iowa,9:45,-113.27,-6.35,8.75,7.06,1.15,4.77,602033,0.04,0.03,0.07,391303,9990,28215,2569
Wayne,Iowa,9:45,-112.05,-6.87,5.5,8.74,1.83,3.61,897442,0.04,0.01,0.04,488936,15987,1427,1478
Webster,Iowa,9:45,-107.8,-6.97,9.9,6.73,0.89,2.01,911610,0.07,0.08,0.04,366257,25176,32113,1890
Winnebago,Iowa,9:45,-122.8,-7.28,8.76,5.93,1.26,3.23,586465,0.02,0.03,0.01,546622,33633,19127,4595
Winneshiek,Iowa,9:45,-118.13,-7.19,8.65,7.47,1.72,2.9,580160,0.01,0.01,0.05,709496,11604,20554,4579
Woodbury,Iowa,9:45,-121.85,-7.43,9.82,7.77,1.1,3.01,763450,0.05,0.04,0.07,626309,30884,38667,3252
Worth,Iowa,9:45,-122.29,-6.12,8.83,6.28,1.02,2.2,285899,0.04,0.08,0.08,126169,11577,35620,4242
Wright,Iowa,9:45,-119.65,-6.74,7.31,9.5,0.89,3.1,975485,0.08,0.1,0.05,692521,21106,32216,205
Allen,Kansas,9:45,-115,-7.8,7.78,5.05,1.6,2.22,383988,0.03,0.01,0.1,338306,28087,21273,2853
Anderson,Kansas,9:45,-122.67,-6.22,5.37,6.67,1.52,3.07,568183,0.06,0.06,0.08,814725,40655,26533,2361
Atchison,Kansas,9:45,-117.34,-6.87,6.72,9.04,0.82,2.6,891460,0.01,0.08,0.02,651862,5615,20903,3160
Barber,Kansas,9:45,-120.96,-6.74,5.09,6.84,1.91,3.75,593145,0.09,0.07,0.05,928698,12106,32108,507
Barton,Kansas,9:45,-109.66,-6.17,7.51,7.91,1.53,4.24,696900,0.05,0.05,0.01,632683,39046,1225,4745
Bourbon,Kansas,9:45,-105.83,-7.79,8.42,5.15,2,3.49,672122,0.07,0.03,0.07,207447,24963,32470,1686
Brown,Kansas,9:45,-123.85,-7.23,7.18,7.1,1.26,3.4,384727,0.02,0.06,0.05,118287,1046,20824,1818
Butler,Kansas,9:45,-119.65,-7.17,9.27,8.12,1.76,2.44,936842,0.1,0.04,0.06,996528,39672,29591,3903
Chase,Kansas,9:45,-127.43,-7.7,7.71,6.55,1.19,3.55,698989,0.05,0.08,0.1,366479,44984,41224,4164
Chautauqua,Kansas,9:45,-128.88,-6.38,6.52,7.81,1.66,2.66,718818,0.01,0.08,0.05,451901,21868,2348,1115
Cherokee,Kansas,9:45,-101.59,-6.58,6.14,5.86,1,3.14,847070,0.08,0.04,0.04,922835,15050,4236,2261
Cheyenne,Kansas,9:45,-113.13,-6.23,8.06,6,1.58,4.2,857359,0.02,0.01,0.07,449934,9722,23525,258
Clark,Kansas,9:45,-128.15,-7.28,9.54,5.93,1.95,2.25,916077,0.1,0.05,0.02,920868,28821,25417,1084
Clay,Kansas,9:45,-114.26,-7.92,6.53,9.3,1.35,4.99,456441,0.04,0.05,0.1,930667,36782,11318,444
Cloud,Kansas,9:45,-125.56,-6.92,6.88,6.7,1.37,4.21,558236,0.09,0.05,0.09,454919,49603,9304,3441
Coffey,Kansas,9:45,-127.8,-7.23,7.33,8.21,1.03,4.28,296431,0.01,0.07,0.04,774679,14392,9167,4125
Comanche,Kansas,9:45,-118.57,-6.03,7.63,7.63,0.66,2.31,538338,0.05,0.08,0.07,590747,39969,2857,669
Cowley,Kansas,9:45,-117.63,-6.22,8.94,8.8,0.57,3.7,657886,0.01,0.05,0.09,171571,35430,35664,220
Crawford,Kansas,9:45,-110.54,-6.45,6.27,7.22,1.13,4.34,922182,0.09,0.06,0.06,207235,6610,48309,2502
Decatur,Kansas,9:45,-100.57,-6.66,8.11,9.48,1.82,4.3,909139,0.06,0.04,0.02,867802,17384,10583,4848
Dickinson,Kansas,9:45,-109.07,-7.55,5.57,5.9,1.31,2.99,568362,0.06,0.03,0.05,416944,46661,26793,1655
Doniphan,Kansas,9:45,-126.52,-7.75,6.29,9.53,0.71,2.83,660278,0.04,0.01,0.09,842294,47594,43321,2582
Douglas,Kansas,9:45,-107.11,-6.83,6.58,5.41,1.95,3.88,264016,0.07,0.02,0.07,598120,40586,3655,1796
Edwards,Kansas,9:45,-121.83,-7.72,9.57,9.91,1.63,2.94,524535,0.1,0.1,0.04,275773,16405,15263,2980
Elk,Kansas,9:45,-110.17,-7.97,9.34,5.21,1.22,3.31,601000,0.07,0.08,0.03,170113,24449,43334,1602
Ellis,Kansas,9:45,-114.16,-7.17,9.32,9.96,1.83,3.98,608688,0.04,0.09,0.01,376207,29917,1154,646
Ellsworth,Kansas,9:45,-128.99,-7.88,8.93,5.62,1.75,2.18,688712,0.05,0.09,0.05,548969,40743,24320,797
Finney,Kansas,9:45,-127.95,-6.29,9.23,8.73,1.18,3.74,312730,0.08,0.07,0.04,369737,6767,15375,4097
Ford,Kansas,9:45,-126.37,-6.83,8.53,7.96,1.52,2.21,900125,0.04,0.06,0.06,900123,14954,22347,1564
Franklin,Kansas,9:45,-111.79,-6.57,7.27,5.4,1.14,2.97,642381,0.04,0.01,0.07,287968,6017,1105,879
Geary,Kansas,9:45,-112.28,-6.13,6.81,8.72,1.09,4.19,771308,0.02,0.1,0.08,745115,18058,28420,1003
Gove,Kansas,9:45,-122.75,-7.98,9.17,7.37,0.97,2.07,434536,0.07,0.09,0.09,734207,41400,49850,4479
Graham,Kansas,9:45,-121.67,-6.19,8.42,8.98,1.87,2.01,148303,0.03,0.09,0.05,210990,42673,10304,4508
Grant,Kansas,9:45,-108.41,-7.44,5.67,9.22,1.76,4.98,502154,0.04,0.08,0.07,486040,33866,30671,491
Gray,Kansas,9:45,-119.12,-6.4,9.39,7.1,1.95,3.25,677864,0.05,0.07,0.1,889163,10122,43632,2708
Greeley,Kansas,9:45,-121.17,-6.14,9.01,6.15,2,4.67,726939,0.1,0.04,0.03,920468,12228,37202,564
Greenwood,Kansas,9:45,-102.94,-7.59,8.24,8.92,1.62,4.62,619139,0.01,0.06,0.08,284599,18088,39072,3149
Hamilton,Kansas,9:45,-112,-7.8,7.13,8.26,1.54,2.84,837218,0.07,0.04,0.09,964379,35385,37588,2630
Harper,Kansas,9:45,-106.86,-6.49,9.49,7.87,1.49,2.03,711371,0.04,0.07,0.09,809484,32924,32880,1449
Harvey,Kansas,9:45,-105.07,-7.88,8.43,6.13,1.4,2.48,382944,0.07,0.05,0.01,449094,22089,4187,2823
Haskell,Kansas,9:45,-120.1,-7.13,8.65,8.98,0.54,4.78,917505,0.09,0.08,0.09,228065,31213,15872,620
Hodgeman,Kansas,9:45,-129.78,-7.75,5.38,5.22,1.43,3.81,689137,0.1,0.09,0.05,152406,39396,28053,3823
Jackson,Kansas,9:45,-114.34,-6,7.93,8.04,1.71,4.62,960224,0.04,0.1,0.08,333342,21163,4668,2743
Jefferson,Kansas,9:45,-118.8,-7.31,7.41,8.26,1.66,2.34,570917,0.06,0.01,0.08,308952,24132,22905,2460
Jewell,Kansas,9:45,-113.51,-7.29,9.18,5.23,0.51,3.59,979507,0.08,0.04,0.05,962102,18432,45301,2868
Johnson,Kansas,9:45,-129.46,-7.46,7.96,7.73,0.85,2.22,888146,0.03,0.05,0.08,229335,27879,35158,3304
Kearny,Kansas,9:45,-111.97,-7.25,8.25,9.05,1.93,3.13,751837,0.06,0.02,0.01,107214,3155,48519,4879
Kingman,Kansas,9:45,-109.62,-7.67,6.58,6.01,1.79,4.83,124024,0.08,0.06,0.05,506529,17616,35916,4896
Kiowa,Kansas,9:45,-123.6,-7.22,6.75,8.54,0.56,2.82,738077,0.03,0.06,0.05,831739,15900,22456,112
Labette,Kansas,9:45,-115.27,-6.19,6.41,9.69,0.81,2.12,709475,0.1,0.1,0.01,832428,7502,30647,2343
Lane,Kansas,9:45,-129.71,-6.74,9.32,8.96,0.55,3.21,994499,0.07,0.02,0.07,626310,19554,5877,1161
Leavenworth,Kansas,9:45,-113.08,-7.08,7.29,5.41,1.99,3.75,849813,0.08,0.06,0.04,920703,3738,7525,4359
Lincoln,Kansas,9:45,-101.51,-6.59,6.6,6.62,1.89,3.58,403771,0.03,0.03,0.05,731453,5587,23644,593
Linn,Kansas,9:45,-123.33,-6.18,5.46,9.13,1.68,2.11,618627,0.03,0.03,0.06,903523,22680,25532,2581
Logan,Kansas,9:45,-122.5,-6.38,6.82,5.15,0.8,2.45,986400,0.1,0.02,0.01,400127,46633,36785,2221
Lyon,Kansas,9:45,-102.41,-7.19,9.98,6.24,1.7,3.86,648114,0.1,0.07,0.05,723673,43242,36790,4786
McPherson,Kansas,9:45,-102.78,-6.54,6.97,6.35,0.8,2.13,999607,0.08,0.08,0.01,728223,21782,20265,4511
Marion,Kansas,9:45,-119.73,-6.25,8.89,5.64,1.63,4.61,263544,0.07,0.09,0.07,217149,39527,21346,2293
Marshall,Kansas,9:45,-117.35,-7.31,8.41,6.45,1.79,4.21,934088,0.09,0.06,0.05,431888,31993,36631,3431
Meade,Kansas,9:45,-129.35,-6.79,6.59,7.28,0.74,4.31,196022,0.01,0.09,0.07,720771,47774,26826,4817
Miami,Kansas,9:45,-114.38,-6.37,7.66,5.08,1.66,2.5,936980,0.04,0.09,0.03,105842,48770,42518,3241
Mitchell,Kansas,9:45,-114.15,-7.16,8,7.4,1.75,3.55,276281,0.04,0.03,0.08,601378,16189,42472,2773
Montgomery,Kansas,9:45,-102.8,-6.53,9.23,5.09,1.98,3.83,994102,0.08,0.07,0.02,743894,41590,4093,625
Morris,Kansas,9:45,-116.08,-6.22,9.98,6.97,1.96,2.23,224776,0.03,0.07,0.01,972159,37629,14900,2696
Morton,Kansas,9:45,-104.23,-7.63,5.11,5.82,0.91,3.61,254324,0.09,0.09,0.06,367588,12573,6840,1724
Nemaha,Kansas,9:45,-102.27,-7.89,9.03,8.4,1.62,3.18,270684,0.07,0.07,0.05,182582,10308,41535,1660
Neosho,Kansas,9:45,-105.34,-7.31,6.55,6.93,0.6,2.58,264378,0.06,0.09,0.05,413838,26634,8396,1517
Ness,Kansas,9:45,-121.49,-7.75,6.1,9.35,1.67,4.48,230902,0.08,0.09,0.03,809271,39857,9235,2044
Norton,Kansas,9:45,-103.05,-6.31,5.32,8.91,1.25,3.73,982939,0.02,0.02,0.08,264765,32025,19764,2093
Osage,Kansas,9:45,-116.24,-6.45,6.97,6.08,0.51,3.91,692816,0.1,0.03,0.03,120533,21722,40225,513
Osborne,Kansas,9:45,-120.34,-6.66,7.55,7.79,1.44,4.63,874711,0.03,0.07,0.09,840075,43778,5680,914
Ottawa,Kansas,9:45,-110.78,-7.47,5.27,5.9,0.86,4.07,349861,0.04,0.03,0.01,335132,15142,38630,2807
Pawnee,Kansas,9:45,-103.56,-7.31,6.39,5.73,1.47,3.11,922308,0.05,0.01,0.07,921669,8530,43744,2764
Phillips,Kansas,9:45,-104.99,-7.16,6.82,9.56,1.3,4.16,337532,0.05,0.02,0.04,982334,32480,48973,3396
Pottawatomie,Kansas,9:45,-121.42,-6.91,9.96,5.87,1,3.83,911626,0.01,0.03,0.05,627820,22293,3292,2864
Pratt,Kansas,9:45,-109.18,-6.92,6.12,6.6,1.27,2.5,627054,0.02,0.08,0.1,583555,4101,28525,4904
Rawlins,Kansas,9:45,-103.64,-7.78,7.73,9.5,1.39,2.95,557143,0.05,0.09,0.03,947449,36345,12179,122
Reno,Kansas,9:45,-105.66,-7.04,8.7,6.66,1.75,2.02,171261,0.08,0.06,0.06,445239,11837,28080,3785
Republic,Kansas,9:45,-124.02,-6.35,8.62,5.45,1.5,3.49,169181,0.03,0.04,0.02,560035,23641,39690,605
Rice,Kansas,9:45,-119.29,-7.71,8.88,8.55,1.62,3.52,348234,0.06,0.08,0.08,963653,13838,15534,1491
Riley,Kansas,9:45,-118.82,-6.33,6.42,6.85,1.86,2.89,680276,0.07,0.04,0.05,900387,24162,26593,1878
Rooks,Kansas,9:45,-117.44,-7.8,9.7,5.31,1.37,3.77,222835,0.02,0.09,0.09,154025,12238,23656,3303
Rush,Kansas,9:45,-104.31,-6.25,6.2,9.7,1.37,2.34,247387,0.04,0.1,0.07,929795,49733,28381,3103
Russell,Kansas,9:45,-112.67,-7.25,8.92,8.4,1.94,4.77,959943,0.06,0.05,0.06,992911,19457,33569,1757
Saline,Kansas,9:45,-121.02,-7.95,5.23,5.21,0.96,3.66,129131,0.03,0.02,0.05,718749,8643,4452,3383
Scott,Kansas,9:45,-106.56,-6.82,5.81,8.33,1.32,2.65,490869,0.02,0.08,0.07,777178,38399,4165,92
Sedgwick,Kansas,9:45,-126.1,-6.41,9.74,6.87,1.72,2.94,109629,0.02,0.07,0.01,752135,45320,25969,4215
Seward,Kansas,9:45,-104.36,-6.97,7.02,7.95,0.69,2.58,381611,0.07,0.03,0.02,510642,23197,35770,1605
Shawnee,Kansas,9:45,-119.67,-7.95,8.62,9.59,1.67,3.12,688926,0.03,0.04,0.02,877537,10010,29802,430
Sheridan,Kansas,9:45,-105.95,-6.01,7.51,8.08,0.56,3.92,822946,0.04,0.06,0.07,589280,12582,46314,3550
Sherman,Kansas,9:45,-112.92,-6.8,9.59,7.09,1.13,4.45,723686,0.06,0.05,0.07,407827,4576,17982,1013
Smith,Kansas,9:45,-109.4,-6.59,9.65,9.86,1.81,4.81,981621,0.1,0.07,0.09,977061,9899,22915,2565
Stafford,Kansas,9:45,-121.36,-6.37,7.38,5.46,1.16,3.19,311335,0.02,0.06,0.06,206270,48612,2941,2221
Stanton,Kansas,9:45,-116.39,-7.53,8.06,5.7,1.67,3.32,353229,0.06,0.1,0.09,770027,48162,12617,4816
Stevens,Kansas,9:45,-124.41,-6.95,8.66,7.15,0.83,4.91,224112,0.08,0.08,0.1,987208,13029,44636,549
Sumner,Kansas,9:45,-128.4,-6.15,9.74,9.33,1.68,2.95,705412,0.04,0.09,0.01,388891,41018,33269,3777
Thomas,Kansas,9:45,-118.91,-6.19,6.78,9.05,1.75,2.99,544543,0.1,0.08,0.06,655705,14201,5945,652
Trego,Kansas,9:45,-102.18,-7.16,6.42,5.49,1.1,4.62,419277,0.01,0.04,0.08,576606,29705,43613,3347
Wabaunsee,Kansas,9:45,-124.4,-7.24,9.47,9.77,1.34,3.08,166842,0.07,0.01,0.06,953012,47578,14101,1838
Wallace,Kansas,9:45,-117.17,-6.8,5.68,9.62,1.87,3.57,237401,0.09,0.08,0.08,931840,31824,9505,1730
Washington,Kansas,9:45,-102.27,-7.95,5.47,9.95,0.61,3.68,831191,0.05,0.08,0.06,424037,31915,45006,3518
Wichita,Kansas,9:45,-111.08,-6.45,7.35,8.17,0.71,4.63,438403,0.07,0.05,0.04,856004,24558,47087,167
Wilson,Kansas,9:45,-128.5,-7.29,6.9,7.66,1.59,3.89,839151,0.06,0.1,0.06,218277,19122,47773,1032
Woodson,Kansas,9:45,-117.64,-6.18,6.61,6.53,0.96,4.84,486814,0.07,0.1,0.04,997214,46135,45269,1596
Wyandotte,Kansas,9:45,-107.82,-7.51,7.53,6.55,0.75,3.46,652238,0.09,0.07,0.05,456674,40300,27991,3542
Adair,Kentucky,9:45,-126.36,-6.94,6.5,8.6,0.5,3.21,928508,0.04,0.02,0.01,964515,34769,1774,2022
Allen,Kentucky,9:45,-105.31,-6.95,5.23,8.84,1.13,3.47,557162,0.06,0.04,0.05,308428,31581,21066,2167
Anderson,Kentucky,9:45,-127.89,-7.96,8.23,5.96,1.83,3.52,675113,0.04,0.04,0.02,884651,3213,14719,4041
Ballard,Kentucky,9:45,-114.55,-7.92,5.05,9.04,1.18,4.65,130714,0.09,0.05,0.03,127998,21292,27454,2737
Barren,Kentucky,9:45,-118.62,-7.92,8.69,7.43,1.46,2.66,775436,0.1,0.02,0.06,486869,10774,21544,1268
Bath,Kentucky,9:45,-120.63,-6.58,6.76,5.57,1.04,3.64,751111,0.03,0.04,0.08,963886,13979,36304,2829
Bell,Kentucky,9:45,-127.57,-7.21,7.62,8.35,0.82,2.09,163966,0.07,0.02,0.04,256082,18029,19540,4083
Boone,Kentucky,9:45,-122.33,-7.92,7.2,8.14,1.75,2.49,594964,0.06,0.08,0.01,854663,11763,15118,2656
Bourbon,Kentucky,9:45,-112.42,-6.95,9.39,5.97,0.92,3.5,438525,0.02,0.07,0.05,992143,34992,15258,821
Boyd,Kentucky,9:45,-127.39,-7.66,9.37,5.85,1.05,2.5,779756,0.05,0.03,0.09,680877,14687,6891,1557
Boyle,Kentucky,9:45,-101.35,-6.69,7.43,7.95,1.21,2.41,822768,0.09,0.01,0.08,855055,14763,46914,60
Bracken,Kentucky,9:45,-115.73,-6.21,8.78,8.65,1.96,2.69,767160,0.04,0.02,0.04,876330,49061,35978,4098
Breathitt,Kentucky,9:45,-102.89,-7.53,6.42,9.37,1.26,4.8,792108,0.07,0.06,0.1,869130,8450,45836,3233
Breckinridge,Kentucky,9:45,-105.07,-7.95,6.2,8.06,0.71,4.38,941578,0.04,0.01,0.09,649161,36758,40731,117
Bullitt,Kentucky,9:45,-112.65,-7.4,8.7,9.12,1.22,2.37,126237,0.07,0.09,0.05,987265,38006,8470,3981
Butler,Kentucky,9:45,-124.36,-6.86,7.51,7.87,0.88,4.61,560045,0.04,0.01,0.04,796066,42652,48948,1938
Caldwell,Kentucky,9:45,-129.43,-7.86,5.22,5.95,1.33,4.17,597404,0.07,0.02,0.08,948561,41968,33530,1830
Calloway,Kentucky,9:45,-115.49,-7.16,7.8,7.53,0.99,3.82,982175,0.04,0.09,0.08,319328,37137,4883,4289
Campbell,Kentucky,9:45,-128.67,-6.24,8.84,9.36,0.83,3.05,926050,0.07,0.05,0.1,440113,44298,44117,4930
Carlisle,Kentucky,9:45,-113.48,-6.64,7.4,6.29,0.9,4.7,292862,0.08,0.1,0.06,223467,23836,45150,2649
Carroll,Kentucky,9:45,-114.13,-6.13,5.43,5.72,1.22,3.46,388154,0.02,0.06,0.05,112198,18166,14421,4506
Carter,Kentucky,9:45,-128.85,-6.85,6.59,7.08,0.68,3.4,187771,0.07,0.01,0.01,628387,8034,28101,4750
Casey,Kentucky,9:45,-112.34,-6.16,7.67,8.24,0.91,3.13,765748,0.03,0.01,0.01,122210,25500,29904,3233
Christian,Kentucky,9:45,-116.76,-7.95,7.6,5.44,1.52,2.27,608133,0.06,0.03,0.03,696746,14870,6812,1836
Clark,Kentucky,9:45,-123.37,-6.28,7.04,8.25,1.73,2.19,745718,0.02,0.01,0.07,664138,42954,6079,1468
Clay,Kentucky,9:45,-129.24,-6.84,5.53,6.34,1.01,2.37,145397,0.01,0.09,0.01,565810,30878,6143,2348
Clinton,Kentucky,9:45,-113.85,-7.62,7.22,6.48,1.16,3.6,735970,0.03,0.09,0.03,849474,46596,47909,1326
Crittenden,Kentucky,9:45,-120.25,-6.65,6.26,8.75,1.17,2.23,719650,0.01,0.06,0.02,656900,9531,3506,1074
Cumberland,Kentucky,9:45,-110.62,-6.25,9.97,5.83,1.36,4.11,102310,0.02,0.03,0.09,845264,8629,17829,1812
Daviess,Kentucky,9:45,-128.54,-7.6,9.02,8.48,1.02,4.62,767837,0.04,0.05,0.01,849461,31285,8781,3034
Edmonson,Kentucky,9:45,-118.21,-6.69,5.51,6.34,1.52,3.15,813014,0.09,0.07,0.05,197260,43918,35184,746
Elliott,Kentucky,9:45,-125,-6.56,7.12,5.62,1.96,3.68,964309,0.01,0.03,0.02,460771,13162,28150,3879
Estill,Kentucky,9:45,-125.77,-7.4,9.03,5.59,1.02,4.5,768713,0.1,0.06,0.08,488603,32811,34719,523
