Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
South Africa,MTN(SOUTH AFRICA),655/10,2016-7,-133.77,-10.49,0.14,0.81,0.38,0.88,0.03,0.09,0.82,0.95,421930,2479,41769,1849
South Korea,KT (KTF),450/08,2016-7,-129.21,-7.02,0.86,0.86,0.03,0.87,0.51,0.78,0.36,0.41,498759,2605,68111,9281
South Korea,SK Telecom,450/05,2016-7,-86.65,-12.94,0.96,0.23,0.24,0.34,0.28,0.12,0.97,0.33,714449,8149,67905,2908
Spain,Orange/Amena,214/03,2016-7,-90.41,-13.84,0.05,0.29,0.42,0.02,0.69,0.84,0.11,0.99,931460,7376,88237,5095
Spain,Vodafone (AirTel),214/01,2016-7,-109.86,-12.38,0.41,0.47,0.7,0.71,0.19,0.38,0.06,0.23,478333,9793,86662,5790
Spain,Xfera Yoigo,214/04,2016-7,-76.33,-8.43,0.69,0.95,0.49,0.47,0.5,0.08,0.25,0.49,793140,1491,29087,1393
Spain,Telefonica Moviles(SPAIN),214/07,2016-7,-78.36,-7.52,0.97,0.21,0.57,0.35,0.09,0.75,0.93,0.4,720009,7765,23385,8905
Sweden,Tele2 - Comviq,240/07,2016-7,-102.32,-12.02,0.83,0.35,0.3,0.25,0.78,0.37,0.68,0.67,117601,3990,64117,3200
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2016-7,-134.75,-11.02,0.95,0.06,0.84,0.62,0.72,0.14,0.16,0.72,385040,9396,22056,6157
Sweden,TeliaSonera Mobile,240/01,2016-7,-93.97,-10.46,0.34,0.83,0.13,0.2,0.13,0.3,0.76,0.32,297821,3405,19130,2209
Switzerland,Swisscom,228/01,2016-7,-60.15,-12.34,0.56,0.26,0.96,0.52,0.68,0.37,0.06,0.39,152704,4302,88928,6726
Switzerland,Sunrise DiAx,228/02,2016-7,-78.7,-9.39,0.48,0.16,0.2,0.36,0.38,0.29,0.4,0.12,205081,4050,68643,6546
Switzerland,Orange(SWITZERLAND),228/03,2016-7,-100.5,-8.56,0.85,0.73,0.57,0.09,0.4,0.44,0.36,0.18,623410,8719,54653,3147
Thailand,True Move  HSPA,520/00,2016-7,-155.59,-9.47,0.11,0.47,0.4,0.47,0.95,0.79,0.05,0.55,727482,3741,43431,9427
Thailand, AIS,520/03,2016-7,-158.36,-11.9,0.38,0.35,0.17,0.57,0.94,0.92,0.27,0.62,418679,1030,92267,2493
Turkey,Vodafone (TelSim),286/02,2016-7,-85.34,-9.68,0.11,0.28,0.88,0.81,0.64,0.74,1,0.63,502339,5456,62601,4366
Turkey,Turkcel,286/01,2016-7,-152.73,-12.99,0.01,0.3,0.8,0.3,0.94,0.71,0.03,0.43,257662,6431,78005,7709
United Arab Emirates,Etisalat(UAE),424/02,2016-7,-62.67,-7.86,0.03,0.41,0.26,0.18,0.77,0.47,0.39,0.69,483702,5539,30429,5121
United Arab Emirates,Du,424/03,2016-7,-128.52,-10,0.34,0.98,0.61,0.29,0.72,0.27,0.33,0.1,534006,3388,76954,5324
United Kingdom,Vodafone(UK),234/15,2016-7,-119.9,-11.22,0.17,0.93,0.13,0.48,0.41,0.24,0.36,0.43,907905,7033,79185,7400
United Kingdom,Everything Everywhere,234/30,2016-7,-147.05,-7.69,0.84,0.31,0.78,0.49,0.7,0.23,0.25,0.68,898604,5319,63341,1954
United Kingdom,Telefonica O2 (CellNet),234/10,2016-7,-68.47,-10.17,0.09,0.84,0.69,0.28,0.79,0.08,0.32,0.5,658481,8060,69469,2528
United Kingdom,Everything Everywhere (ex-Orange),234/33,2016-7,-145.19,-8.84,0.93,0.42,0.5,0.24,0.11,0.59,0.34,0.17,274250,6354,91448,4039
Unted States,AT&T,310/410,2016-7,-100.29,-13.64,0.18,0.51,0.71,0.73,0.87,0.13,0.71,0.7,756103,1018,61108,7422
Unted States,Guamcell Cellular and Paging,310/370,2016-7,-75.07,-8.01,0.1,0.56,0.68,0.2,0.02,0.5,0.51,0.23,707880,1471,71161,2926
Unted States,T-Mobile,310/260,2016-7,-145.46,-9.12,0.88,0.06,0.62,0.51,0.45,0.16,0.73,0.89,934185,6055,90247,6773
Unted States,Verizon Wireless,311/48,2016-7,-123,-6.54,0.46,0.1,0.93,0.8,0.8,0.94,0.56,0.69,530432,4454,60085,6046
Albania,Vodafone(ALBANIA),276/02,2016-8,-102.65,-13.76,0.55,0.91,0.02,0.94,0.64,0.39,0.41,0.04,524140,7928,42960,7178
Australia,Vodafone Hutchison,505/03,2016-8,-112.32,-6.7,0.15,0.86,0.1,0.41,0.97,0.25,0.11,0.67,126130,4539,60137,7337
Australia,Optus,505/02,2016-8,-151.6,-6.35,0.05,0.15,0.94,0.78,0.77,0.09,0.82,0.52,644085,8674,12582,6336
Australia,Telstra,505/01,2016-8,-128.17,-12.35,0.14,0.94,1,0.02,0.65,0.54,0.44,0.38,269313,3396,95666,1013
Austria,A1 Austria Telekom (Mobilkom),232/01,2016-8,-94.27,-7.59,0.69,0.01,0.59,0.15,0.06,0.41,0.22,0.85,945787,2882,22289,9181
Austria,H3G(AUSTRIA),232/10,2016-8,-104.47,-9.57,0.2,0.42,0.66,0.17,0.63,0.34,0.88,0.42,376394,6259,80468,6926
Bahrain,Viva,426/04,2016-8,-75.15,-13.12,0.15,0.3,0.58,0.17,0.63,0.06,0.48,0.62,579939,8539,14889,2089
Bahrain,Batelco,426/01,2016-8,-64.64,-13.76,0.52,0.99,0.53,0.87,0.35,0.47,0.89,0.35,475311,9250,34790,3752
Bahrain,Zain/Vodafone/MTC,426/02,2016-8,-109.24,-14.53,0.58,0.52,0.09,0.64,0.45,0.63,0.16,0.82,313829,9776,52396,3410
Belgium,"Base (KPN,Orange)",206/20,2016-8,-157.63,-14.03,0.43,0.99,0.95,0.17,0.06,0.56,0.7,0.73,804681,3607,14232,7919
Belgium,Mobistar S.A.,206/10,2016-8,-120.99,-12.71,0.22,0.59,0.05,0.8,0.68,0.76,0.55,0.44,236646,7765,80210,5432
Belgium,Belgacom Mobile,206/01,2016-8,-97.13,-11.01,0.5,0.65,0.48,0.18,0.86,0.73,0.04,0.35,930237,3277,29933,9660
Brazil,Vivo S.A,724/10,2016-8,-105.81,-10.79,0.42,0.17,0.39,0.46,0.79,0.87,0.23,0.61,923961,7466,97062,9091
Brazil,TIM,724/04,2016-8,-120.76,-6.2,0.84,0.62,0.69,1,0.31,0.95,0.02,0.17,128946,1304,41628,6511
Bulgaria,Mobiltel,284/01,2016-8,-100.41,-11.46,0.83,0.3,0.14,0.07,0.39,0.03,0.69,0.48,126354,1283,83400,1732
Canada,Bell Mobility,302/610,2016-8,-72.79,-14.25,0.13,0.08,0.15,0.97,0.13,0.1,0.44,0.2,518364,4097,27459,3402
Canada,Telus Mobility,302/220,2016-8,-73.47,-7.61,0.02,0.18,0.38,0.43,0.05,0.48,0.19,0.07,817951,2207,18969,9785
China,China Mobile,460/07,2016-8,-96.42,-10.89,0.9,0.95,0.95,0.67,0.52,0.89,0.91,0.35,958565,4530,74251,3686
China,China Unicom,460/01,2016-8,-122.93,-6.05,0.2,0.37,0.15,0.59,0.15,0.04,0.51,0.64,972399,4575,31017,5409
China,China Mobile,460/02,2016-8,-71.81,-7.56,0.37,0.56,0.47,0.64,0.02,0.7,0.37,0.3,485424,7580,70793,4673
China,China Mobile,460/00,2016-8,-109.51,-7.65,0.88,0.11,0.29,0.01,0.4,0.64,0.73,0.57,789421,5714,55221,9332
Croatia,Croatian Telecom (ex T- Mobile),219/01,2016-8,-125.91,-12.21,0.47,0.31,0.07,0.87,0.11,0.5,0.33,0.49,549805,3582,18910,6727
Croatia,VIP-net,219/10,2016-8,-111.35,-14.27,0.09,0.39,0.2,0.7,0.21,0.2,0.86,0.5,355060,1930,85505,9845
Czech Republic,Telefonica O2 (Eurotel),230/02,2016-8,-88.38,-13.55,0.62,0.64,0.83,0.56,0.81,0.27,0.16,0.55,340173,2265,76706,9325
Denmark,Telenor (Sonofon),238/02,2016-8,-148.93,-12.74,0.44,0.86,0.92,0.6,0.11,0.83,0.12,0.86,587667,8965,49468,3931
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2016-8,-99.01,-13.92,0.92,0.65,0.08,0.94,0.46,0.91,0.13,0.6,866760,1322,55133,9219
Egypt,Vodafone(EGYPT),602/02,2016-8,-122.68,-13.38,0.63,0.33,0.8,0.95,0.55,0.52,0.7,0.75,474091,1202,69165,6660
Egypt,Etisalat Misr,602/03,2016-8,-137.47,-7.71,0.14,0.34,0.27,0.01,0.59,0.68,0.91,0.26,466301,1726,38147,2612
Estonia,Tele2(ESTONIA),248/03,2016-8,-157.56,-8.07,0.42,0.29,0.55,0.53,0.17,0.36,0.8,0.35,575740,4473,53764,4690
France,SFR (Cegetel),208/10,2016-8,-77.1,-11.65,0.81,0.72,0.87,0.44,0.17,0.69,0.67,0.85,523975,9352,79298,7503
France,Orange (Iteneris),208/01,2016-8,-68.15,-13.28,0.56,0.85,0.87,0.05,0.35,0.56,0.67,0.08,224210,6119,68892,3962
France,Free Mobile,208/15,2016-8,-71.34,-14.4,0.03,0.69,0.05,0.96,0.53,0.04,0.64,0.42,752724,8210,78592,1625
France,Bouygues,208/20,2016-8,-102.79,-9.07,0.38,0.68,0.04,0.24,0.38,0.02,0.18,0.69,602919,2137,69263,2757
Germany,Telekom Deutschland (T-Mobile),262/01,2016-8,-135.89,-6.7,0.09,0.58,0.49,0.67,0.84,0.01,0.95,0.16,672191,5284,18641,7244
Germany,Vodafone(GERMANY),262/02,2016-8,-119.97,-12.52,0.27,0.42,0.74,0.02,0.25,0.94,0.3,0.65,638136,4264,75993,3019
Germany,Telefonica O2/viag,262/07,2016-8,-137.94,-11.72,0.2,0.7,0.29,0.07,0.66,0.63,0.64,0.53,327148,6115,29756,9897
Germany,E-Plus,262/03,2016-8,-117.74,-9.42,0.14,0.76,0.18,0.05,0.92,0.73,0.26,0.21,714997,4891,70674,8418
Hongkong,China Mobile - Peoples,454/12,2016-8,-145.26,-13.23,0.69,0.81,0.15,0.98,0.09,0.12,0.86,0.4,472636,9820,14492,8931
Hongkong,H3G(HONG KONG),454/03,2016-8,-78.85,-10.05,0.14,0.65,0.04,0.91,0.49,0.2,0.15,0.11,546024,4625,96564,4654
Hongkong,PCCW-HKT Telephone Limited,454/19,2016-8,-101.8,-6.95,0.3,0.25,0.61,0.66,0.16,0.51,0.97,0.53,953563,3079,55331,8692
Hongkong,SmarTone - Vodafone,454/06,2016-8,-144.82,-6.92,0.63,0.25,0.55,1,0.3,0.75,0.71,0.54,656787,7117,93742,9935
Hongkong,CSL (C&W),454/00,2016-8,-124.25,-9.76,0.43,0.96,0.24,0.69,0.35,0.1,0.81,0.13,284905,6607,44292,3625
Hungary,Vodafone(HUNGARY),216/70,2016-8,-129.38,-12.66,0.38,0.03,0.08,0.83,0.01,0.34,0.87,0.15,369919,1088,26094,9294
Hungary,T-Mobile(HUNGARY),216/30,2016-8,-86.99,-7.87,0.42,0.08,0.42,0.1,0.53,0.75,0.98,0.59,653736,4124,99614,2728
India,Airtel (Karnataka),404/45,2016-8,-71.13,-15,0.13,0.29,0.33,0.25,0.7,0.76,0.43,0.73,814763,2439,75087,3994
India,Airtel (Delhi),404/10,2016-8,-153.49,-9.54,0.41,0.09,0.46,0.8,0.03,0.07,0.59,0.17,177323,3751,77448,2258
Indonesia,Indosat (IDNSL),510/01,2016-8,-111.35,-9.69,0.43,0.15,0.72,0.13,0.43,0.22,0.24,0.3,378184,3351,14212,9438
Ireland,Vodafone(IRELAND),272/01,2016-8,-78.08,-6.13,0.13,0.19,0.16,0.91,0.92,0.2,0.08,0.36,804121,9938,34753,7025
Ireland,Meteor,272/03,2016-8,-97.34,-10.81,0.41,0.46,0.32,0.67,1,0.76,0.92,0.9,526887,4835,93097,8145
Ireland,Telefonica O2 (East DigiFone),272/02,2016-8,-60.67,-12.11,0.78,0.66,0.5,0.71,0.54,0.48,0.38,0.45,751729,2244,79324,2194
Italy,Vodafone Omnitel,222/10,2016-8,-60.78,-13.55,0.78,0.57,0.14,0.86,0.49,0.53,0.42,0.92,708805,9558,60615,4682
Italy,Wind,222/88,2016-8,-148.25,-13.51,0.31,0.06,0.66,0.4,0.04,0.36,0.02,0.76,154071,1107,61863,6926
Japan,KDDI Corporation,440/51,2016-8,-67.28,-14.22,0.58,0.04,0.02,0.13,0.82,0.97,0.79,0.59,622989,1259,97062,1508
Japan,Soft Bank (Vodafone KK),440/20,2016-8,-94.06,-6.23,0.17,0.8,0.54,0.41,0.82,0.88,0.7,0.12,608300,1669,17235,8388
Japan,KDDI,440/50,2016-8,-107.27,-10.09,0.04,0.55,0.86,0.8,0.02,0.24,0.66,0.42,809312,6221,46073,9964
Japan,NTT Docomo,440/10,2016-8,-84.68,-14.53,0.78,0.14,0.39,0.75,0.9,0.77,0.44,0.73,963048,1560,39811,5439
Jordan,Zain (Fastlink),416/01,2016-8,-116.85,-12.12,0.25,0.45,0.63,0.46,0.49,0.94,0.06,0.02,518646,6706,80693,4331
Jordan,Orange (MobileCom),416/77,2016-8,-147.63,-11.99,0.17,0.22,0.39,0.42,0.72,0.18,0.51,0.32,240711,4798,89120,8779
Kazakhstan ,K-Cell,401/02,2016-8,-91.61,-12.64,0.97,0.97,0.52,0.95,0.58,0.34,0.52,0.38,872807,2638,31717,8961
Kuwait,MTC/Zain,419/02,2016-8,-151.19,-9.62,0.57,0.79,0.38,0.17,0.18,0.01,0.34,0.3,558794,4581,94925,2141
Kuwait,Viva (KTC),419/04,2016-8,-119.93,-10.01,0.04,0.01,0.84,0.86,0.27,0.53,0.01,0.4,296372,3913,62431,5902
Lebanon,MTC (MIC 2 Touch),415/03,2016-8,-73.89,-12.39,0.86,0.81,0.6,0.16,0.76,0.66,0.82,0.01,325609,8711,16444,4373
Luxembourg,Tango,270/77,2016-8,-118,-8.51,0.29,0.71,0.01,0.44,0.25,0.44,0.04,0.21,605417,7284,10308,2983
Macao,CTM,455/01,2016-8,-123.15,-10.45,0.11,0.97,0.56,0.79,0.3,0.06,0.91,0.97,192944,3025,25260,4346
Macao,Hutchison 3,455/03,2016-8,-122.77,-7.37,0.25,0.84,0.08,0.2,0.49,0.96,0.13,0.79,153664,7586,46790,3118
Malaysia,Celcom,502/19,2016-8,-159.93,-9.96,1,0.68,0.58,0.89,0.72,0.09,0.62,0.35,697737,4790,88728,6393
Malaysia,DiGi  Telecommunication,502/16,2016-8,-113.18,-7.9,0.82,0.28,0.61,0.29,0.98,0.22,0.04,0.79,766861,3332,48195,7696
Malaysia,Maxis,502/12,2016-8,-138.97,-6.81,0.86,0.47,0.01,0.44,0.84,0.82,0.1,0.72,728288,9550,93363,4277
Malta,Vodafone(MALTA),278/01,2016-8,-81.13,-11.2,0.99,0.46,0.71,0.47,0.72,0.92,0.89,0.62,579869,1636,16939,2840
Mauritius,Cellplus Orange,617/01,2016-8,-76.01,-10.1,0.37,0.94,0.05,0.69,0.5,0.25,0.68,0.23,238513,4666,80024,1858
Netherlands,Vodafone(NETHERLANDS),204/04,2016-8,-114.03,-11.34,0.04,0.07,0.92,0.42,0.46,0.14,0.89,0.22,698069,3387,63043,6897
Netherlands,T-mobile (ex Ben),204/16,2016-8,-131.18,-8.18,0.82,0.2,0.91,0.03,0.24,0.93,0.13,0.6,322392,3235,36901,2357
New Zealand,Vodafone(NEW ZEALAND),530/01,2016-8,-64.01,-8.66,0.6,0.47,0.09,0.05,0.4,0.87,0.69,0.13,853334,1064,76339,1314
Nigeria,EMTS,621/60,2016-8,-102.66,-13.37,0.76,0.1,0.33,0.67,0.68,0.96,0.65,0.68,520954,9660,38073,3455
Norway,Telenor Mobile,242/01,2016-8,-114.23,-13.37,0.69,0.47,0.32,0.13,0.66,0.09,0.52,0.8,982767,8439,87719,1395
Norway,NetCom TeliaSonera,242/02,2016-8,-90.96,-13.18,0.03,0.79,0.48,0.76,0.63,0.67,0.56,1,101269,1127,25160,3022
Oman,Nawras,422/03,2016-8,-60.13,-13.98,0.39,0.19,0.91,0.6,0.58,0.05,0.43,0.59,293434,3071,28043,9154
Oman,Oman Mobile - GTO (Omantel),422/02,2016-8,-144.34,-13.45,0.36,0.19,0.47,0.49,0.33,0.65,0.38,0.71,756620,8964,54999,3664
Philippines,Smart,515/03,2016-8,-135.84,-8.11,0.05,0.87,0.33,0.29,0.15,0.91,0.78,0.11,233554,3971,22775,8754
Poland,"T-Mobile (ERA,PTC)",260/02,2016-8,-143.58,-6.09,0.7,0.77,0.72,0.08,0.18,0.98,0.21,0.4,789564,2952,89448,2711
Poland,Orange/Centertel,260/03,2016-8,-125.49,-12.96,0.82,0.62,0.71,0.47,0.56,0.62,0.12,0.92,760745,7905,46842,1840
Portugal,Vodafone(PORTUGAL),268/01,2016-8,-126.77,-7.3,0.99,0.59,0.21,0.06,0.2,0.43,0.51,0.42,685551,2390,88101,9808
Portugal,Optimus (Sonecom),268/03,2016-8,-152.1,-10.03,0.29,0.38,0.33,0.26,0.35,0.08,0.36,0.17,448814,7642,71679,8762
Qatar,Vodafone(QATAR),427/02,2016-8,-67.84,-10.28,0.91,0.08,0.48,0.08,0.6,0.64,0.21,0.74,796197,5017,71233,9624
Qatar,Q-Tel,427/01,2016-8,-116.86,-14.8,0.84,0.41,0.54,0.4,0.2,0.84,0.16,0.83,902494,6349,32276,9131
Romania,Orange (Mobilrom),226/10,2016-8,-88.31,-7.52,0.19,0.27,0.37,0.82,0.1,0.79,0.31,0.69,293689,6824,41133,9444
Russia,MTS(RUSSIA),250/01,2016-8,-71.21,-6.39,0.9,0.05,0.06,0.42,0.57,0.27,0.2,0.95,966130,9326,19530,9333
Russia,MegaFon,250/02,2016-8,-91.97,-7.76,0.14,0.11,0.78,0.57,0.33,0.27,0.15,0.77,343726,9853,40542,7414
Russia,Vimpelcom Beeline (KB Impuls),250/99,2016-8,-135.41,-9.75,0.21,0.66,0.77,0.18,0.07,0.98,0.6,0.6,906684,5627,69852,1449
Saudi Arabia,Saudi Telecom Company,420/01,2016-8,-91.51,-8.69,0.83,0.21,0.23,0.28,0.79,0.05,0.83,0.28,190204,6126,96562,8653
Saudi Arabia,Mobily,420/03,2016-8,-151.46,-8.02,0.75,0.09,0.23,0.37,0.84,0.09,0.43,0.64,269130,2077,99869,9626
SERBIA,Telenor Serbia,220/01,2016-8,-159.6,-9.35,0.38,0.16,0.09,0.16,0.27,0.01,0.01,0.69,408242,4449,13543,7879
Singapore,Mobile One,525/03,2016-8,-124.11,-8.2,0.03,0.68,0.92,0.92,0.67,0.64,0.56,0.56,517369,1436,79906,3263
Singapore,Starhub,525/05,2016-8,-134.83,-12.45,0.11,0.16,0.24,0.2,0.94,0.88,0.34,0.31,907420,9911,84737,6890
Singapore,SingTel,525/01,2016-8,-61.68,-11.22,0.11,0.67,0.84,0.92,0.19,0.67,0.61,0.03,569134,6709,33818,4671
Slovak Republic,Orange (ex Globtel),231/01,2016-8,-156.1,-8.28,0.87,0.27,0.37,0.48,0.68,0.25,0.56,0.9,732825,9562,34189,3115
Slovenia,SI Mobil,293/40,2016-8,-65.18,-10.4,0.51,0.5,0.42,0.46,0.98,0.66,0.74,0.28,764282,2751,43351,5849
South Africa,Vodacom(SOUTH AFRICA),655/01,2016-8,-76.94,-7.04,0.64,0.24,0.12,0.02,0.4,0.84,0.96,0.99,963293,2845,17088,7442
South Africa,MTN(SOUTH AFRICA),655/10,2016-8,-115.2,-9.52,0.56,0.73,0.1,0.49,0.72,0.95,0.19,0.09,917972,7058,62598,3116
South Korea,KT (KTF),450/08,2016-8,-149.59,-7.65,0.03,0.73,0.79,0.52,0.69,0.01,0.46,1,340745,1054,91840,5253
South Korea,SK Telecom,450/05,2016-8,-123.69,-6.49,0.42,0.02,0.2,0.95,0.92,0.49,0.36,0.12,962371,7988,74581,4799
Spain,Orange/Amena,214/03,2016-8,-93.58,-14.92,0.83,0.51,0.13,0.11,0.72,0.56,0.57,0.49,500008,9201,88473,6278
Spain,Vodafone (AirTel),214/01,2016-8,-71.65,-7.85,0.18,1,0.16,0.09,0.44,0.19,0.31,0.12,545561,8249,20071,4835
Spain,Xfera Yoigo,214/04,2016-8,-140.88,-11.82,0.87,0.9,0.63,0.5,0.29,0.66,0.62,0.53,815839,1481,27153,7364
Spain,Telefonica Moviles(SPAIN),214/07,2016-8,-131.9,-14.75,0.16,0.24,0.63,0.9,0.03,0.58,0.48,0.27,829994,4907,90888,9408
Sweden,Tele2 - Comviq,240/07,2016-8,-129.89,-12.16,0.3,0.67,0.73,0.85,0.3,0.58,0.26,0.68,573341,3456,10998,2982
Sweden,"Telenor (Vodafone,Europolitn)",240/08,2016-8,-81.25,-10.09,0.76,0.25,0.65,0.23,0.09,0.45,0.25,0.05,858116,6726,68874,6901
Sweden,TeliaSonera Mobile,240/01,2016-8,-72.57,-13.78,0.85,0.75,0.74,0.12,0.46,0.02,0.95,0.6,599523,6132,80911,7221
Switzerland,Swisscom,228/01,2016-8,-68.81,-11.53,0.51,0.4,0.76,0.34,0.7,0.27,0.45,0.04,253486,6701,19719,8954
Switzerland,Sunrise DiAx,228/02,2016-8,-96.18,-11.67,0.9,0.74,0.47,0.05,0.32,0.93,0.45,0.69,152426,1892,94060,8944
Switzerland,Orange(SWITZERLAND),228/03,2016-8,-104.52,-11.7,0.09,0.45,0.69,0.84,0.2,0.2,0.49,0.75,966108,3062,41255,3177
Thailand,True Move  HSPA,520/00,2016-8,-107.04,-11.53,0.75,0.03,0.41,0.21,0.3,0.39,0.44,0.6,652128,4444,93089,6723
Thailand, AIS,520/03,2016-8,-134.05,-10.96,0.65,0.14,0.83,0.61,0.77,0.01,0.81,0.5,615163,3540,86459,5199
Turkey,Vodafone (TelSim),286/02,2016-8,-91.29,-9.96,0.07,0.73,0.89,0.37,1,0.33,0.82,0.56,804321,6908,84621,1516
Turkey,Turkcel,286/01,2016-8,-146.72,-7.96,0.05,0.88,0.89,0.26,0.22,0.18,0.96,0.15,941088,2090,97994,3499
United Arab Emirates,Etisalat(UAE),424/02,2016-8,-113.57,-8.47,0.48,0.37,0.45,0.33,0.16,0.99,0.03,0.4,947799,3375,86322,4026
United Arab Emirates,Du,424/03,2016-8,-94.63,-10.05,0.66,0.55,0.81,0.16,0.39,0.74,0.95,0.32,759255,1623,97538,1630
United Kingdom,Vodafone(UK),234/15,2016-8,-101.77,-13.26,0.37,0.32,0.38,0.37,0.71,0.04,0.52,0.47,248383,8108,27033,5128
United Kingdom,Everything Everywhere,234/30,2016-8,-124.44,-8.3,0.21,0.11,0.98,0.68,0.8,0.57,0.93,0.36,541868,3266,21448,3463
United Kingdom,Telefonica O2 (CellNet),234/10,2016-8,-100.25,-9.81,0.54,0.73,0.23,1,0.47,0.14,0.07,0.68,195220,2520,18272,2054
United Kingdom,Everything Everywhere (ex-Orange),234/33,2016-8,-126.69,-9.53,0.22,0.13,0.55,0.95,0.95,0.8,0.42,0.91,229972,6821,49267,8310
Unted States,AT&T,310/410,2016-8,-113.18,-10.77,0.2,0.09,0.56,0.56,0.73,0.5,0.61,0.34,989106,9636,96859,3443
Unted States,Guamcell Cellular and Paging,310/370,2016-8,-134.88,-6.19,0.78,0.87,0.8,0.3,0.99,0.9,0.71,0.46,995553,1769,25936,6865
Unted States,T-Mobile,310/260,2016-8,-114.55,-9.5,0.44,0.89,0.49,0.11,0.89,0.24,0.59,0.79,758780,4947,90154,8416
Unted States,Verizon Wireless,311/48,2016-8,-126.94,-12.31,0.17,0.18,0.25,0.82,0.75,0.7,0.38,0.03,883698,9106,92180,9749
Albania,Vodafone(ALBANIA),276/02,2016-9,-73.8,-8.79,0.26,0.84,0.03,0.21,0.54,0.42,0.7,0.48,441676,6890,51382,7358
Australia,Vodafone Hutchison,505/03,2016-9,-77.92,-8.69,0.62,0.61,0.67,0.22,0.44,0.48,0.62,0.95,978689,4955,25239,6626
Australia,Optus,505/02,2016-9,-134.82,-12.15,0.05,0.12,0.01,0.3,0.35,0.69,0.89,0.45,632774,1512,31034,7516
Australia,Telstra,505/01,2016-9,-83.84,-8.29,0.95,0.94,0.51,0.08,0.23,0.77,0.97,0.2,814578,3201,56878,8665
Austria,A1 Austria Telekom (Mobilkom),232/01,2016-9,-73.07,-12.28,0.21,0.73,0.1,0.1,0.38,0.23,0.09,0.35,418722,3926,39030,6617
Austria,H3G(AUSTRIA),232/10,2016-9,-110.45,-12.31,1,0.32,0.38,0.04,0.95,0.47,0.32,0.15,719282,9125,71358,5991
Bahrain,Viva,426/04,2016-9,-109.16,-9.72,0.72,0.05,0.71,0.7,0.51,0.96,0.56,0.63,983124,2548,58751,2818
Bahrain,Batelco,426/01,2016-9,-153.22,-7.52,0.62,0.67,0.2,0.56,0.04,0.44,0.29,0.28,721313,9410,35972,2213
Bahrain,Zain/Vodafone/MTC,426/02,2016-9,-118.67,-10.88,0.44,0.6,0.11,0.29,0.13,0.38,0.89,0.93,798457,7804,10392,9425
Belgium,"Base (KPN,Orange)",206/20,2016-9,-80.61,-12.4,0.97,0.76,0.65,0.25,0.17,0.24,0.43,0.26,727923,6942,27821,9224
Belgium,Mobistar S.A.,206/10,2016-9,-112.63,-7.36,0.43,0.68,0.6,0.72,0.51,0.19,0.31,0.25,407057,4685,40054,2769
Belgium,Belgacom Mobile,206/01,2016-9,-134.18,-8.85,0.6,0.19,0.25,0.61,0.72,1,0.97,0.37,670629,3886,84102,6807
Brazil,Vivo S.A,724/10,2016-9,-110.8,-14.13,0.91,0.39,0.78,0.04,0.37,0.06,0.95,0.06,669744,6778,89495,6931
Brazil,TIM,724/04,2016-9,-117.13,-13.17,0.92,0.07,0.15,0.09,0.27,0.46,0.6,0.83,805340,4059,19196,7862
Bulgaria,Mobiltel,284/01,2016-9,-128.37,-9.23,0.47,0.94,0.1,0.8,0.78,0.69,0.89,0.95,687604,2722,83698,6928
Canada,Bell Mobility,302/610,2016-9,-93.74,-9.75,0.35,0.06,0.98,0.3,0.44,0.02,0.23,0.65,889581,5791,78175,1461
Canada,Telus Mobility,302/220,2016-9,-92.31,-7.4,0.6,0.67,0.19,0.25,0.58,0.71,0.21,0.44,374923,4969,86528,9409
China,China Mobile,460/07,2016-9,-92.88,-14.58,0.23,0.31,0.59,0.41,0.5,0.84,0.71,0.5,993886,2297,37908,4730
China,China Unicom,460/01,2016-9,-97.44,-10.69,0.68,0.07,0.16,0.3,0.06,0.16,0.74,0.74,714647,4822,10313,1915
China,China Mobile,460/02,2016-9,-109.76,-6.36,0.38,0.34,0.47,0.54,0.98,0.73,0.02,0.63,144289,4484,40408,3662
China,China Mobile,460/00,2016-9,-130.57,-6.01,0.19,0.43,0.02,0.06,0.51,0.74,0.85,0.71,248935,5697,25573,6126
Croatia,Croatian Telecom (ex T- Mobile),219/01,2016-9,-88.94,-11.54,0.25,0.77,0.08,0.22,0.2,0.88,0.05,0.36,151982,3747,66372,8570
Croatia,VIP-net,219/10,2016-9,-70.26,-11.38,0.76,0.61,0.24,0.91,0.59,0.47,0.92,0.09,619275,1758,49317,6117
Czech Republic,Telefonica O2 (Eurotel),230/02,2016-9,-119.77,-10.06,1,0.68,0.67,0.85,0.16,0.09,1,0.57,459047,1095,62001,2104
Denmark,Telenor (Sonofon),238/02,2016-9,-122.69,-11.29,0.97,0.15,0.77,0.54,0.42,0.83,0.94,0.58,420568,1697,88788,3758
Dominica Rep.,"Orange Dominicana, S.A.",370/01,2016-9,-61.29,-9.12,0.84,0.15,0.24,0.41,0.99,0.57,0.52,0.42,990010,9428,76232,7356
