Country,Operator,MCC/MNC,TIME,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (kbps),Data UL Throughput (kbps)
Hungary,Vodafone(HUNGARY),216/70,W47,-68.3,-12.38,0.14,0.23,0.74,0.83,0.24,0.82,0.92,0.38,390488,1727,70895,6282
Hungary,T-Mobile(HUNGARY),216/30,W47,-75.35,-6.86,0.42,0.24,0.7,0.34,0.84,0.89,0.59,0.43,548574,1778,68737,7716
India,Airtel (Karnataka),404/45,W47,-90.83,-11.98,0.89,0.79,0.84,0.73,0.33,0.63,0.43,0.76,114844,8750,69128,2601
India,Airtel (Delhi),404/10,W47,-111.69,-6.7,0.3,0.71,0.91,0.4,0.83,0.03,0.4,0.89,110933,3708,49887,2261
Indonesia,Indosat (IDNSL),510/01,W47,-100.38,-7.4,0.52,0.64,0.83,0.57,0.31,0.46,0.93,0.6,983016,6136,70379,3559
Ireland,Vodafone(IRELAND),272/01,W47,-108.4,-13.81,0.75,0.79,0.99,0.47,0.26,0.11,0.88,0.36,777695,8714,35900,2821
Ireland,Meteor,272/03,W47,-65.42,-13.86,0.63,0.7,0.65,0.13,0.87,0.49,0.28,1,249081,4395,85548,3824
Ireland,Telefonica O2 (East DigiFone),272/02,W47,-127.66,-9.65,0.7,0.88,0.35,0.36,0.06,0.4,0.08,0.19,382550,4803,29371,6071
Italy,Vodafone Omnitel,222/10,W47,-110.1,-13.4,0.76,0.19,0.53,0.37,0.65,0.37,0.73,0.08,117875,9066,88999,6748
Italy,Wind,222/88,W47,-156.67,-6.89,0.06,0.75,0.08,0.67,0.07,0.72,0.51,0.9,833937,3510,20487,3014
Japan,KDDI Corporation,440/51,W47,-139.75,-13.79,0.13,0.29,0.73,0.18,1,0.32,0.88,0.07,937632,1482,61155,4729
Japan,Soft Bank (Vodafone KK),440/20,W47,-78.31,-12.69,0.72,0.48,0.7,0.33,0.77,0.95,0.79,0.64,152623,8778,10016,6985
Japan,KDDI,440/50,W47,-71.89,-6.07,0.69,0.35,0.14,0.13,0.08,0.41,0.12,0.99,313628,9068,12180,5236
Japan,NTT Docomo,440/10,W47,-147.35,-10.29,0.58,0.42,0.13,0.14,0.8,0.69,0.94,0.58,564194,7890,16449,6738
Jordan,Zain (Fastlink),416/01,W47,-114.5,-8.37,0.32,0.67,0.75,0.82,0.71,0.92,0.31,0.49,149945,9563,32754,9486
Jordan,Orange (MobileCom),416/77,W47,-78.79,-9.03,0.83,0.84,0.44,0.39,1,0.3,0.14,0.68,211416,9556,43429,4099
Kazakhstan ,K-Cell,401/02,W47,-75.32,-14.45,0.15,0.38,0.85,0.78,0.2,0.1,0.6,0.79,953459,5659,65232,6828
Kuwait,MTC/Zain,419/02,W47,-95.01,-7.27,0.28,0.49,0.28,0.56,0.71,0.47,0.39,0.74,902063,1609,25389,4374
Kuwait,Viva (KTC),419/04,W47,-105.11,-9.61,0.26,0.12,0.94,0.81,0.43,0.58,0.21,0.47,680720,3895,90260,3339
Lebanon,MTC (MIC 2 Touch),415/03,W47,-95.14,-8.64,0.31,0.08,0.91,0.29,0.86,0.63,0.98,0.78,680302,7261,94926,7654
Luxembourg,Tango,270/77,W47,-141.22,-13.35,0.62,0.36,0.86,0.71,0.31,0.96,0.39,0.14,979182,6231,41936,2700
Macao,CTM,455/01,W47,-89.92,-9.87,0.34,0.37,0.17,0.43,0.28,0.44,0.36,0.29,471693,5196,49681,7097
Macao,Hutchison 3,455/03,W47,-90.97,-12.83,0.73,0.46,0.78,0.28,0.73,0.84,0.3,0.07,987068,3492,51447,3058
Malaysia,Celcom,502/19,W47,-112.64,-13.99,0.19,0.25,0.76,0.88,0.28,0.96,0.9,0.17,306341,8382,20830,8520
Malaysia,DiGi  Telecommunication,502/16,W47,-85.15,-13.89,0.21,0.58,0.29,0.9,0.55,0.65,0.15,0.45,599932,6538,88386,8695
Malaysia,Maxis,502/12,W47,-72.19,-6.67,0.27,1,0.81,0.06,0.44,0.1,0.4,0.87,605749,7670,38277,5343
Malta,Vodafone(MALTA),278/01,W47,-108.5,-6.04,0.04,0.97,0.68,0.53,0.75,0.11,0.59,0.8,814780,5084,80451,4504
Mauritius,Cellplus Orange,617/01,W47,-159.93,-11.54,0.67,0.8,0.83,0.8,0.1,0.68,0.82,0.4,756372,1831,84935,8862
Netherlands,Vodafone(NETHERLANDS),204/04,W47,-85.3,-14.89,0.1,0.08,0.88,0.27,1,0.94,0.72,0.1,869569,4114,60390,2630
Netherlands,T-mobile (ex Ben),204/16,W47,-144.58,-11.07,0.16,0.42,0.37,0.14,0.17,0.89,0.07,0.73,354394,7677,86902,7207
New Zealand,Vodafone(NEW ZEALAND),530/01,W47,-141.45,-13.9,0.64,0.64,0.71,0.93,0.67,0.68,0.02,0.17,294077,4003,35167,7056
Nigeria,EMTS,621/60,W47,-134.26,-7.18,0.98,0.9,0.24,0.36,0.64,0.93,0.87,0.17,638540,8668,57787,2948
Norway,Telenor Mobile,242/01,W47,-103.38,-10.62,0.28,0.83,0.48,0.09,0.88,0.55,0.93,0.04,698179,7721,15434,5673
Norway,NetCom TeliaSonera,242/02,W47,-65.71,-6.21,0.98,0.5,0.39,0.35,0.06,0.24,0.08,0.32,212402,6689,83926,3287
Oman,Nawras,422/03,W47,-78.87,-14.76,0.45,0.44,0.1,0.81,0.63,0.75,0.54,0.26,811257,3868,44922,5337
Oman,Oman Mobile - GTO (Omantel),422/02,W47,-152.09,-8.74,0.97,0.77,0.49,0.99,0.96,0.1,0.44,0.75,874911,6574,33934,3335
Philippines,Smart,515/03,W47,-126.47,-11.67,0.01,0.93,0.37,0.18,0.54,0.17,0.72,0.2,644533,6893,37899,1465
Poland,"T-Mobile (ERA,PTC)",260/02,W47,-141.19,-11.68,0.84,0.92,0.35,0.83,0.05,0.29,0.88,0.6,395299,5668,15575,6600
Poland,Orange/Centertel,260/03,W47,-89.22,-14.85,0.77,0.17,0.99,0.36,0.42,0.31,0.68,0.15,563800,3452,15543,3862
Portugal,Vodafone(PORTUGAL),268/01,W47,-72.07,-7.14,0.17,0.82,0.44,0.17,0.72,0.58,0.49,0.81,392907,2118,16858,4485
Portugal,Optimus (Sonecom),268/03,W47,-112.69,-11.61,0.38,0.03,0.61,0.52,0.49,0.04,0.56,0.48,970122,5046,19617,7401
Qatar,Vodafone(QATAR),427/02,W47,-96.66,-9.91,0.8,0.58,0.55,0.59,0.11,0.61,0.14,0.73,464142,9249,21572,4997
Qatar,Q-Tel,427/01,W47,-94.07,-9.03,0.55,0.94,0.98,0.49,0.03,0.23,0.65,0.41,512191,6953,96639,2944
Romania,Orange (Mobilrom),226/10,W47,-124.57,-9.66,0.92,0.84,0.18,0.97,0.11,0.01,0.45,0.32,463899,6202,82412,7075
Russia,MTS(RUSSIA),250/01,W47,-112.18,-9.65,0.42,0.07,0.19,0.37,0.1,0.04,0.74,0.44,826897,5190,81801,1638
Russia,MegaFon,250/02,W47,-133.75,-6.41,0.41,0.92,0.1,0.45,0.44,0.08,0.44,0.08,419253,9706,13239,2226
Russia,Vimpelcom Beeline (KB Impuls),250/99,W47,-121.67,-11.93,0.62,0.22,0.95,0.25,0.65,0.39,0.08,0.38,116996,2067,10093,5852
Saudi Arabia,Saudi Telecom Company,420/01,W47,-99.96,-15,0.33,0.4,0.7,0.25,1,0.48,0.36,0.06,638467,2182,22545,6425
Saudi Arabia,Mobily,420/03,W47,-147.4,-11.06,0.75,0.83,0.79,0.53,0.21,0.97,0.05,0.95,575933,2226,70419,7517
SERBIA,Telenor Serbia,220/01,W47,-108.26,-6.49,0.8,0.64,0.86,0.1,0.54,0.07,0.16,0.09,596735,6854,88727,4331
Singapore,Mobile One,525/03,W47,-116.68,-13.93,0.55,0.79,0.63,0.03,0.28,0.79,0.55,0.29,307513,8495,18402,4890
Singapore,Starhub,525/05,W47,-150.14,-6.81,0.39,0.41,0.85,0.05,0.92,0.64,0.79,0.17,254740,6110,51195,2055
Singapore,SingTel,525/01,W47,-85.19,-13.25,0.7,0.3,0.54,0.78,0.35,0.94,0.65,0.28,454307,3531,41761,3849
Slovak Republic,Orange (ex Globtel),231/01,W47,-60.53,-7.77,0.15,0.79,0.38,0.38,0.06,0.53,0.63,0.5,551767,7753,86205,3905
Slovenia,SI Mobil,293/40,W47,-89.35,-10,0.09,0.27,0.07,0.93,0.8,0.53,0.24,0.81,951943,7500,82142,1803
South Africa,Vodacom(SOUTH AFRICA),655/01,W47,-130.21,-8.07,0.15,0.24,0.71,0.62,0.52,0.4,0.53,0.5,548184,6634,28878,1885
South Africa,MTN(SOUTH AFRICA),655/10,W47,-157.97,-10.7,0.84,0.48,0.38,0.42,0.26,0.39,0.43,0.7,921251,3741,80407,8401
South Korea,KT (KTF),450/08,W47,-147.79,-7.95,0.63,0.64,0.75,0.68,0.26,0.4,0.29,0.78,935907,7614,40769,7550
South Korea,SK Telecom,450/05,W47,-103.32,-12.05,0.94,0.54,1,0.02,0.73,0.44,0.52,0.96,790838,1235,15325,1691
Spain,Orange/Amena,214/03,W47,-61.55,-6.55,0.03,0.41,0.12,0.46,0.87,0.82,0.41,0.07,666548,2268,13597,2607
Spain,Vodafone (AirTel),214/01,W47,-110.84,-6.8,0.58,0.6,0.49,0.86,0.93,0.46,0.64,0.49,912438,6307,89046,5581
Spain,Xfera Yoigo,214/04,W47,-71.75,-12.5,0.45,0.27,1,0.96,0.24,0.91,0.9,0.11,559881,8365,31931,2236
Spain,Telefonica Moviles(SPAIN),214/07,W47,-141.19,-7.96,0.44,0.62,0.95,0.42,0.37,0.17,0.99,0.58,788935,7754,68970,1900
Sweden,Tele2 - Comviq,240/07,W47,-112.74,-12.48,0.35,0.19,0.33,0.87,0.32,0.55,0.28,0.25,435527,6757,30960,1735
Sweden,"Telenor (Vodafone,Europolitn)",240/08,W47,-101.6,-13.69,0.95,0.34,0.43,0.44,0.13,0.75,0.13,0.16,245962,7656,12931,3786
Sweden,TeliaSonera Mobile,240/01,W47,-73.5,-6.02,0.99,0.73,0.33,0.17,0.42,0.48,0.09,0.42,785506,7000,30116,4687
Switzerland,Swisscom,228/01,W47,-131.87,-10.35,0.7,0.97,0.93,0.07,0.92,0.8,0.74,0.33,638735,8836,59458,6772
Switzerland,Sunrise DiAx,228/02,W47,-121.83,-13.21,0.55,0.88,0.09,0.26,0.34,0.41,0.51,0.81,839011,3665,35423,9925
Switzerland,Orange(SWITZERLAND),228/03,W47,-144.03,-14.41,0.31,0.96,0.32,0.2,0.73,0.47,0.93,0.9,942024,4069,29110,5042
Thailand,True Move  HSPA,520/00,W47,-118.51,-6.3,0.88,0.35,0.05,0.22,0.04,0.43,0.9,0.79,667398,5889,36757,1226
Thailand, AIS,520/03,W47,-158.03,-14.17,0.07,0.09,0.57,0.83,0.99,0.48,0.44,0.13,460393,6421,47730,1359
Turkey,Vodafone (TelSim),286/02,W47,-110.08,-6.1,0.04,0.9,0.91,0.16,0.17,0.52,0.55,0.38,149271,3340,86673,8904
Turkey,Turkcel,286/01,W47,-104.54,-6.36,0.39,0.51,0.66,0.27,0.01,0.86,0.33,0.37,475245,7038,31845,2111
United Arab Emirates,Etisalat(UAE),424/02,W47,-153.48,-8.26,0.99,0.32,0.84,0.09,0.4,0.03,0.3,0.4,763303,2937,43980,3581
United Arab Emirates,Du,424/03,W47,-121.83,-12.45,0.41,0.33,1,0.73,0.88,0.67,0.92,0.08,684937,3024,75148,1750
United Kingdom,Vodafone(UK),234/15,W47,-116.78,-12.72,0.17,0.62,0.06,0.16,0.62,0.78,0.01,0.59,268633,4904,74559,3858
United Kingdom,Everything Everywhere,234/30,W47,-111.77,-12.12,0.24,0.21,0.91,0.23,0.74,0.69,0.95,0.94,549964,7546,59251,4501
United Kingdom,Telefonica O2 (CellNet),234/10,W47,-79.09,-13.89,0.34,0.45,0.07,0.84,0.02,0.15,0.47,0.68,311685,6346,33950,5807
United Kingdom,Everything Everywhere (ex-Orange),234/33,W47,-93.84,-7.62,0.3,0.65,1,1,0.27,0.54,0.71,0.73,751883,3058,86072,2770
Unted States,AT&T,310/410,W47,-142.2,-7.89,0.87,0.5,0.62,0.86,0.44,0.64,0.64,0.69,432318,7958,72866,1152
Unted States,Guamcell Cellular and Paging,310/370,W47,-91.08,-12.45,0.55,0.1,0.52,0.76,0.44,0.38,0.86,0.46,549064,2711,77882,6497
Unted States,T-Mobile,310/260,W47,-143.48,-13.81,0.13,0.64,0.91,0.21,0.83,0.7,0.25,0.89,690421,4838,96439,7782
Unted States,Verizon Wireless,311/48,W47,-105.14,-7.84,0.19,0.89,0.92,0.08,0.67,0.19,0.82,0.76,715498,8774,23498,4833
Albania,Vodafone(ALBANIA),276/02,W48,-118.44,-8.72,0.31,0.05,0.89,0.62,0.05,0.59,0.32,0.04,870250,2762,94484,3093
Australia,Vodafone Hutchison,505/03,W48,-117.24,-10.39,0.99,0.61,0.62,0.7,0.78,0.88,0.04,0.19,257520,8439,76509,3475
Australia,Optus,505/02,W48,-111.93,-7.13,0.82,0.98,0.02,0.99,0.28,0.98,0.27,0.91,752497,3837,98376,3911
Australia,Telstra,505/01,W48,-109.61,-10.86,0.22,0.84,0.74,0.91,0.78,0.95,1,0.78,760144,5064,17420,2508
Austria,A1 Austria Telekom (Mobilkom),232/01,W48,-68.52,-9.02,0.73,0.49,0.69,0.67,0.57,0.41,0.38,0.99,638400,7852,76306,1523
Austria,H3G(AUSTRIA),232/10,W48,-101.92,-10.33,0.35,0.07,0.99,0.28,0.43,0.68,0.65,0.35,357113,4870,51287,9166
Bahrain,Viva,426/04,W48,-102.41,-6.5,0.61,0.03,0.49,0.09,0.81,0.54,0.83,0.73,573480,7409,28853,1046
Bahrain,Batelco,426/01,W48,-95,-13.18,0.14,0.03,0.08,0.65,0.31,0.01,0.7,0.83,829809,9258,94691,3140
Bahrain,Zain/Vodafone/MTC,426/02,W48,-77.99,-14.66,0.12,0.26,0.23,0.68,0.85,0.22,0.28,0.44,397564,9598,97303,4674
Belgium,"Base (KPN,Orange)",206/20,W48,-106.56,-12.41,0.18,0.42,0.34,0.84,0.88,0.22,0.74,0.87,771970,3021,40462,8855
Belgium,Mobistar S.A.,206/10,W48,-103.05,-8.72,0.54,0.42,0.19,0.8,0.17,0.7,0.97,0.57,874055,9776,13656,3337
Belgium,Belgacom Mobile,206/01,W48,-145.27,-14.33,0.61,0.25,1,0.04,0.88,0.63,0.41,0.07,868729,6674,64036,2641
Brazil,Vivo S.A,724/10,W48,-157.34,-10.46,0.48,0.01,0.33,0.91,0.44,0.1,0.17,0.01,720980,5348,40183,5303
Brazil,TIM,724/04,W48,-133.5,-12.14,0.44,0.64,0.73,0.44,0.96,0.75,0.99,0.95,321088,5523,90512,4551
Bulgaria,Mobiltel,284/01,W48,-111.71,-11.5,0.35,0.53,0.31,0.93,0.83,0.52,0.91,0.07,245001,8509,97075,8482
Canada,Bell Mobility,302/610,W48,-99.15,-10.51,0.38,0.5,0.83,0.31,0.15,0.65,0.15,0.84,598044,6260,65073,7399
Canada,Telus Mobility,302/220,W48,-68.2,-12.31,0.91,0.79,0.63,0.11,0.8,0.74,0.54,0.01,636243,5524,49909,7996
China,China Mobile,460/07,W48,-107.57,-9.68,0.92,0.97,0.68,0.17,0.82,0.63,0.42,0.53,287022,1441,67446,5589
China,China Unicom,460/01,W48,-156.34,-14.03,0.76,0.66,0.91,0.76,0.18,0.07,0.07,0.59,936524,9500,21330,7888
China,China Mobile,460/02,W48,-116.12,-7.48,0.05,0.96,0.21,0.33,0.26,0.91,0.34,0.92,140734,5251,79745,7754
China,China Mobile,460/00,W48,-102.83,-13.67,0.26,0.1,0.16,0.07,0.26,0.94,0.27,0.5,295090,4530,80223,3418
Croatia,Croatian Telecom (ex T- Mobile),219/01,W48,-154.9,-8.17,0.98,0.24,0.7,0.29,0.73,0.29,0.02,0.39,380768,9804,26438,4525
Croatia,VIP-net,219/10,W48,-145.21,-9.54,0.18,0.97,0.91,0.29,0.26,0.61,0.93,0.23,455086,4311,82337,6101
Czech Republic,Telefonica O2 (Eurotel),230/02,W48,-152.6,-10.92,0.08,0.47,0.17,0.26,0.93,0.26,0.64,0.37,843120,5851,57599,9709
Denmark,Telenor (Sonofon),238/02,W48,-75.76,-10.15,0.08,0.19,0.55,0.31,0.93,0.03,0.93,0.34,190203,9527,68338,3819
Dominica Rep.,"Orange Dominicana, S.A.",370/01,W48,-96.2,-10.49,0.54,0.16,0.6,0.94,0.01,0.74,0.44,0.85,740145,6051,49880,9042
Egypt,Vodafone(EGYPT),602/02,W48,-91.5,-6.03,0.53,0.53,0.9,0.42,0.2,0.59,0.73,0.37,282515,8448,80259,5233
Egypt,Etisalat Misr,602/03,W48,-71.84,-11.99,0.62,0.85,0.11,0.66,0.87,0.55,0.74,0.86,633001,5993,56662,2676
Estonia,Tele2(ESTONIA),248/03,W48,-72.91,-12.56,0.26,0.36,0.18,0.73,0.42,0.11,0.65,0.24,688975,6517,28601,2617
France,SFR (Cegetel),208/10,W48,-117.11,-14.15,0.87,0.91,0.07,0.35,0.69,0.34,0.96,0.9,461741,9390,52749,4235
France,Orange (Iteneris),208/01,W48,-113.8,-14.98,0.13,0.6,0.73,0.77,0.51,0.69,0.94,0.45,867100,2841,71316,8911
France,Free Mobile,208/15,W48,-151.68,-13.26,0.09,0.93,0.09,0.71,0.42,0.17,0.71,0.7,872840,7361,19945,4249
France,Bouygues,208/20,W48,-73.98,-8.3,0.58,0.96,1,0.98,0.08,0.95,0.67,0.88,957581,9957,78327,4000
Germany,Telekom Deutschland (T-Mobile),262/01,W48,-89.13,-14.53,0.84,0.89,0.01,0.92,0.19,0.98,0.7,0.77,236400,9454,83237,3874
Germany,Vodafone(GERMANY),262/02,W48,-89.33,-12.94,0.93,0.45,0.75,0.71,0.52,0.69,0.34,0.56,644554,9594,28173,1225
Germany,Telefonica O2/viag,262/07,W48,-88.98,-12.46,0.55,0.17,0.66,0.97,0.77,0.85,0.42,0.32,841688,7996,53173,5909
Germany,E-Plus,262/03,W48,-134.31,-9.93,0.91,0.69,0.52,0.56,0.93,0.26,0.99,0.42,855318,4469,96980,5412
Hongkong,China Mobile - Peoples,454/12,W48,-115.72,-10.32,0.64,0.01,0.28,0.26,0.66,0.96,0.85,0.04,285795,5059,57963,2695
Hongkong,H3G(HONG KONG),454/03,W48,-110.42,-13.63,0.16,0.91,0.75,0.4,0.07,0.35,0.9,0.65,235189,3408,69612,4207
Hongkong,PCCW-HKT Telephone Limited,454/19,W48,-89.49,-6.83,0.4,0.6,0.51,0.02,0.03,0.51,0.77,0.07,369643,8601,84725,5946
Hongkong,SmarTone - Vodafone,454/06,W48,-85.54,-14.26,0.18,0.67,0.41,0.25,0.63,0.77,0.88,0.19,455609,1826,85383,1983
Hongkong,CSL (C&W),454/00,W48,-95.11,-14.59,0.44,0.21,0.85,0.19,0.26,0.89,0.02,0.09,926067,8019,21555,8668
Hungary,Vodafone(HUNGARY),216/70,W48,-82.31,-14.82,0.94,0.52,0.71,0.83,0.41,0.18,0.77,0.02,621052,7653,40031,5145
Hungary,T-Mobile(HUNGARY),216/30,W48,-113.83,-11.02,0.67,0.33,0.23,0.41,1,0.02,0.18,0.53,694596,7163,84904,6345
India,Airtel (Karnataka),404/45,W48,-122.32,-6.83,0.45,0.46,0.42,0.35,0.45,0.34,0.75,0.4,377317,8999,65769,1020
India,Airtel (Delhi),404/10,W48,-108.51,-8.39,0.25,0.55,1,0.2,0.16,0.41,0.62,0.82,548681,5270,36621,9040
Indonesia,Indosat (IDNSL),510/01,W48,-78.78,-7.8,0.98,0.98,0.14,0.14,0.68,0.07,0.54,0.51,197322,2681,92900,7511
Ireland,Vodafone(IRELAND),272/01,W48,-72.06,-10.78,0.93,0.64,0.87,0.57,0.67,0.84,0.14,0.94,223568,1309,68550,7893
Ireland,Meteor,272/03,W48,-157.6,-6.74,0.25,0.04,0.27,0.49,0.13,0.83,0.85,0.65,991207,4442,98493,2956
Ireland,Telefonica O2 (East DigiFone),272/02,W48,-136.32,-14,0.25,0.53,0.71,0.42,0.36,0.68,0.42,0.97,383920,4196,22831,1916
Italy,Vodafone Omnitel,222/10,W48,-81.16,-8.47,0.66,0.21,0.6,0.13,0.99,0.47,0.24,0.4,184762,6288,82670,9853
Italy,Wind,222/88,W48,-128.91,-13.72,0.46,0.98,0.92,0.86,0.19,0.13,0.62,0.66,381907,9538,16978,3539
Japan,KDDI Corporation,440/51,W48,-91.23,-14.35,0.54,0.82,0.9,0.56,0.5,0.39,0.28,0.88,156943,6963,34688,2867
Japan,Soft Bank (Vodafone KK),440/20,W48,-64.3,-12.12,0.94,0.84,0.59,0.58,0.55,0.28,0.34,0.79,451586,6228,54345,6583
Japan,KDDI,440/50,W48,-113.7,-6.09,0.96,0.94,0.87,0.38,0.51,0.97,0.46,0.78,370706,1161,83474,7512
Japan,NTT Docomo,440/10,W48,-158.89,-12.75,0.49,0.53,0.65,0.42,0.18,0.06,0.1,0.98,219892,2600,65067,3770
Jordan,Zain (Fastlink),416/01,W48,-115.06,-12.54,0.49,0.72,0.55,0.42,0.87,0.37,0.89,0.56,927607,6797,55905,6843
Jordan,Orange (MobileCom),416/77,W48,-70.59,-6.22,0.15,0.54,0.71,0.77,0.36,0.36,0.44,0.8,686679,9159,80791,1440
Kazakhstan ,K-Cell,401/02,W48,-118.07,-13.18,0.22,0.01,0.04,0.47,0.59,0.22,0.03,0.96,461311,3067,96204,5831
Kuwait,MTC/Zain,419/02,W48,-86.93,-6.6,0.27,0.33,0.88,0.03,0.81,0.93,0.56,0.65,487375,6660,54369,1555
Kuwait,Viva (KTC),419/04,W48,-86.45,-8.53,0.28,0.8,0.26,0.94,0.37,0.03,0.23,0.21,229590,5797,14695,6416
Lebanon,MTC (MIC 2 Touch),415/03,W48,-98.05,-8.51,0.43,0.91,0.18,0.5,0.96,0.22,0.53,0.72,894062,7534,26883,5838
Luxembourg,Tango,270/77,W48,-151.24,-6,0.12,0.72,0.17,0.32,0.25,0.67,0.98,0.58,278290,7295,28518,8829
Macao,CTM,455/01,W48,-107.03,-7.15,0.89,0.42,0.52,0.99,0.66,0.44,0.54,0.03,638255,6224,60192,7697
Macao,Hutchison 3,455/03,W48,-142.73,-9.16,0.08,0.28,0.57,0.05,0.61,0.36,1,0.16,430263,8888,57399,8860
Malaysia,Celcom,502/19,W48,-120.74,-6.19,0.83,0.18,0.64,0.07,0.54,0.41,0.15,0.48,690998,5357,71052,6475
Malaysia,DiGi  Telecommunication,502/16,W48,-80.11,-13.68,0.5,0.01,0.2,0.01,0.49,0.03,0.72,0.97,326688,3548,61217,9092
Malaysia,Maxis,502/12,W48,-103.81,-14.72,0.42,0.46,0.06,0.82,0.01,0.4,0.81,0.22,565333,6396,80801,7403
Malta,Vodafone(MALTA),278/01,W48,-111.24,-8.13,0.17,0.13,0.84,0.56,0.73,0.3,0.85,0.1,340377,6637,64274,6283
Mauritius,Cellplus Orange,617/01,W48,-73.79,-14.68,0.69,0.78,0.82,0.45,0.49,0.7,0.4,0.56,515866,8934,61842,7668
Netherlands,Vodafone(NETHERLANDS),204/04,W48,-159.51,-13.8,0.34,0.65,0.46,0.78,0.87,0.34,0.69,0.65,485837,7861,51183,5608
Netherlands,T-mobile (ex Ben),204/16,W48,-61.33,-8.1,0.25,0.18,0.42,0.6,0.16,0.03,0.02,0.6,923757,1847,99772,3627
New Zealand,Vodafone(NEW ZEALAND),530/01,W48,-104.06,-8.23,0.82,0.21,0.84,0.04,0.07,0.96,0.85,0.73,708236,8120,52283,7034
Nigeria,EMTS,621/60,W48,-67.95,-12.26,0.71,0.65,0.22,0.75,0.99,0.31,0.69,0.13,536506,5658,26371,8604
Norway,Telenor Mobile,242/01,W48,-143.44,-10.88,0.43,0.96,0.49,0.69,0.76,0.97,0.64,0.24,490304,9425,14823,9923
Norway,NetCom TeliaSonera,242/02,W48,-129.45,-13.68,0.67,0.32,0.74,0.06,0.39,0.21,0.52,0.86,782680,2955,10083,8252
Oman,Nawras,422/03,W48,-81.1,-8.1,0.66,0.57,0.62,0.75,0.04,0.74,0.96,0.97,147417,3138,21465,6837
Oman,Oman Mobile - GTO (Omantel),422/02,W48,-101.05,-6.95,0.64,0.78,0.76,0.44,0.84,0.97,0.67,0.59,399208,2707,76535,6827
Philippines,Smart,515/03,W48,-90.91,-13.51,0.89,0.91,0.53,0.21,0.65,0.49,0.42,0.62,824775,2352,61455,9939
Poland,"T-Mobile (ERA,PTC)",260/02,W48,-145.26,-14.13,1,0.32,0.68,0.33,0.51,0.31,0.17,0.01,481682,9795,97382,6717
Poland,Orange/Centertel,260/03,W48,-83.04,-10.63,1,0.14,0.29,0.88,0.09,0.31,0.04,0.09,375654,8036,38666,2836
Portugal,Vodafone(PORTUGAL),268/01,W48,-155.84,-7.66,0.01,0.81,0.24,0.44,0.93,0.28,0.81,0.04,580155,9359,97712,5116
Portugal,Optimus (Sonecom),268/03,W48,-114.25,-7.02,0.09,0.98,0.29,0.83,0.59,0.29,0.01,0.43,983899,2208,14064,5850
Qatar,Vodafone(QATAR),427/02,W48,-98.28,-10.99,0.75,0.46,0.37,0.2,0.44,0.19,0.94,0.01,164233,5231,98299,6320
Qatar,Q-Tel,427/01,W48,-109.99,-13.24,0.44,0.75,0.21,0.02,0.45,0.05,0.6,0.71,933942,1392,24979,5286
Romania,Orange (Mobilrom),226/10,W48,-84.04,-6.64,0.84,0.15,0.33,0.9,0.1,0.99,0.18,0.1,162671,8290,95005,9906
Russia,MTS(RUSSIA),250/01,W48,-138.51,-12.34,0.26,0.97,0.86,0.69,0.57,0.46,0.43,0.23,808629,5022,68312,2875
Russia,MegaFon,250/02,W48,-155.7,-12.44,0.77,0.71,0.89,0.07,0.91,0.8,0.98,0.75,824682,6141,35078,5806
Russia,Vimpelcom Beeline (KB Impuls),250/99,W48,-124.96,-13.15,0.62,0.79,0.83,0.55,0.86,0.01,1,0.37,889193,1816,54750,4497
Saudi Arabia,Saudi Telecom Company,420/01,W48,-64.69,-10.15,0.07,0.63,0.16,0.85,0.84,0.4,0.62,0.73,474843,8432,54159,5344
Saudi Arabia,Mobily,420/03,W48,-150.18,-9.21,0.75,0.41,1,0.64,0.16,0.43,0.14,0.32,348317,8481,70126,9805
SERBIA,Telenor Serbia,220/01,W48,-77.64,-14.14,0.26,0.2,0.99,0.28,0.6,0.13,0.32,0.86,438850,5057,26745,3964
Singapore,Mobile One,525/03,W48,-145.42,-8.35,0.46,0.57,0.82,0.97,0.95,0.96,0.12,0.37,688482,4922,89037,5553
Singapore,Starhub,525/05,W48,-68.85,-9.03,0.91,0.78,0.46,0.47,0.4,0.76,0.66,0.32,774935,6016,28295,6853
Singapore,SingTel,525/01,W48,-89.52,-6.06,0.73,0.54,0.64,0.3,0.76,0.86,0.96,0.51,172382,3641,82424,1562
Slovak Republic,Orange (ex Globtel),231/01,W48,-156.64,-7.74,0.67,0.49,0.77,0.37,0.68,0.61,0.16,0.89,999150,7615,62461,4637
Slovenia,SI Mobil,293/40,W48,-70.94,-13.65,0.92,0.98,0.44,0.79,0.96,0.03,0.33,0.08,179333,3857,75590,9084
South Africa,Vodacom(SOUTH AFRICA),655/01,W48,-120.42,-6.78,0.17,0.83,0.16,0.19,0.55,0.72,0.62,0.61,688472,7649,90654,8650
South Africa,MTN(SOUTH AFRICA),655/10,W48,-115.4,-14.14,0.74,0.21,0.26,0.81,0.78,0.42,0.46,0.05,645534,1642,74702,6352
